"v1"	"log2_FC"	"Pvalue"	"fdr"
"1CMET2_PWY"	-0.0347682058013869	"0.588744588744589"	0.951099442074171
"3_HYDROXYPHENYLACETATE_DEGRADATION_PWY"	-1.52493909900402	"0.441788161749779"	0.951099442074171
"ALL_CHORISMATE_PWY"	-0.270699607173048	"0.521109982958906"	0.951099442074171
"ANAEROFRUCAT_PWY"	-0.250071915247157	"0.818181818181818"	0.951099442074171
"ANAGLYCOLYSIS_PWY"	0.0443387855842826	"0.937229437229437"	0.986234897999604
"ARG+POLYAMINE_SYN"	0.170570478164522	"0.818181818181818"	0.951099442074171
"ARGDEG_PWY"	-1.57202785941116	"0.54967387850156"	0.951099442074171
"ARGORNPROST_PWY"	0.917902451731461	"0.17965367965368"	0.951099442074171
"ARGSYN_PWY"	0.0133587981740332	"0.818181818181818"	0.951099442074171
"ARGSYNBSUB_PWY"	0.0174419278362916	"0.818181818181818"	0.951099442074171
"ARO_PWY"	0.0873892180796799	"0.588744588744589"	0.951099442074171
"ASPASN_PWY"	-0.0123905266873407	"0.588744588744589"	0.951099442074171
"AST_PWY"	-1.77509152550349	"0.54967387850156"	0.951099442074171
"BIOTIN_BIOSYNTHESIS_PWY"	-0.629529824398506	"0.30952380952381"	0.951099442074171
"BRANCHED_CHAIN_AA_SYN_PWY"	0.0747434067528058	"0.699134199134199"	0.951099442074171
"CALVIN_PWY"	0.100101458032328	"0.588744588744589"	0.951099442074171
"CENTFERM_PWY"	-0.416205122578294	"0.937229437229437"	0.986234897999604
"COA_PWY"	0.0495898037625532	"0.818181818181818"	0.951099442074171
"COBALSYN_PWY"	0.218081375620002	"0.588744588744589"	0.951099442074171
"CODH_PWY"	2.00969021106045	"0.22649054028251"	0.951099442074171
"COLANSYN_PWY"	0.154651125421093	"0.818181818181818"	0.951099442074171
"COMPLETE_ARO_PWY"	0.0843385048670232	"0.588744588744589"	0.951099442074171
"DAPLYSINESYN_PWY"	-0.0253777640793061	"0.937229437229437"	0.986234897999604
"DENOVOPURINE2_PWY"	0.169483320298545	"0.699134199134199"	0.951099442074171
"DTDPRHAMSYN_PWY"	-0.000180447374322533	"1"	1
"ECASYN_PWY"	-0.797610339041617	"0.213024477394567"	0.951099442074171
"ENTBACSYN_PWY"	-1.19788633025971	"0.630355526361864"	0.951099442074171
"FAO_PWY"	-0.575512325347811	"0.699134199134199"	0.951099442074171
"FASYN_ELONG_PWY"	-0.43697991891017	"0.30952380952381"	0.951099442074171
"FASYN_INITIAL_PWY"	-0.808675407244061	"0.30952380952381"	0.951099442074171
