response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
EC__1__5__1__2	4417.85	4182.01	4153.18	4436.19	3923.07	4225.98	2735.58
EC__1__5__1__20	3757.40	3665.01	3736.43	3108.71	3843.75	4645.98	2580.25
EC__1__5__1__24	8	0	0	7	0	0	0
EC__1__5__1__28	75.00	19.00	59.00	36.25	12.00	51.00	17.50
EC__1__5__1__3	3081.50	2473.94	3410.43	4114.54	3778.53	3893.48	2458.86
EC__1__5__1__34	 4.00	 5.43	51.33	 3.00	41.21	 3.00	 3.08
EC__1__5__1__36	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__1__5__1__38	 142.75	1722.43	 246.50	 966.33	 276.21	 118.00	2068.58
EC__1__5__1__39	 143.55	 566.00	 137.50	 896.38	 210.50	 117.00	1974.50
EC__1__5__1__41	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__1__5__1__5	4410.57	3983.00	4114.77	4493.96	3888.32	4181.65	2658.33
EC__1__5__1__6	1.75	0.00	2.75	2.25	2.50	0.00	0.00
EC__1__5__1__7	1879.84	3213.33	2468.21	2926.08	2230.75	3775.75	1735.50
EC__1__5__3__1	 18.6	  1.0	106.0	 10.0	  3.0	  6.0	  1.0
EC__1__5__5__1	2.5	0.0	5.0	0.0	0.0	0.0	0.0
EC__1__5__5__2	 89.92	 41.43	510.83	110.50	292.21	621.50	  8.08
EC__1__5__99__6	0	0	0	0	0	0	0
EC__1__6__1__1	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__1__6__1__2	14.34	12.86	 0.00	 0.00	61.41	 0.00	14.16
EC__1__6__3__4	 1	15	 0	 1	 4	 0	 1
EC__1__6__5__2	 130.51	1000.86	  40.33	1486.67	 178.75	   0.00	2037.63
EC__1__6__5__3	12562.23	 9751.34	15235.50	10120.87	11048.01	17440.15	 3646.30
EC__1__6__5__5	 7.50	 5.43	 5.00	 4.00	29.21	 2.00	 2.08
EC__1__6__99__1	 2.00	56.00	 1.00	21.00	 2.33	 0.00	39.00
EC__1__6__99__3	404.64	300.43	302.17	442.71	336.71	446.25	 19.08
EC__1__7__1__13	1043.51	1087.16	1438.11	1389.63	 870.25	1146.15	1336.91
EC__1__7__1__15	 13.00	 68.86	  0.00	107.00	 58.42	 17.00	 14.96
EC__1__7__1__6	0	0	0	0	0	0	0
EC__1__7__1__7	 28.83	 44.93	 52.00	 19.77	130.37	  1.67	 16.75
EC__1__7__2__1	16.5	 7.0	 6.0	 2.0	15.0	 4.0	 2.0
EC__1__7__2__2	285.81	213.43	271.59	110.75	 80.21	434.75	 12.78
EC__1__7__2__3	 13.67	 12.86	100.00	  6.00	 82.17	  0.00	  4.56
EC__1__7__2__4	0	0	0	0	0	0	0
EC__1__7__2__5	3	4	0	2	1	1	1
EC__1__7__7__1	 355.00	1304.00	 224.00	1441.00	 178.25	  46.00	 189.75
EC__1__7__99__1	3716.41	3654.77	3703.04	2639.56	2995.46	4024.58	1398.58
EC__1__7__99__4	101.50	252.02	218.66	351.83	300.97	 98.83	 86.86
EC__1__8__1__14	0	0	0	0	0	0	0
EC__1__8__1__15	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__1__8__1__2	 3.00	 9.86	 2.66	 0.00	59.42	 6.00	 2.16
EC__1__8__1__4	2157.40	1388.20	2653.05	1310.16	1787.41	2386.39	 368.50
EC__1__8__1__7	 85.83	145.66	  6.40	 22.90	313.67	  3.07	 25.75
EC__1__8__1__8	 447.35	 210.86	 863.54	 517.65	 387.17	1140.75	  24.96
EC__1__8__1__9	7682.22	7863.09	7228.15	7382.35	8037.94	7281.71	6120.00
EC__1__8__2__1	0	0	0	0	0	0	0
EC__1__8__2__2	0	0	0	0	0	0	6
EC__1__8__4__11	2337.65	2414.00	2169.94	2490.81	 940.98	1886.32	 391.00
EC__1__8__4__12	2295.65	1307.00	1813.94	2336.81	 820.98	1352.32	 343.00
EC__1__8__4__8	  74.45	1204.46	 114.27	 110.47	  83.96	  98.99	 138.08
EC__1__8__5__2	 47.76	201.00	 52.51	 18.00	 21.00	  4.25	  1.00
EC__1__8__5__3	 25.50	 17.43	153.00	 17.50	 77.71	  6.50	  6.78
EC__1__8__7__1	2.5	0.0	0.0	0.0	0.0	0.0	1.0
EC__1__8__98__1	270.51	564.00	623.49	656.01	 66.00	372.00	105.00
EC__1__8__99__2	10.00	84.66	32.00	 6.00	 6.00	 2.00	28.00
EC__1__8__99__3	 0	 0	 0	 2	 2	 0	14
EC__1__8__99__5	 0	 0	 0	 2	 2	 0	14
EC__1__9__3__1	130.5	  3.0	  0.0	  6.0	  0.0	  3.0	  0.0
EC__1__97__1__4	16791.40	19983.40	16020.06	21940.08	16933.38	18546.20	15349.94
EC__1__97__1__9	267.73	226.63	134.66	180.33	142.38	215.33	 74.64
EC__2__1__1__10	467.00	189.06	163.40	130.13	363.29	144.40	 68.13
EC__2__1__1__104	0	0	0	0	0	0	0
EC__2__1__1__107	2785.06	2238.39	2483.31	3639.74	2172.66	1943.49	2053.54
EC__2__1__1__113	0	0	0	0	0	2	0
EC__2__1__1__13	4913.58	4558.60	5087.54	5463.06	6080.71	4799.58	2785.33
EC__2__1__1__130	2543.69	1480.84	2648.04	1630.26	2549.74	3578.83	 397.13
EC__2__1__1__131	2757.90	1519.83	2755.00	1383.25	2311.74	2602.00	 430.38
EC__2__1__1__132	2500.02	1321.35	2740.70	2295.59	2810.25	4220.16	 453.00
EC__2__1__1__133	2758.90	1519.83	2755.00	1383.25	2312.74	2603.00	 430.38
EC__2__1__1__14	1025.75	2271.16	 250.40	2942.56	1178.00	 366.07	5035.55
EC__2__1__1__144	 6.00	 3.43	 3.00	 9.25	33.96	 3.00	 9.78
EC__2__1__1__148	1400.90	2060.50	 777.00	 662.55	 267.75	 337.50	 322.25
EC__2__1__1__151	2543.19	1480.84	2648.04	1630.26	2549.74	3578.83	 397.13
EC__2__1__1__152	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__1__1__163	 594.22	 218.43	 856.01	 561.24	 387.96	1148.25	  47.33
EC__2__1__1__166	12.17	 8.43	55.00	 4.00	43.21	 0.00	10.08
EC__2__1__1__170	4410.57	3983.00	4113.44	4491.96	3888.32	4178.65	2658.33
EC__2__1__1__171	1243.33	 621.93	1717.83	1774.27	1922.20	1975.17	 156.25
EC__2__1__1__172	 554.83	 789.99	  96.40	2199.90	 955.67	   3.07	2022.25
EC__2__1__1__173	 37.67	 14.43	 92.50	  8.50	201.71	 21.50	  1.58
EC__2__1__1__174	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__1__1__176	4006.56	3846.00	3394.89	4088.98	3593.24	3059.90	2659.33
EC__2__1__1__177	4605.67	4070.00	4134.27	4594.96	3846.32	4217.65	2706.33
EC__2__1__1__178	 0.00	 3.43	 0.00	 1.00	30.21	 0.00	 8.08
EC__2__1__1__181	 20.80	170.43	 45.25	  3.25	 41.71	  3.25	  1.08
EC__2__1__1__182	4415.57	4043.00	4114.77	4594.96	3888.32	4196.65	2670.33
EC__2__1__1__184	419.00	280.00	 14.50	 44.00	  6.00	  2.25	 78.00
EC__2__1__1__185	4394.57	4088.00	4118.77	5828.16	3891.32	4181.65	2698.33
EC__2__1__1__186	 5.67	 6.43	 0.00	 1.00	31.21	 0.00	 2.08
EC__2__1__1__187	1596.66	2912.16	1155.90	3001.40	1302.17	 555.07	2366.75
EC__2__1__1__189	12.67	 9.43	 2.00	 2.00	35.21	 2.00	 2.08
EC__2__1__1__190	6363.40	6849.84	5925.43	8856.79	6338.49	6358.48	4926.33
EC__2__1__1__191	5435.90	5873.34	5634.09	5392.46	5045.16	6800.48	3023.83
EC__2__1__1__192	4449.82	4058.00	4262.27	4701.96	3839.32	4238.65	2648.33
EC__2__1__1__193	4152.57	3953.00	3851.27	4422.96	3611.33	3976.65	2612.00
EC__2__1__1__195	2932.69	1190.84	3130.04	1721.51	2475.99	3697.83	 365.88
EC__2__1__1__196	  3.50	  8.00	148.00	 13.25	 49.24	  0.00	 28.38
EC__2__1__1__197	 332.18	 170.43	 583.38	 499.18	 316.96	1045.75	  11.08
EC__2__1__1__198	4827.58	4158.00	4928.65	4992.14	4193.07	5318.40	2668.33
EC__2__1__1__199	6340.90	5306.34	5808.43	6370.29	6698.32	6713.98	4849.83
EC__2__1__1__200	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__2__1__1__201	 594.22	 218.43	 856.01	 561.24	 387.96	1148.25	  47.33
EC__2__1__1__207	3909.66	3784.00	3339.89	3981.98	3581.57	3044.90	2645.33
EC__2__1__1__217	3856.99	3764.57	3189.06	3967.48	3361.53	3018.40	2633.75
EC__2__1__1__219	7.90	3.00	2.00	3.00	6.33	2.00	8.00
EC__2__1__1__220	7.90	3.00	2.00	3.00	6.33	2.00	8.00
EC__2__1__1__222	 37.07	  3.43	127.50	  2.00	 29.21	 78.00	 11.08
EC__2__1__1__223	 810.51	 555.44	1086.54	1216.56	 882.21	2312.08	 193.33
EC__2__1__1__224	 0	29	 0	 2	 2	 3	 0
EC__2__1__1__226	3968.89	3719.57	3283.89	3957.98	3537.36	3044.90	2603.25
EC__2__1__1__227	3968.89	3719.57	3283.89	3957.98	3537.36	3044.90	2603.25
EC__2__1__1__228	4421.57	3983.00	4190.27	4491.96	3887.99	4246.65	2658.33
EC__2__1__1__242	 12.67	 42.43	 87.50	  0.00	191.71	 16.00	  1.08
EC__2__1__1__245	 320.0	 358.0	 758.0	 294.5	2270.5	 382.0	  73.5
EC__2__1__1__246	 10	 81	  3	114	  6	 25	 23
EC__2__1__1__250	  50.40	 600.00	   0.00	1030.25	   0.00	 150.00	 130.50
EC__2__1__1__258	 160.00	 179.00	 379.00	 147.25	1135.25	 191.00	  36.25
EC__2__1__1__264	 37.67	 14.43	 92.50	  8.50	201.71	 21.50	  1.58
EC__2__1__1__265	100.83	126.66	  1.40	 30.23	165.67	 15.07	  9.75
EC__2__1__1__266	 64.72	173.43	 99.75	  4.25	 41.71	  3.25	  1.08
EC__2__1__1__271	2758.90	1519.83	2755.00	1383.25	2312.74	2603.00	 430.38
EC__2__1__1__289	  3.50	  8.00	147.00	 13.25	 49.24	  0.00	 28.38
EC__2__1__1__294	0	0	0	0	0	0	0
EC__2__1__1__297	4410.57	3981.00	4166.77	4572.96	3883.32	4182.65	2625.33
EC__2__1__1__298	12.17	 8.43	55.00	 3.00	42.21	 0.00	 3.08
EC__2__1__1__33	4382.57	3956.00	4101.77	4499.46	3871.82	4225.15	2653.83
EC__2__1__1__34	 92.84	  3.43	204.83	  7.67	 49.21	 91.00	 11.08
EC__2__1__1__35	 5.67	 6.43	 1.33	 0.33	30.21	 3.00	 1.08
EC__2__1__1__37	7411.72	8247.49	6926.65	5322.97	5340.08	8167.07	2327.58
EC__2__1__1__45	2835.97	1759.00	3126.77	3686.41	3506.07	3309.15	2283.58
EC__2__1__1__61	11.17	 6.43	50.00	 3.00	42.21	 0.00	 3.08
EC__2__1__1__63	3552.12	3464.60	3349.02	4314.71	3522.03	3664.15	2622.71
EC__2__1__1__64	 37.07	  3.43	127.50	  2.00	 29.21	 78.00	 11.08
EC__2__1__1__67	0	0	0	0	0	0	0
EC__2__1__1__72	15123.49	18000.10	12726.80	16058.08	 9815.46	12660.34	12751.22
EC__2__1__1__74	2416.06	2881.23	1525.90	2925.40	1396.45	 545.57	2378.00
EC__2__1__1__77	157.67	  3.43	130.00	 61.00	 34.21	425.00	 11.08
EC__2__1__1__79	 225.40	 382.77	 426.66	 305.33	1183.79	 277.33	  68.08
EC__2__1__1__80	2386.06	 799.79	1887.98	 849.49	 526.96	1291.49	 366.83
EC__2__1__1__86	0	0	0	0	0	0	1
EC__2__1__1__90	0.00	0.00	0.00	0.25	0.00	0.00	1.50
EC__2__1__2__1	4412.50	4104.01	4027.93	4698.29	3662.32	4231.98	2700.33
EC__2__1__2__10	1185.24	 498.45	1145.53	 767.84	 362.29	1388.41	 127.08
EC__2__1__2__11	2424.58	1030.93	2540.21	 950.48	 929.71	2190.25	 189.58
EC__2__1__2__13	18.00	 4.43	 0.00	10.00	32.21	 6.00	 1.08
EC__2__1__2__2	4764.41	4099.43	4782.65	4968.47	4206.28	5292.40	2631.41
EC__2__1__2__3	4765.91	4214.00	4787.57	5096.27	4172.07	5242.40	3390.83
EC__2__1__2__5	 505.14	 311.00	 940.63	 638.10	 347.66	1361.42	  80.92
EC__2__1__2__9	4416.72	3987.33	4121.52	4576.21	3888.82	4196.65	2632.33
EC__2__1__3__1	2	0	0	0	0	0	0
EC__2__1__3__11	 364.84	 199.00	 670.55	 505.31	 289.75	1110.75	  11.00
EC__2__1__3__2	4413.97	3948.00	4080.77	4487.96	3874.32	4185.65	2624.33
EC__2__1__3__3	4129.40	3175.50	3387.22	4406.72	3648.58	3135.90	2693.30
EC__2__1__3__6	 41.83	 45.00	 91.50	 27.00	183.50	 29.00	  2.00
EC__2__1__4__1	23.5	16.0	 2.0	17.0	22.5	10.0	 2.0
EC__2__10__1__1	771.90	223.44	635.66	178.58	122.29	132.33	 86.33
EC__2__2__1__1	11972.85	12073.85	11663.21	19311.26	11845.19	12500.45	 8472.67
EC__2__2__1__2	2921.91	3859.03	3220.12	3276.59	2918.57	3669.58	2807.74
EC__2__2__1__6	12513.01	10333.96	11885.60	11915.89	13339.64	14102.03	 6017.62
EC__2__2__1__7	4705.71	4746.27	4716.62	5949.61	4111.62	5630.33	3463.08
EC__2__2__1__9	317.78	549.43	455.71	484.48	347.96	632.25	 16.58
EC__2__3__1__1	3963.17	2480.50	3266.22	3896.38	3401.17	3060.73	2539.75
EC__2__3__1__102	0	0	0	0	0	0	0
EC__2__3__1__109	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__3__1__117	 674.50	 819.66	 612.73	2235.82	1093.75	 160.07	2058.50
EC__2__3__1__118	 21.00	193.43	  0.00	331.25	 31.21	 45.00	 43.58
EC__2__3__1__12	318.66	353.67	226.39	177.23	201.00	531.40	143.75
EC__2__3__1__122	0	0	0	0	0	0	0
EC__2__3__1__128	7836.39	8530.49	6769.12	8572.98	7115.98	6717.80	7339.67
EC__2__3__1__129	 898.09	 374.43	1444.59	1032.96	 674.70	2185.50	  29.41
EC__2__3__1__15	8164.79	7601.76	6923.78	6863.29	7198.69	6502.80	5296.74
EC__2__3__1__157	2488.73	2953.66	1737.90	2983.65	1472.57	 632.57	2420.33
EC__2__3__1__16	 26.67	 28.86	 18.00	 50.00	 64.42	174.00	 24.16
EC__2__3__1__168	0	0	0	0	0	0	0
EC__2__3__1__169	 170.00	 299.00	 379.00	 353.25	1135.25	 221.00	  60.25
EC__2__3__1__174	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__2__3__1__178	0	0	0	0	0	0	0
EC__2__3__1__179	4724.74	4213.00	4142.77	3193.63	3887.66	4180.65	2669.93
EC__2__3__1__18	 391.37	1508.44	 839.21	2010.59	 796.54	2007.83	2163.08
EC__2__3__1__180	4577.06	3957.51	4775.47	3292.25	3926.74	4649.90	2644.33
EC__2__3__1__181	 419.18	 207.43	 906.46	 507.18	 354.96	1206.75	  18.08
EC__2__3__1__182	 380.84	 199.00	 766.55	 506.31	 306.75	1136.75	  13.00
EC__2__3__1__183	3272.95	3577.33	3099.19	2677.39	3771.24	2416.40	2582.38
EC__2__3__1__184	0	0	0	0	0	0	0
EC__2__3__1__187	1.0	0.0	5.0	0.0	0.0	0.0	0.8
EC__2__3__1__189	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__2__3__1__19	 422.85	 212.01	 921.24	 562.25	 333.00	1347.08	  96.50
EC__2__3__1__191	 574.08	 281.43	 901.21	 550.98	 399.95	1170.75	  64.41
EC__2__3__1__193	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__2__3__1__20	0	0	0	0	0	0	0
EC__2__3__1__201	 55.21	 10.00	 87.88	379.93	 83.25	 12.50	 14.50
EC__2__3__1__203	  63	 505	  34	 832	  40	   0	1261
EC__2__3__1__204	3.00	3.00	0.00	4.33	0.00	0.00	7.00
EC__2__3__1__207	0	0	0	0	0	0	0
EC__2__3__1__210	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__3__1__222	1	0	1	2	3	0	0
EC__2__3__1__223	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__2__3__1__226	0	0	0	0	0	0	0
EC__2__3__1__234	5969.24	6136.50	5337.77	5310.21	4199.89	4674.65	3027.08
EC__2__3__1__241	 597.48	 211.43	 901.21	 537.98	 428.94	1140.75	  22.74
EC__2__3__1__242	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__3__1__243	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__2__3__1__28	1567.26	2372.00	2885.71	1438.68	1052.75	3627.50	1056.50
EC__2__3__1__29	 661.00	 281.43	1426.04	 708.60	 643.79	1905.25	  34.08
EC__2__3__1__30	4829.71	4051.00	4517.16	6450.35	3835.92	5540.65	3384.00
EC__2__3__1__31	167.40	  6.00	204.83	  5.00	 25.00	 96.00	  4.00
EC__2__3__1__35	3912.00	2477.07	3209.89	3882.38	3358.96	3057.73	2520.67
EC__2__3__1__37	0	0	0	0	0	0	0
EC__2__3__1__39	4418.74	4052.00	4181.10	3382.30	3881.66	4210.65	2681.13
EC__2__3__1__40	 5.00	 6.43	 8.33	 3.00	30.21	 3.00	 1.08
EC__2__3__1__41	 192.77	  12.43	1018.00	 237.10	 545.21	1432.50	  11.88
EC__2__3__1__46	4208.33	3894.00	3803.61	4479.29	3873.00	4085.65	2643.00
EC__2__3__1__47	 681.27	 372.86	1168.51	1003.94	 646.42	2094.50	  43.11
EC__2__3__1__48	  8.5	  0.0	 88.5	  0.0	161.5	 17.0	  0.0
EC__2__3__1__51	5533.90	5885.17	5143.77	4361.87	5644.57	6143.98	2988.58
EC__2__3__1__54	 7778.29	 9828.64	 7129.56	11836.38	 9041.04	 7371.31	 8814.31
EC__2__3__1__57	 577.50	 504.77	1121.54	 695.98	 375.62	2584.75	 803.58
EC__2__3__1__61	156.51	228.43	221.13	338.01	 78.96	 52.25	 22.08
EC__2__3__1__79	4210.87	4940.02	4364.34	4708.04	5526.50	5184.56	4669.00
EC__2__3__1__8	4544.48	4479.02	3943.09	4940.12	3879.33	5236.81	2825.00
EC__2__3__1__81	  30.00	  87.33	   8.00	1327.00	  12.00	   1.00	   9.00
EC__2__3__1__82	 39.50	486.33	  4.00	655.00	 14.00	  0.00	771.00
EC__2__3__1__89	 502.00	 652.00	 232.50	2188.33	 941.50	  59.00	2027.50
EC__2__3__1__9	2889.79	1483.97	2605.64	3558.65	 971.21	2488.32	 517.63
EC__2__3__2__10	  74.16	 221.73	   3.40	2675.90	 139.96	   3.07	  49.67
EC__2__3__2__13	2	0	0	1	0	0	0
EC__2__3__2__16	0	0	0	0	0	0	0
EC__2__3__2__17	   3	  48	   1	1320	   1	   0	   1
EC__2__3__2__18	   0	   0	   0	1320	   0	   0	   1
EC__2__3__2__2	  69.90	 113.43	 110.00	1368.00	  52.46	  67.00	  87.43
EC__2__3__2__3	 85.40	131.73	  4.40	 36.13	160.55	 10.40	 34.75
EC__2__3__2__6	 228.67	   5.43	 519.33	 177.30	 291.21	1044.50	  16.08
EC__2__3__2__8	 4	 2	50	 3	12	 0	 2
EC__2__3__3__1	4371.84	5277.51	3740.35	4749.27	3991.92	4538.31	2772.75
EC__2__3__3__10	 77.16	137.23	  2.40	 18.90	212.46	  3.07	 16.67
EC__2__3__3__13	5099.07	4065.00	4386.10	4708.13	3754.75	4256.15	2670.75
EC__2__3__3__14	10.00	 2.00	 3.00	 8.25	10.25	 1.00	21.25
EC__2__3__3__15	0	0	0	0	0	0	6
EC__2__3__3__5	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__2__3__3__9	 1.00	 6.86	 5.00	 0.00	58.17	 0.00	 1.36
EC__2__4__1__1	6572.59	6670.00	6489.58	6268.92	6613.84	7630.38	3224.00
EC__2__4__1__10	1	0	0	0	0	0	0
EC__2__4__1__109	0	0	0	0	0	0	1
EC__2__4__1__11	 78.17	  3.00	204.83	  7.67	 20.00	 91.00	 10.00
EC__2__4__1__12	 4.00	35.43	50.00	 7.00	57.46	 3.00	 4.68
EC__2__4__1__129	2738.83	1355.99	2355.90	1392.07	2397.83	2407.57	 332.25
EC__2__4__1__144	17	 7	27	11	 3	 6	 0
EC__2__4__1__15	 278.92	  45.43	 554.38	 199.01	 307.96	1113.25	  10.58
EC__2__4__1__173	0	0	0	0	0	0	0
EC__2__4__1__18	5503.40	6491.51	5685.43	5382.04	5488.50	6171.48	3002.50
EC__2__4__1__180	29.96	 3.43	12.05	20.76	37.46	 0.00	 1.08
EC__2__4__1__182	 556.48	 207.43	 978.21	 525.98	 386.95	1139.75	  19.41
EC__2__4__1__187	1828.23	 752.50	2257.33	1400.50	2211.82	2437.67	 241.83
EC__2__4__1__20	300.00	572.83	349.00	354.30	154.50	496.00	116.50
EC__2__4__1__208	 570.83	 691.73	 143.40	 861.97	 841.96	  52.07	1285.67
EC__2__4__1__21	4761.07	4058.50	4077.44	4471.46	4401.50	4173.15	2636.50
EC__2__4__1__211	 663.33	2972.01	 754.66	3659.33	1620.33	1935.33	2600.50
EC__2__4__1__212	38	29	 0	12	 2	 3	 2
EC__2__4__1__216	0	0	0	0	0	0	0
EC__2__4__1__227	4410.57	3927.00	4169.77	4471.96	3886.32	4181.65	2619.33
EC__2__4__1__230	 2	66	 0	31	 4	85	11
EC__2__4__1__245	1	0	0	0	0	0	1
EC__2__4__1__247	 3.00	 5.33	 0.00	11.00	 1.00	 0.00	 3.00
EC__2__4__1__25	4305.23	6493.01	4630.60	5086.45	5200.58	5660.48	2902.50
EC__2__4__1__250	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__2__4__1__266	0	0	0	0	0	0	0
EC__2__4__1__276	0	0	0	0	0	0	0
EC__2__4__1__279	 0	29	 0	 2	 2	 3	 0
EC__2__4__1__280	 54.00	180.33	 42.00	219.00	  4.00	 41.00	 40.00
EC__2__4__1__281	 306.22	 207.33	 587.67	 495.00	 292.00	1046.75	  10.00
EC__2__4__1__287	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__1__288	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__2__4__1__289	3.5	1.0	0.0	2.0	0.0	1.0	1.0
EC__2__4__1__315	1133.40	 388.33	 623.83	 371.33	 349.98	 341.50	 164.33
EC__2__4__1__319	 324.97	 253.83	 670.67	 192.75	 280.50	1111.75	   9.00
EC__2__4__1__320	 324.97	 253.83	 670.67	 192.75	 280.50	1111.75	   9.00
EC__2__4__1__325	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__4__1__4	 194.33	 316.01	 426.66	 279.33	1140.00	 322.33	  62.00
EC__2__4__1__44	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
EC__2__4__1__5	103.67	195.46	  2.80	  3.60	324.93	  2.80	  6.67
EC__2__4__1__52	13.83	85.50	 2.00	12.17	19.16	 0.67	10.67
EC__2__4__1__56	 0.00	 2.43	 0.00	 0.00	14.96	 0.00	 0.28
EC__2__4__1__57	5.5	2.0	2.0	0.0	5.0	1.0	1.0
EC__2__4__1__58	0.00	0.00	0.00	0.00	0.25	0.00	0.00
EC__2__4__1__60	0	0	0	0	0	0	0
EC__2__4__1__64	 20	269	  0	414	  2	 63	 48
EC__2__4__1__7	 671.16	1587.93	 695.00	 801.17	1394.12	1433.67	 183.28
EC__2__4__1__8	168.25	 48.00	179.50	373.00	 93.00	429.00	 12.00
EC__2__4__1__80	6.83	9.00	0.00	4.67	1.33	0.67	5.00
EC__2__4__1__83	1145.55	 821.51	1544.01	 835.07	1730.99	1965.08	 114.33
EC__2__4__2__1	4633.72	5831.26	4496.82	6807.85	4701.21	4469.71	4843.92
EC__2__4__2__10	5391.90	5044.51	5586.43	5536.29	5774.32	6691.98	2875.33
EC__2__4__2__12	0.0	0.0	0.0	0.0	0.0	0.0	0.8
EC__2__4__2__14	5995.81	5841.51	5668.81	8477.77	6573.07	6881.23	4937.33
EC__2__4__2__17	4016.08	3761.77	3837.87	4438.56	3426.12	4107.08	2599.75
EC__2__4__2__18	3777.32	2612.00	3322.77	2983.88	3470.25	3832.15	2480.25
EC__2__4__2__19	3385.51	2332.77	3398.37	2836.56	2765.04	3435.08	1754.33
EC__2__4__2__2	2639.39	2877.07	1819.06	1705.48	1587.71	1594.40	2400.42
EC__2__4__2__21	3219.51	2814.27	3564.12	2094.56	2715.69	3673.83	 580.99
EC__2__4__2__22	3690.07	3682.50	3724.69	4593.96	3771.99	3808.65	2628.33
EC__2__4__2__28	633.33	 41.01	360.66	 23.33	 53.99	 42.33	 33.33
EC__2__4__2__29	4412.57	4042.00	4170.77	4594.96	3817.32	4196.65	2669.33
EC__2__4__2__3	1697.51	2515.94	2494.54	3205.31	2127.28	4089.08	 464.41
EC__2__4__2__4	 5.00	 5.43	 2.00	 0.00	34.21	 1.00	 2.08
EC__2__4__2__43	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__4__2__44	0	0	0	0	0	0	0
EC__2__4__2__45	 4.5	 4.0	 2.0	 2.0	 1.0	14.0	 6.0
EC__2__4__2__46	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__2__47	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__2__52	105.40	211.44	169.66	236.33	143.21	784.33	 54.88
EC__2__4__2__53	 191.40	 314.43	 404.00	 368.00	1159.21	 227.00	  43.08
EC__2__4__2__6	  5	  1	  1	  1	142	  0	  0
EC__2__4__2__7	3713.36	3769.00	3706.06	3842.03	3335.07	3463.15	2473.83
EC__2__4__2__8	4403.57	3564.00	4173.77	3952.21	3882.90	4196.65	1923.58
EC__2__4__2__9	5444.80	4917.06	4870.67	4845.61	4446.86	4219.22	2889.42
EC__2__4__99__12	 440.08	 207.43	 865.21	 515.98	 386.95	1139.75	  17.41
EC__2__4__99__13	 440.08	 207.43	 865.21	 515.98	 386.95	1139.75	  17.41
EC__2__4__99__14	 440.08	 207.43	 865.21	 515.98	 386.95	1139.75	  17.41
EC__2__4__99__15	 440.08	 207.43	 865.21	 515.98	 386.95	1139.75	  17.41
EC__2__4__99__16	5.50	2.00	2.00	0.00	5.33	1.00	1.00
EC__2__4__99__17	4817.58	4182.00	4941.65	3760.94	4116.74	5331.40	2642.33
EC__2__4__99__18	0	0	0	0	0	0	6
EC__2__5__1__1	4425.57	4059.00	4118.77	4621.96	3890.32	4303.65	2693.33
EC__2__5__1__10	4425.57	4059.00	4118.77	4621.96	3890.32	4303.65	2693.33
EC__2__5__1__101	  63.25	1347.00	 108.50	  81.00	  43.00	   5.00	  92.00
EC__2__5__1__105	1787.98	1734.02	2513.20	1687.17	2159.00	2281.91	 469.25
EC__2__5__1__120	 69.5	  0.0	197.5	  3.0	 19.0	 91.0	  9.0
EC__2__5__1__15	2493.57	1614.17	2844.27	1660.96	2572.57	3046.65	 396.83
EC__2__5__1__16	2222.89	3193.28	2164.32	2460.26	2013.45	2836.66	1783.16
EC__2__5__1__17	4072.44	3917.04	4226.03	3377.59	3146.14	4404.91	2002.10
EC__2__5__1__18	 5.00	10.29	10.00	 0.00	87.63	 0.00	 4.84
EC__2__5__1__19	4408.57	3975.00	4114.77	4514.63	3883.99	4260.65	2668.33
EC__2__5__1__21	0.00	0.00	1.33	0.00	0.00	3.00	0.00
