response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
EC__3__1__3__48	 8010.23	10145.50	 8119.62	11232.78	10274.66	 7943.63	 8061.78
EC__3__1__3__5	1663.95	 742.35	1986.61	2517.42	1085.41	2314.57	 153.49
EC__3__1__3__6	 396.14	 291.09	 792.58	 576.47	 411.04	1230.75	  57.58
EC__3__1__3__7	4828.08	4282.00	4830.40	5197.14	4183.74	5346.40	2693.33
EC__3__1__3__70	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__1__3__71	599.77	 66.01	383.21	 12.09	  5.25	 39.33	 25.00
EC__3__1__3__73	4086.54	5861.77	3813.79	3262.89	2832.70	4205.83	1629.66
EC__3__1__3__77	0.0	0.0	0.0	0.0	0.0	0.0	0.8
EC__3__1__3__78	0	0	0	0	0	0	0
EC__3__1__3__8	0	0	0	0	0	0	0
EC__3__1__3__81	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__3__1__3__82	105.34	316.44	142.66	 52.80	124.19	 55.33	 41.74
EC__3__1__3__83	105.34	316.44	142.66	 52.80	124.19	 55.33	 41.74
EC__3__1__3__87	0	0	0	0	0	0	0
EC__3__1__3__89	1002.00	1530.26	 999.00	 520.00	 311.45	1032.00	 216.41
EC__3__1__3__90	 71.49	147.24	  6.06	 20.23	146.46	 48.40	 29.67
EC__3__1__3__93	0	0	0	0	0	0	0
EC__3__1__31__1	  64.50	 510.00	  34.00	 842.33	  41.00	   1.00	1963.50
EC__3__1__4__14	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__1__4__16	 396.14	 291.09	 792.58	 576.47	 411.04	1230.75	  57.58
EC__3__1__4__3	  6.25	 60.00	110.50	110.25	 11.25	 15.00	 33.25
EC__3__1__4__37	0	0	0	0	0	0	0
EC__3__1__4__46	3553.54	3680.23	3798.73	4602.66	3193.15	3484.82	3139.58
EC__3__1__4__52	 0.00	 6.86	 0.00	 0.00	58.42	 0.00	 1.36
EC__3__1__4__55	 448.51	 339.44	 778.87	 722.31	 340.96	1211.08	  55.08
EC__3__1__5__1	4518.24	4392.78	3893.53	4150.64	4355.78	4238.41	4618.41
EC__3__1__6__1	361.13	342.43	733.76	508.75	346.71	765.50	  8.28
EC__3__1__6__12	1.75	0.00	7.08	2.25	2.50	3.00	0.00
EC__3__1__6__6	215.55	284.00	222.75	683.25	 44.50	446.25	  5.00
EC__3__1__6__8	 20.00	  0.00	 11.33	318.00	 15.00	  3.00	  1.00
EC__3__1__7__2	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__3__10__1__1	1.75	0.00	2.75	2.25	2.50	0.00	0.00
EC__3__11__1__1	 167.34	 626.00	 393.05	1227.51	 294.75	 664.75	1542.50
EC__3__13__1__1	0	0	0	0	0	0	0
EC__3__2__1__1	1866.60	1254.09	1150.61	1922.02	1446.96	1276.82	 764.33
EC__3__2__1__10	1763.49	3552.35	1473.65	3592.00	3710.16	2740.33	3135.50
EC__3__2__1__11	249.55	266.73	218.15	 66.05	146.80	430.65	  6.00
EC__3__2__1__122	 504.00	2265.43	 297.50	4164.00	1117.96	  70.00	4343.38
EC__3__2__1__123	0	0	0	0	0	0	0
EC__3__2__1__130	 17.00	167.00	 36.00	  0.00	  9.00	  3.25	  0.00
EC__3__2__1__132	 0	29	 0	 2	 2	 3	 0
EC__3__2__1__135	10.16	21.50	 0.00	 7.77	 3.16	 1.67	 5.67
EC__3__2__1__136	2.75	0.00	2.75	2.25	2.50	0.00	0.00
EC__3__2__1__139	133.80	124.33	490.50	231.80	270.00	636.50	 17.00
EC__3__2__1__14	 564.50	  64.00	 892.50	 336.50	 295.25	1971.50	  15.00
EC__3__2__1__141	1	0	0	0	0	0	1
EC__3__2__1__156	19.00	 1.33	68.00	11.00	 4.33	 7.00	 0.00
EC__3__2__1__165	  6.87	  0.00	112.88	  2.76	  1.25	  0.00	  0.00
EC__3__2__1__17	 18.17	 79.72	 66.38	113.26	150.09	 15.00	 15.92
EC__3__2__1__170	 188.00	2106.43	  93.00	2858.00	 741.71	   0.00	5047.28
EC__3__2__1__172	 530.01	 557.01	1857.57	1045.91	 856.50	2159.66	  83.80
EC__3__2__1__177	1451.63	1696.61	2402.49	2245.26	2318.54	4307.16	 223.08
EC__3__2__1__18	 410.02	 685.50	 927.96	1455.61	 353.25	1187.75	1480.50
EC__3__2__1__180	 545.04	 644.36	 883.73	 550.74	 330.50	2088.74	 110.80
EC__3__2__1__183	 15	165	  4	  0	  1	  0	  0
EC__3__2__1__184	  37.25	1182.00	 104.50	  80.00	  42.00	   4.00	  92.00
EC__3__2__1__20	4664.74	3677.22	5719.17	3993.70	4025.58	9816.74	1718.16
EC__3__2__1__21	 7896.17	15391.95	 8712.33	12008.71	 8811.70	13747.32	 8849.68
EC__3__2__1__22	4476.73	6362.32	5156.85	5044.71	6432.12	8787.65	2934.08
EC__3__2__1__23	 8463.06	 7737.10	11043.27	12721.66	11941.52	19503.90	 7631.45
EC__3__2__1__24	 657.96	1169.51	 759.08	1288.35	  65.65	1546.50	 173.67
EC__3__2__1__25	 751.62	1037.00	1188.08	1325.92	1443.50	1549.75	 147.80
EC__3__2__1__26	3038.70	4005.51	2786.97	4047.48	5500.58	3842.65	5856.95
EC__3__2__1__28	 45.50	  6.86	100.50	  2.00	 60.42	 65.00	  3.16
EC__3__2__1__31	366.30	 51.76	341.50	155.75	 67.79	870.00	  7.28
EC__3__2__1__35	 359.79	 735.00	 562.88	1154.26	 977.25	1367.75	2675.00
EC__3__2__1__37	 152.33	 834.67	  39.66	1129.33	  31.33	 124.33	 845.00
EC__3__2__1__4	3577.98	3269.27	3587.40	2279.38	 929.21	4333.33	 732.88
EC__3__2__1__40	 959.18	1617.00	1529.91	1676.03	 405.25	1930.75	1565.50
EC__3__2__1__41	 877.41	1198.06	 870.07	2699.79	1218.95	1114.24	2028.84
EC__3__2__1__45	299.27	283.33	498.42	128.50	 50.00	445.25	  6.00
EC__3__2__1__50	295.97	669.00	765.35	131.02	297.50	632.25	  5.00
EC__3__2__1__51	 3130.15	 4160.83	 5923.90	 4509.92	 5902.90	10008.84	 1169.84
EC__3__2__1__52	 5875.20	 6492.77	 8031.57	 8710.72	 5829.45	11290.50	 6991.30
EC__3__2__1__55	1550.24	1403.49	3001.54	1986.61	2304.41	5899.83	 197.00
EC__3__2__1__58	 29.00	 61.00	 87.50	113.00	162.33	 37.00	 12.00
EC__3__2__1__64	0	0	0	0	0	0	0
EC__3__2__1__65	 17.00	167.00	  4.00	  8.80	  1.00	  2.25	  0.00
EC__3__2__1__70	 89.99	159.23	  1.40	 34.57	208.13	 12.07	 13.00
EC__3__2__1__78	 602.75	 386.99	 836.75	 883.30	 554.00	1369.00	  13.00
EC__3__2__1__8	125.05	 76.99	377.75	156.55	273.50	700.50	 19.00
EC__3__2__1__80	 421.56	 539.00	 614.55	 528.56	 305.58	1057.25	  13.67
EC__3__2__1__82	 0	29	 0	 2	 2	 3	 0
EC__3__2__1__85	  49.99	 524.50	   4.00	1973.77	  23.83	   1.67	 769.00
EC__3__2__1__86	 6901.65	 8652.08	 2718.26	11923.64	10538.73	 1055.94	20573.51
EC__3__2__1__89	 715.65	 515.33	 845.75	 810.55	 292.83	1928.75	  57.00
EC__3__2__1__93	130.66	740.67	 14.06	735.30	189.67	 55.40	844.75
EC__3__2__1__96	19.33	 3.50	 0.00	10.93	 0.50	 0.00	 7.00
EC__3__2__1__97	 67.33	162.50	 10.00	345.60	 18.50	657.00	 12.00
EC__3__2__1__99	 378.02	 207.33	1109.83	 312.57	 557.00	1784.50	  12.00
EC__3__2__2__1	 557.98	 592.06	 853.46	 732.98	1977.58	2232.98	 277.75
EC__3__2__2__20	1362.62	1240.67	1256.27	2934.46	1337.25	1407.65	2177.75
EC__3__2__2__21	1304.07	1049.93	1078.00	1012.50	 334.95	 134.50	 973.66
EC__3__2__2__23	 983.40	1543.66	 721.57	3083.90	 993.67	 519.32	3524.75
EC__3__2__2__24	4.00	2.00	2.00	0.00	5.33	1.00	0.00
EC__3__2__2__26	32	 0	96	 1	19	26	 8
EC__3__2__2__27	2809.01	2057.50	2843.65	4143.14	3444.08	4065.15	2314.50
EC__3__2__2__4	 346.51	 202.43	 578.38	 498.18	 316.96	1045.75	  11.08
EC__3__2__2__8	 6.33	49.44	 2.66	 8.33	34.96	42.33	17.28
EC__3__2__2__9	3278.96	3790.51	3182.05	4733.03	3803.08	4430.48	2602.50
EC__3__3__1__1	1142.74	 319.50	1042.96	 125.51	  97.74	 250.75	  58.83
EC__3__3__2__1	 2.00	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
EC__3__3__2__12	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__3__3__2__2	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__3__2__5	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__3__2__9	0	0	0	0	0	0	0
EC__3__4__11__1	 263.07	 674.43	 139.00	1077.33	 760.54	  43.00	2001.58
EC__3__4__11__10	 10.33	 76.01	  2.66	109.33	  4.00	 52.33	 29.00
EC__3__4__11__14	0	1	0	0	0	0	0
EC__3__4__11__18	6629.08	5584.83	6538.40	6352.69	6767.32	7206.90	4108.58
EC__3__4__11__19	 13.33	106.01	  5.66	 34.33	 80.00	 56.33	 62.00
EC__3__4__11__2	212.29	148.66	418.78	155.50	528.25	623.57	 20.75
EC__3__4__11__21	2003.50	2600.34	2052.49	3275.05	3045.57	2594.33	2318.08
EC__3__4__11__23	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__3__4__11__4	3552.47	3385.84	3678.43	4221.21	3741.57	3788.98	2603.38
EC__3__4__11__5	 28.90	 77.00	 68.00	 60.46	263.08	 51.00	 37.75
EC__3__4__11__6	 10.33	 76.01	  2.66	109.33	  4.00	 52.33	 29.00
EC__3__4__11__7	 75.16	169.23	 12.40	 17.90	138.46	  3.07	 15.67
EC__3__4__11__9	4985.42	4230.00	5443.23	5311.61	4749.82	6533.40	2732.63
EC__3__4__13__19	2834.39	3223.86	2500.48	3764.74	2751.75	2508.49	2567.25
EC__3__4__13__21	527.01	261.43	213.83	129.67	 57.53	111.00	 15.95
EC__3__4__13__22	 488.64	 917.43	 956.25	1462.55	1013.71	1183.75	2005.78
EC__3__4__13__9	1658.39	 924.67	 832.56	 960.73	1217.92	 248.90	2059.50
EC__3__4__14__11	 98.65	157.23	 11.40	 46.91	219.45	 91.41	 26.34
EC__3__4__14__12	0	0	0	0	0	0	0
EC__3__4__14__4	 425.51	 199.00	 774.88	 509.98	 306.75	1136.75	  13.00
EC__3__4__14__5	 873.06	 398.00	1809.56	1145.22	 857.08	2799.00	  29.00
EC__3__4__15__5	 942.86	 401.43	1951.43	1145.46	 903.71	2890.00	  34.08
EC__3__4__15__6	  2	  2	107	  2	  2	  0	  0
EC__3__4__16__4	18081.64	23468.20	15646.31	20254.91	19134.46	14382.55	17613.16
EC__3__4__17__11	116	 47	113	 46	 32	 56	 24
EC__3__4__17__13	643.47	353.77	558.99	650.50	158.96	582.58	105.33
EC__3__4__17__19	  89.33	 275.34	 267.16	1498.33	 287.00	 675.33	  82.80
EC__3__4__19__1	  13.33	  73.01	   4.66	1350.33	 148.00	  37.33	  57.00
EC__3__4__19__11	 726	 435	1028	 524	1300	1039	  78
EC__3__4__19__13	  69.90	 113.43	 110.00	1368.00	  52.46	  67.00	  87.43
EC__3__4__19__3	 433.08	 234.33	  69.75	1478.43	 763.74	  17.00	 787.75
EC__3__4__19__5	 98.50	  3.43	344.00	125.50	290.54	616.50	  7.08
EC__3__4__21__102	4944.93	4026.27	5608.63	5630.02	4122.03	6777.08	2630.66
EC__3__4__21__105	2443.13	2054.34	1699.16	2708.33	3608.00	2496.08	4163.50
EC__3__4__21__107	5664.77	5896.35	4961.04	7248.89	5442.66	5974.06	3164.58
EC__3__4__21__116	3312.83	3606.34	2903.66	2544.58	2879.75	2453.33	2613.75
EC__3__4__21__19	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__4__21__26	125.80	  0.00	349.75	 17.05	 30.50	 92.00	  3.00
EC__3__4__21__53	4873.32	4825.79	4893.61	6024.80	4270.52	5426.74	2902.49
EC__3__4__21__62	0	0	0	0	0	0	0
EC__3__4__21__72	0	6	0	0	2	0	0
EC__3__4__21__76	0	0	0	0	0	0	0
EC__3__4__21__81	 2	 0	32	 0	 8	 1	 0
EC__3__4__21__83	21.17	 6.43	 2.00	 2.00	34.54	 2.00	 1.08
EC__3__4__21__88	3831.23	5509.78	4305.82	4692.24	3598.78	4992.66	3598.66
EC__3__4__21__89	 9648.82	 8545.24	10065.41	11377.11	10081.61	12490.13	 6731.75
EC__3__4__21__92	5010.07	4526.34	5155.93	5303.54	5627.23	5126.98	2878.05
EC__3__4__21__96	 58.49	 87.83	 14.00	 17.84	109.81	 12.01	  8.01
EC__3__4__22__37	0	0	0	0	0	0	0
EC__3__4__22__4	0	0	0	0	0	0	0
EC__3__4__22__40	 773.10	 353.23	1421.74	 734.20	 999.27	2199.32	  41.00
EC__3__4__22__48	0	0	0	0	0	0	0
EC__3__4__22__70	 9817.32	11594.80	 7599.96	15015.46	10387.08	11359.97	 9127.84
EC__3__4__22__8	0	0	0	0	0	0	0
EC__3__4__23__36	4827.90	4485.67	4598.43	5283.29	4426.32	6371.98	2824.33
EC__3__4__23__43	4071.72	4115.44	3839.71	3291.39	4904.78	4478.56	2768.11
EC__3__4__23__48	0	0	0	0	0	0	0
EC__3__4__23__49	0	0	0	0	0	0	0
EC__3__4__23__51	 0.00	 6.43	 1.00	 0.00	30.21	 0.00	 1.08
EC__3__4__24__13	0.33	0.00	0.00	0.00	0.00	0.00	0.00
EC__3__4__24__15	1	0	5	0	0	0	0
EC__3__4__24__26	0	0	0	0	0	0	0
EC__3__4__24__28	0	0	0	0	0	0	0
EC__3__4__24__29	0	0	0	0	0	0	0
EC__3__4__24__3	0	0	0	0	0	0	0
EC__3__4__24__30	0	0	0	0	0	0	0
EC__3__4__24__40	0	0	0	0	0	0	0
EC__3__4__24__55	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__4__24__70	12.17	 8.43	57.66	 3.00	42.21	 6.00	 3.08
EC__3__4__24__75	0	0	0	0	0	0	0
EC__3__4__24__78	3651.83	3546.34	2934.66	2515.58	2977.75	2439.33	2601.75
EC__3__4__24__84	14.17	34.00	63.33	 6.67	12.00	 0.00	 2.00
EC__3__4__25__1	0	0	0	0	0	0	0
EC__3__4__25__2	693.17	 68.43	327.00	 15.00	157.20	  0.00	 30.41
EC__3__5__1__1	4287.11	4032.93	4647.15	5061.39	4042.45	4339.65	2633.61
EC__3__5__1__10	 292.47	 207.43	 558.00	 473.75	 314.71	1046.75	  11.08
EC__3__5__1__100	0	0	0	0	0	0	0
EC__3__5__1__103	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__3__5__1__105	 489.00	 637.43	 139.00	 960.00	 735.46	  21.00	3381.58
EC__3__5__1__106	0	0	0	0	0	0	0
EC__3__5__1__107	0	0	0	0	0	0	0
EC__3__5__1__108	 589.08	 207.43	 899.21	 535.98	 420.94	1139.75	  21.74
EC__3__5__1__11	0.00	0.00	0.00	0.33	0.00	0.00	0.00
EC__3__5__1__110	 7.00	 3.43	 0.00	 1.00	28.96	 1.00	 0.28
EC__3__5__1__115	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__3__5__1__116	1	1	0	0	0	2	0
EC__3__5__1__118	157.67	147.43	 12.00	  0.00	 30.21	  0.00	  4.08
EC__3__5__1__16	 423.01	 255.44	 781.54	 526.31	 342.96	1186.08	  36.08
EC__3__5__1__18	3950.91	5190.45	2813.26	7206.18	4119.30	3701.95	4748.75
EC__3__5__1__19	11.50	 8.43	85.00	 5.00	80.53	 2.00	 4.41
EC__3__5__1__2	 529.58	 252.86	1293.54	 734.35	 631.17	1843.25	  63.11
EC__3__5__1__23	0	0	0	0	0	0	0
EC__3__5__1__24	1396.11	2357.01	1900.46	3148.76	1633.16	3596.83	2263.75
EC__3__5__1__25	3791.72	4942.44	3663.90	5768.33	4840.46	4374.98	5397.78
EC__3__5__1__26	 474.33	 564.01	  84.66	2166.33	 707.25	  45.33	1985.50
EC__3__5__1__28	17758.58	11241.58	15154.85	15113.32	13775.33	14253.15	11004.40
EC__3__5__1__32	 603.40	1741.01	 652.49	2273.00	 956.75	 176.33	2122.50
EC__3__5__1__38	0	0	0	0	0	0	0
EC__3__5__1__4	136.49	309.03	 27.98	383.24	 54.75	201.99	131.25
EC__3__5__1__42	4884.07	4491.00	4294.27	5339.46	4502.49	4319.15	4633.33
EC__3__5__1__44	1953.66	 594.85	1730.32	 716.66	 356.75	1185.66	 281.25
EC__3__5__1__46	0	0	0	0	0	0	0
EC__3__5__1__47	 77.16	136.23	  4.40	 26.82	221.71	  3.07	 37.92
EC__3__5__1__49	 12	 60	  0	104	  0	 16	 12
EC__3__5__1__5	216.51	767.19	 29.19	634.41	385.15	 94.20	 81.00
EC__3__5__1__53	 363.67	 281.50	 602.38	 540.91	 292.58	1131.75	  32.80
EC__3__5__1__54	0	0	0	0	0	0	0
EC__3__5__1__59	0	0	0	0	0	0	0
EC__3__5__1__68	 39	480	  4	651	  6	  0	766
EC__3__5__1__78	 0.00	 6.43	 0.00	 0.00	30.21	 0.00	 0.28
EC__3__5__1__81	 267.73	1235.34	 204.66	 108.33	  58.00	  83.33	 120.00
EC__3__5__1__86	0	0	0	0	0	0	0
EC__3__5__1__87	446.73	130.01	514.66	 71.33	171.50	106.33	 75.00
EC__3__5__1__88	7596.73	6265.07	7081.16	8308.78	7467.69	7132.05	5154.75
EC__3__5__1__9	390.0	365.5	 99.0	494.0	 85.0	 58.0	 76.0
EC__3__5__1__94	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__3__5__1__96	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__5__1__97	0	0	0	0	0	0	0
EC__3__5__2__10	 545.30	 421.38	1074.80	 877.65	1483.58	1729.65	 185.25
EC__3__5__2__14	22.66	64.02	11.32	28.66	 8.00	92.66	34.00
EC__3__5__2__17	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__3__5__2__18	14	 0	 0	 2	 0	 2	 0
EC__3__5__2__2	1430.79	 885.79	1613.98	1021.99	1917.46	1149.99	 334.83
EC__3__5__2__3	4506.57	4050.01	4187.76	4541.29	3896.57	4259.98	3399.63
EC__3__5__2__5	 28.79	106.46	 28.98	 49.99	 62.21	194.99	 82.08
EC__3__5__2__6	 762.38	2260.17	1275.47	 951.57	1083.75	1361.15	 289.75
EC__3__5__2__7	 500.91	 282.00	 899.63	 633.10	 335.66	1348.42	  69.72
EC__3__5__2__9	0	0	0	0	0	0	0
EC__3__5__3__1	 67.76	 66.00	160.47	 94.01	 31.00	144.00	 72.75
EC__3__5__3__11	1843.40	2753.77	1987.49	1863.00	1499.96	1093.33	1697.03
EC__3__5__3__12	 84.99	158.51	127.49	 81.43	203.00	161.83	 46.30
EC__3__5__3__13	0	0	0	0	0	0	0
EC__3__5__3__17	0	0	0	0	0	0	0
EC__3__5__3__18	  62.0	1161.0	 107.0	  86.5	  51.5	   6.5	  92.5
EC__3__5__3__23	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__5__3__26	 7.73	35.44	 5.66	 8.33	37.96	47.33	25.28
EC__3__5__3__3	0	0	0	0	0	0	0
EC__3__5__3__4	0	0	0	0	0	0	0
EC__3__5__3__6	332.40	 86.00	238.83	 50.84	290.99	 75.67	 34.47
EC__3__5__3__7	0	0	0	0	0	0	0
EC__3__5__3__8	 59.73	504.00	  4.00	656.67	 12.66	  0.67	773.47
EC__3__5__3__9	 28.99	201.46	 27.98	 67.99	 63.21	177.99	111.08
EC__3__5__4__1	39.50	 6.43	 0.00	15.00	44.04	 9.00	 1.08
EC__3__5__4__10	4766.91	4214.00	4787.57	5096.27	4172.07	5242.40	3390.83
EC__3__5__4__12	4321.90	4029.57	4075.77	4510.96	3820.79	4179.65	2694.92
EC__3__5__4__13	190.50	183.77	341.66	138.83	 92.53	 75.83	 32.91
EC__3__5__4__16	2943.57	2199.67	2987.77	2585.96	2877.99	3117.65	1667.83
EC__3__5__4__19	4365.08	3927.50	4134.27	4495.36	3918.42	4273.48	2634.75
EC__3__5__4__2	1532.39	2228.80	1170.47	2910.49	2055.71	1538.82	 563.53
EC__3__5__4__25	2798.91	1526.94	3416.87	1390.06	2573.03	4079.58	1082.16
EC__3__5__4__26	2535.91	1471.94	2889.87	1198.56	2306.03	3039.08	 343.66
EC__3__5__4__27	 5.33	16.01	 2.66	 6.33	 4.00	37.33	17.00
EC__3__5__4__28	2069.26	 570.05	1527.01	 357.18	 426.57	1636.65	 258.00
EC__3__5__4__3	 748.37	 610.77	 728.21	1070.67	1607.46	2076.33	 248.53
EC__3__5__4__31	2069.26	 570.05	1527.01	 357.18	 426.57	1636.65	 258.00
EC__3__5__4__33	4393.24	3964.99	3973.61	4482.63	3710.32	4128.32	2639.33
EC__3__5__4__4	 197.66	 459.17	 358.06	 432.80	 307.09	1447.40	 125.83
EC__3__5__4__5	4149.57	3837.00	3852.94	3285.73	3703.82	4262.15	2649.83
EC__3__5__4__9	4410.57	3983.00	4114.77	4493.96	3888.32	4181.65	2658.33
EC__3__5__5__1	19.83	36.01	62.66	13.58	19.00	67.33	25.50
EC__3__5__99__10	4827.24	4033.42	4141.78	5903.13	3824.20	4078.82	2657.11
EC__3__5__99__2	218.33	105.00	134.00	 42.58	 25.25	 49.00	 38.25
EC__3__5__99__3	 7.33	52.01	 3.66	10.33	 7.00	47.33	21.00
EC__3__5__99__6	4679.72	5126.52	4995.39	6542.93	5562.25	5809.31	3508.50
EC__3__5__99__7	9	0	0	0	0	0	0
EC__3__6__1__1	 7900.80	 8095.19	 7045.41	10552.62	 7648.32	 5882.64	 7231.33
EC__3__6__1__11	1361.94	 729.37	1778.32	 346.50	1798.80	1887.58	 839.40
EC__3__6__1__13	4764.90	4631.00	4399.02	5266.24	4197.90	5117.15	3496.25
EC__3__6__1__15	 167	 204	 377	 145	1125	 188	  12
EC__3__6__1__22	2459.34	1586.77	2785.46	3143.64	2639.79	3554.08	 411.08
EC__3__6__1__23	4340.87	3981.00	3924.94	4492.63	3867.32	4087.65	2654.33
EC__3__6__1__25	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__6__1__26	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__6__1__27	 9877.97	 9119.44	 9659.87	12106.30	11551.85	10865.13	10440.74
EC__3__6__1__31	4729.08	4151.00	4174.94	4755.36	3985.92	4566.48	2669.75
EC__3__6__1__40	1361.94	 729.37	1778.32	 346.50	1798.80	1887.58	 839.40
EC__3__6__1__41	17.17	33.43	71.00	24.00	43.21	 5.00	 3.08
EC__3__6__1__45	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__3__6__1__54	383.18	207.43	548.88	437.48	342.96	532.25	 13.08
EC__3__6__1__55	 8080.79	 8263.70	 6367.07	10573.29	 9801.43	 6884.69	 9971.02
EC__3__6__1__63	 59.50	 72.43	296.00	 40.50	 42.21	  4.50	 43.58
EC__3__6__1__65	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__6__1__66	4837.98	4169.00	4888.98	4993.69	4180.82	5322.40	2649.08
EC__3__6__1__7	2142.66	1694.17	1724.56	3349.90	3161.67	1706.40	2263.25
EC__3__6__1__8	 6.07	 6.43	 1.33	 1.00	31.21	 3.00	 8.08
EC__3__6__3__12	3949.21	4818.31	4579.62	7725.02	6044.63	6560.74	6370.49
EC__3__6__3__14	14532.80	13782.89	13390.81	14994.09	13424.22	13947.04	 8388.94
EC__3__6__3__16	 133.00	 197.00	 678.00	 155.00	  29.25	1214.25	   7.80
EC__3__6__3__17	11543.34	10980.48	11752.50	10310.70	14382.74	12222.37	 4551.16
EC__3__6__3__2	159.46	861.99	138.15	751.32	423.17	272.32	827.75
EC__3__6__3__20	 14.33	101.44	  2.66	115.33	 39.21	 57.33	 37.08
EC__3__6__3__21	7849.61	7888.78	7344.14	7664.79	7494.82	7556.83	4164.18
EC__3__6__3__24	 38.00	167.86	 20.00	268.00	 64.92	215.00	 64.16
EC__3__6__3__25	 689.00	 460.26	1132.00	 177.00	1482.21	 233.00	  63.08
EC__3__6__3__27	4282.13	4026.74	3885.41	4437.40	4206.28	3686.05	2696.00
EC__3__6__3__28	 76.50	115.76	307.00	 43.83	118.54	 38.50	 47.58
EC__3__6__3__29	2185.23	1925.78	1860.82	1021.41	2255.29	2054.16	 333.83
EC__3__6__3__3	4638.81	5379.10	4870.62	5498.64	4148.70	4639.58	2838.16
EC__3__6__3__30	1023.48	1620.06	1008.29	1959.08	2462.23	1528.48	2382.73
EC__3__6__3__31	3860.00	3889.50	4065.86	3227.99	4765.50	4251.15	2616.50
EC__3__6__3__32	165.34	191.43	405.80	175.51	319.96	618.75	 14.08
EC__3__6__3__33	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__6__3__34	6833.95	6850.26	7856.14	6813.24	7611.61	8139.98	4427.73
EC__3__6__3__36	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__3__6__3__4	2560.50	2349.00	3153.30	2332.23	2986.07	4179.75	 392.00
EC__3__6__3__40	1624.33	1529.34	1682.66	2818.33	3383.00	1074.33	2120.50
EC__3__6__3__41	21.67	16.43	51.00	12.50	55.71	 5.50	 9.78
EC__3__6__3__44	 17	 61	  0	112	 71	 15	 12
EC__3__6__3__5	4638.81	5379.10	4870.62	5498.64	4148.70	4639.58	2838.16
EC__3__6__3__54	2989.56	3534.23	2542.96	3514.28	2829.71	1151.80	2563.50
EC__3__6__3__55	588.4	 33.0	270.0	  1.0	  6.0	 10.0	 23.0
EC__3__6__3__6	0	0	0	1	0	0	0
EC__3__6__3__8	6383.38	8630.24	5593.18	9458.79	6584.37	4747.98	7238.17
EC__3__6__4__12	43388.41	38260.10	40407.97	43130.64	38402.58	41569.76	21054.96
EC__3__6__4__13	5853.75	6513.15	6155.11	6784.54	6146.28	5255.80	6852.31
EC__3__7__1__12	2761.73	1531.84	2729.66	1391.58	2316.74	2646.33	 450.38
EC__3__7__1__14	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__3__7__1__2	9	0	0	0	0	0	0
EC__3__7__1__20	 4	 2	50	 3	12	 0	 2
EC__3__7__1__22	318.33	170.01	228.66	120.33	140.00	125.33	 74.00
EC__3__7__1__3	10.5	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
EC__3__7__1__5	2	1	0	2	0	1	0
EC__3__8__1__2	 787.83	1602.34	 377.16	1759.66	 742.00	 317.33	 923.50
EC__3__8__1__3	1	0	1	2	3	0	0
EC__3__8__1__5	1	0	0	0	0	0	0
EC__4__1__1__11	2429.68	1086.93	2257.21	1042.98	 929.46	2500.75	 189.08
EC__4__1__1__12	 317.24	 169.00	 685.05	 501.76	 299.00	1045.75	  31.25
EC__4__1__1__15	 414.91	 188.86	 784.21	 534.68	 404.17	1145.25	  19.06
EC__4__1__1__17	 48.00	 25.86	184.00	 17.00	272.13	  0.00	  7.68
EC__4__1__1__18	 9.73	92.19	15.00	 3.60	58.92	55.00	 4.36
EC__4__1__1__19	 487.01	 214.36	1192.21	 548.23	 386.17	1218.75	  80.36
EC__4__1__1__2	0	0	0	0	0	0	0
