response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
EC__2__4__2__7	3083.60	3713.36	3769.00	3706.06	2437.94	3254.94	3504.00	3842.03	3335.07	3463.15	2473.83	2980.13
EC__2__4__2__8	4191.47	4403.57	3564.00	4173.77	3119.02	3997.44	3826.08	3952.21	3882.90	4196.65	1923.58	3125.30
EC__2__4__2__9	5159.27	5444.80	4917.06	4870.67	3730.82	4765.96	4964.41	4845.61	4446.86	4219.22	2889.42	4640.93
EC__2__4__99__12	 242.76	 440.08	 207.43	 865.21	 309.97	  11.59	 245.00	 515.98	 386.95	1139.75	  17.41	 348.17
EC__2__4__99__13	 242.76	 440.08	 207.43	 865.21	 309.97	  11.59	 245.00	 515.98	 386.95	1139.75	  17.41	 348.17
EC__2__4__99__14	 242.76	 440.08	 207.43	 865.21	 309.97	  11.59	 245.00	 515.98	 386.95	1139.75	  17.41	 348.17
EC__2__4__99__15	 242.76	 440.08	 207.43	 865.21	 309.97	  11.59	 245.00	 515.98	 386.95	1139.75	  17.41	 348.17
EC__2__4__99__16	 2.00	 5.50	 2.00	 2.00	 1.00	14.50	 0.00	 0.00	 5.33	 1.00	 1.00	 0.00
EC__2__4__99__17	3451.34	4817.58	4182.00	4941.65	3429.10	4098.39	4011.83	3760.94	4116.74	5331.40	2642.33	3430.30
EC__2__4__99__18	0	0	0	0	0	2	0	0	0	0	6	0
EC__2__5__1__1	3305.72	4425.57	4059.00	4118.77	3120.52	4134.69	3785.33	4621.96	3890.32	4303.65	2693.33	3123.80
EC__2__5__1__10	3305.72	4425.57	4059.00	4118.77	3120.52	4134.69	3785.33	4621.96	3890.32	4303.65	2693.33	3123.80
EC__2__5__1__101	  22.25	  63.25	1347.00	 108.50	  83.00	   4.75	  92.25	  81.00	  43.00	   5.00	  92.00	 351.00
EC__2__5__1__105	1489.28	1787.98	1734.02	2513.20	1427.25	2084.16	2427.00	1687.17	2159.00	2281.91	 469.25	1826.00
EC__2__5__1__120	 17.0	 69.5	  0.0	197.5	 46.5	  3.0	 31.5	  3.0	 19.0	 91.0	  9.0	 22.5
EC__2__5__1__15	2439.47	2493.57	1614.17	2844.27	1540.27	2796.94	2550.08	1660.96	2572.57	3046.65	 396.83	2147.80
EC__2__5__1__16	1680.71	2222.89	3193.28	2164.32	1248.14	2995.13	2422.92	2460.26	2013.45	2836.66	1783.16	2402.17
EC__2__5__1__17	3267.81	4072.44	3917.04	4226.03	2575.86	4005.44	3480.59	3377.59	3146.14	4404.91	2002.10	3090.01
EC__2__5__1__18	 0.42	 5.00	10.29	10.00	 2.67	13.17	 0.00	 0.00	87.63	 0.00	 4.84	 1.00
EC__2__5__1__19	3323.72	4408.57	3975.00	4114.77	3105.52	4111.52	3784.33	4514.63	3883.99	4260.65	2668.33	3109.80
EC__2__5__1__21	1.00	0.00	0.00	1.33	0.00	0.00	0.33	0.00	0.00	3.00	0.00	0.00
EC__2__5__1__26	 1.0	 3.0	 5.0	 0.0	 0.0	 4.5	 3.0	11.0	 1.0	 0.0	 4.0	 0.0
EC__2__5__1__29	3284.58	4413.40	4050.57	4063.77	3119.63	4130.30	3785.33	4618.96	3848.11	4303.65	2690.25	3114.80
EC__2__5__1__3	4334.28	5502.41	3589.27	5724.42	4189.22	5634.15	5520.25	5355.50	5357.20	5692.83	2708.91	4710.84
EC__2__5__1__30	2212.83	3924.23	3717.34	3056.66	2811.25	3875.50	3505.00	3986.41	3144.08	3025.83	2635.25	2757.00
EC__2__5__1__31	4240.80	4425.90	4097.01	4230.43	3133.27	4293.27	3828.08	4614.29	3906.57	4243.98	2712.08	3138.30
EC__2__5__1__32	 3.50	13.00	 8.00	 6.33	 3.00	98.50	 0.83	 8.50	10.00	 7.50	 1.50	 0.00
EC__2__5__1__39	 30.14	172.01	 32.43	212.16	 51.22	  7.39	 63.33	  8.67	 52.54	 98.00	 10.75	 25.50
EC__2__5__1__44	0	1	0	5	0	0	0	0	0	0	0	0
EC__2__5__1__46	 2	18	 0	 7	 6	 0	 1	 4	 0	 0	 0	 3
EC__2__5__1__47	5578.61	6790.21	7264.76	6644.02	5559.41	5645.83	6464.91	6984.96	5444.88	5849.40	5085.88	5836.38
EC__2__5__1__48	133.27	166.33	642.99	 18.40	 59.69	436.91	  8.33	679.90	252.00	 14.07	779.75	 11.13
EC__2__5__1__49	5418.78	7296.71	7847.91	7545.65	5725.05	8736.16	7580.41	9042.26	7737.04	8434.06	4772.42	6072.64
EC__2__5__1__54	5712.84	7740.24	7329.93	6283.95	5401.52	7724.11	6279.33	8040.13	6826.29	5545.63	5226.49	5410.10
EC__2__5__1__55	 283.09	 561.41	 227.44	 869.87	 335.97	  25.67	 273.00	 534.31	 391.95	1191.08	  42.41	 355.17
EC__2__5__1__56	 246.25	 292.25	  72.00	 529.00	 321.00	 292.75	 214.75	 502.00	 146.00	1028.00	  20.00	  44.50
EC__2__5__1__57	 30.0	 13.0	  0.0	131.5	 25.0	  0.0	  3.5	300.0	  9.0	 65.0	  1.0	  4.5
EC__2__5__1__6	3592.47	4686.57	4310.33	4299.77	3334.27	4343.44	3893.08	4908.96	3915.57	5355.65	2811.08	3181.63
EC__2__5__1__61	1636.72	2045.90	1355.94	1584.99	1064.39	2076.72	1231.25	1628.58	1908.95	1691.33	1101.16	 295.67
EC__2__5__1__68	 4.0	 7.5	 3.0	 2.0	 1.0	14.5	 0.0	 2.0	 5.0	 2.0	 1.0	 1.0
EC__2__5__1__7	5611.43	6518.06	6875.90	6227.83	4368.07	6061.87	5996.41	5865.86	5446.53	5049.05	3162.75	5462.43
EC__2__5__1__72	2639.84	3365.51	2300.77	3251.37	1778.47	3590.42	3030.58	3885.56	3349.04	3111.08	1700.33	2317.50
EC__2__5__1__74	 321.26	 624.68	 237.43	1011.21	 546.47	 160.26	 273.33	 596.81	 379.79	1572.25	  36.58	 357.00
EC__2__5__1__75	3492.84	4763.08	4248.00	4693.15	3375.60	4146.39	3987.33	5105.94	4176.07	5242.40	2685.33	3419.80
EC__2__5__1__76	 17.00	 78.17	  0.00	204.83	 44.83	  1.00	 30.50	  6.67	 19.00	 91.00	  3.00	 23.50
EC__2__5__1__78	2670.09	2599.41	1473.94	3010.87	2059.72	2162.92	2742.50	1205.56	2325.03	3051.08	1043.16	2222.17
EC__2__5__1__9	2680.84	2592.41	1518.94	3065.87	1523.97	2167.92	2743.25	1218.56	2325.03	3036.08	 373.66	2208.17
EC__2__5__1__90	 242.76	 506.01	 207.43	 823.88	 310.64	  13.59	 261.33	 512.31	 352.96	1139.75	  23.08	 339.50
EC__2__5__1__97	 28.5	155.5	  7.0	152.0	185.0	  6.5	 48.5	 71.0	  9.0	431.0	  3.0	  7.0
EC__2__6__1__1	4212.46	5253.82	2700.60	5347.75	2963.80	3591.62	3616.58	4035.29	3821.79	5159.33	 696.83	2746.50
EC__2__6__1__102	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
EC__2__6__1__105	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__6__1__109	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__6__1__11	3102.81	4333.68	2778.50	4049.77	2975.77	3877.02	3667.58	4491.86	3687.92	4204.98	2555.25	2709.97
EC__2__6__1__13	126.12	 97.61	  0.00	354.88	  2.58	  3.00	150.50	 99.93	 13.25	604.50	  4.00	247.17
EC__2__6__1__16	4990.60	4403.78	4250.00	4299.89	3243.77	4147.64	4023.00	4808.00	3896.07	4237.65	2706.33	3157.05
EC__2__6__1__17	2796.72	3843.50	2473.77	3129.99	2621.39	3553.72	3420.08	3963.58	3080.71	3045.33	2530.08	2364.00
EC__2__6__1__18	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__6__1__19	922.03	  9.50	 34.86	 18.00	 10.28	136.53	  6.75	 30.25	 69.67	  6.00	 22.61	 25.50
EC__2__6__1__2	 244.77	 510.83	 634.49	 834.90	 220.19	2299.99	 619.83	 319.07	1671.50	 542.57	  26.25	 204.63
EC__2__6__1__21	 977.33	  75.33	 231.01	  42.66	  84.00	  19.33	  34.67	1404.33	  53.99	 112.33	 104.33	  23.67
EC__2__6__1__22	775.14	  3.00	  6.43	  0.00	  2.89	 11.39	  0.00	  2.00	 31.21	  1.00	  0.28	  1.00
EC__2__6__1__36	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__6__1__37	 473.37	 190.24	 851.00	 458.05	 672.50	 349.50	 193.75	1332.51	 297.75	 679.75	1548.50	 305.67
EC__2__6__1__42	4014.72	4368.54	3933.00	4157.10	3073.85	4099.69	3790.66	4455.63	3839.33	4176.65	2658.00	3090.13
EC__2__6__1__44	0.0	1.4	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0
EC__2__6__1__45	0.0	1.4	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0
EC__2__6__1__48	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__6__1__51	0.0	1.4	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0
EC__2__6__1__52	3105.81	3678.51	3892.00	3713.44	2899.52	3886.52	3627.42	4470.11	3846.58	4177.98	2607.91	3046.47
EC__2__6__1__55	  0	 44	  0	295	  0	  0	  5	  0	  0	  0	  0	  0
EC__2__6__1__57	 274.89	 453.50	 110.43	  96.00	  84.39	 187.89	 260.42	1367.25	 161.45	   0.00	  67.66	 113.17
EC__2__6__1__59	 120.14	 207.67	 420.43	 412.00	  67.89	1050.39	 273.00	 268.00	1160.21	 216.00	  32.08	  63.00
EC__2__6__1__62	 531.63	 456.62	 223.43	1070.17	 353.30	 179.14	 409.75	 625.11	 614.45	1670.25	  47.16	 611.09
EC__2__6__1__66	 245.91	 510.83	 637.92	 836.23	 221.08	2304.38	 620.16	 319.07	1700.71	 545.57	  27.33	 204.63
EC__2__6__1__76	 57.0	149.0	141.0	 12.0	183.0	447.0	 29.0	  0.0	  0.0	  0.0	  2.8	 24.0
EC__2__6__1__77	4	0	0	0	0	2	0	1	1	0	7	0
EC__2__6__1__81	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__6__1__82	 38.14	 81.00	  3.43	295.00	 23.89	  5.39	  7.00	 10.00	 29.21	  0.00	  3.08	  0.00
EC__2__6__1__83	2167.53	3587.00	3749.35	3569.20	2198.25	4238.11	3414.50	4501.97	2914.74	4321.41	1885.33	2934.84
EC__2__6__1__84	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__6__1__85	2396.53	1464.51	 864.09	1725.86	1309.66	2668.83	 992.16	1133.05	3019.79	1585.82	 205.33	 572.55
EC__2__6__1__86	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__6__1__87	 0.14	 1.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__6__1__9	3288.84	4555.30	3926.77	4324.45	3303.80	4018.67	3791.58	4678.23	3665.37	4698.58	2679.50	3114.25
EC__2__6__1__96	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__6__99__2	 216.76	 427.01	 204.43	 772.88	 309.14	  11.39	 232.83	 497.51	 335.96	1139.75	  14.08	 321.17
EC__2__7__1__1	  4.50	 43.97	196.00	 56.92	  5.00	  3.75	 17.50	 23.25	 18.50	  3.25	  2.00	  6.42
EC__2__7__1__100	149.33	 50.33	135.01	 66.66	 65.00	 19.33	 25.00	 65.33	 15.00	187.33	 92.80	 33.00
EC__2__7__1__107	1872.61	2498.32	2394.66	1726.32	2751.19	2202.66	1184.83	3220.22	1703.75	1805.07	3006.00	1218.55
EC__2__7__1__11	 9512.96	12178.48	13248.32	11277.27	 8820.32	13558.81	11818.16	13550.29	13300.95	14330.38	11482.91	 9267.97
EC__2__7__1__113	139.75	  0.00	  0.00	  2.00	  5.75	126.25	  6.75	  7.00	  9.25	  0.00	 20.75	 24.50
EC__2__7__1__12	  8.28	 36.17	101.86	  5.00	 30.53	 50.03	  3.00	115.00	 70.50	 26.00	 30.36	 11.00
EC__2__7__1__130	 242.76	 440.08	 207.43	 865.21	 309.97	  12.34	 245.00	 515.98	 386.95	1139.75	  17.41	 349.17
EC__2__7__1__14	 0	17	37	 0	 0	 5	 0	10	 3	 6	 0	 1
EC__2__7__1__144	281.16	 45.16	 81.50	 92.50	582.50	332.75	 23.83	 48.27	196.41	 33.67	748.92	 35.33
EC__2__7__1__146	 1	 7	37	 6	 1	52	 3	11	11	20	19	 0
EC__2__7__1__147	 1	 7	37	 6	 1	52	 3	11	11	20	19	 0
EC__2__7__1__148	3238.59	4328.41	3863.77	4113.37	3089.72	4053.92	3784.00	4478.06	3679.86	4178.58	2649.66	3096.67
EC__2__7__1__15	1995.58	3385.98	2661.30	2864.94	2039.14	3429.96	2095.17	2696.08	2622.86	2853.82	1395.16	 837.09
EC__2__7__1__156	2828.67	3433.74	4159.28	3981.78	2299.97	3890.50	3466.75	2221.89	3852.70	3966.16	 701.66	3031.09
EC__2__7__1__16	 44.14	224.50	165.43	307.00	220.39	 12.39	 57.00	275.00	 35.21	592.00	 33.08	 47.00
EC__2__7__1__162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00
EC__2__7__1__163	1.25	1.75	0.00	2.75	0.00	0.00	1.25	2.25	2.50	0.00	0.00	0.25
EC__2__7__1__165	 1	 3	 5	 0	 0	 0	 3	11	 1	 0	 3	 0
EC__2__7__1__166	1	0	3	0	0	0	0	0	1	0	0	0
EC__2__7__1__167	 67.14	197.34	  6.43	162.33	216.22	 19.39	 46.67	 76.67	 71.20	426.00	 12.41	 16.67
EC__2__7__1__168	196.58	 73.05	346.01	233.08	 70.00	 94.53	220.92	135.38	161.49	586.33	 23.33	 68.09
EC__2__7__1__17	2847.65	3824.47	4394.34	4175.50	3015.39	4338.98	3883.25	3416.95	4180.62	4887.64	1089.08	3161.34
EC__2__7__1__170	251.39	166.17	 18.76	287.00	793.64	  4.39	 41.25	 81.00	 47.21	425.00	711.58	 15.00
EC__2__7__1__175	0.0	1.5	0.0	0.0	1.0	8.5	0.0	0.0	0.0	0.0	1.0	0.0
EC__2__7__1__176	111.63	217.16	259.73	 14.40	192.30	581.60	 29.83	 12.97	137.63	  7.57	  5.50	 30.13
EC__2__7__1__177	177.25	  1.50	  6.00	 36.00	  6.50	137.25	 17.92	 13.25	 47.24	  0.00	 28.38	 31.17
EC__2__7__1__181	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__7__1__182	0	0	0	0	0	4	0	0	0	0	1	0
EC__2__7__1__184	 1.14	 3.00	 8.43	 0.00	 0.89	 4.39	 3.00	11.00	30.21	 0.00	 3.28	 0.00
EC__2__7__1__19	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__7__1__2	5663.55	6332.64	6706.01	5867.01	4511.35	4934.77	4883.99	7820.46	5047.00	7883.23	4295.00	4050.55
EC__2__7__1__20	4.0	1.0	2.0	5.0	0.0	2.5	0.0	1.0	1.0	0.0	7.0	8.0
EC__2__7__1__21	2365.77	1439.80	2758.16	1432.73	1414.77	 738.11	1507.33	1808.37	1487.25	1339.82	2295.50	2327.46
EC__2__7__1__22	 2.47	11.00	22.44	 2.66	 2.89	 4.72	 0.00	 6.33	34.21	37.33	18.08	 3.00
EC__2__7__1__23	3212.72	4413.57	3987.00	4113.77	3105.52	4131.19	3779.33	4573.96	3886.32	4196.65	2631.33	3104.80
EC__2__7__1__24	3229.72	4194.57	3965.00	3998.77	2942.52	4127.89	3696.33	4484.76	3873.32	4135.65	2626.33	3107.13
EC__2__7__1__25	 199.76	 344.18	 170.76	 570.46	 264.47	  12.14	 202.33	 495.18	 316.96	1048.75	  17.08	 291.42
EC__2__7__1__26	3322.72	4469.57	3983.00	4235.77	3152.52	4147.69	3810.33	4495.96	3907.65	4207.65	2661.33	3124.80
EC__2__7__1__27	0	0	0	0	0	4	0	0	0	0	1	0
EC__2__7__1__29	137.91	 19.33	110.00	  3.00	 45.50	 30.08	  8.50	106.00	 21.50	 17.00	 12.80	 23.00
EC__2__7__1__30	3469.33	3843.60	4010.78	3868.20	3010.97	4259.47	3292.58	4439.84	3719.95	4270.33	2748.75	3013.00
EC__2__7__1__31	2778.86	3212.25	2492.94	2769.10	2287.91	3230.16	2969.33	4009.54	3685.63	2725.48	2430.33	2287.30
EC__2__7__1__33	3627.84	5136.61	4183.00	5328.82	3815.27	4414.69	4170.83	5111.72	4357.57	5479.65	2746.83	3465.47
EC__2__7__1__35	3167.83	3571.84	3832.16	3555.09	2837.21	4078.01	3592.00	2725.43	3970.16	3894.05	2584.08	3005.52
EC__2__7__1__36	 73.13	 87.16	137.23	  2.40	 29.80	 90.77	  0.33	 18.90	212.46	  3.07	 17.67	 11.13
EC__2__7__1__37	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	1.00
EC__2__7__1__39	2709.77	3078.23	3325.16	2309.40	2109.44	2649.91	2810.50	3274.65	1897.24	1513.57	2402.33	2592.30
EC__2__7__1__4	4884.93	4161.93	4360.44	4565.78	3268.16	3961.11	4084.66	4164.36	4161.71	6683.23	2699.53	3432.55
EC__2__7__1__40	5151.11	4886.07	4632.76	4119.77	3149.91	4523.00	4034.16	5459.29	4586.54	4260.65	3982.08	3199.63
EC__2__7__1__45	1949.92	2856.42	3699.11	3587.70	2814.89	3656.70	2857.33	5913.52	4854.96	5541.91	4091.38	1716.75
EC__2__7__1__48	4683.47	4898.04	5480.33	5308.27	3675.85	3642.39	4218.75	3972.93	4175.24	5685.90	2870.08	3873.63
EC__2__7__1__49	3168.25	4115.57	2619.77	3862.54	2953.89	3427.12	3633.50	4249.52	3611.53	3707.58	2543.66	2700.67
EC__2__7__1__5	1694.75	1408.88	1735.79	1641.28	1241.89	1867.58	1243.00	2423.55	2139.46	3324.99	1772.58	 528.75
EC__2__7__1__50	2807.29	3502.06	2140.77	3152.16	2343.39	2913.30	3104.67	2375.66	3303.78	2568.83	2503.16	2308.67
EC__2__7__1__51	186.47	287.00	255.44	101.99	159.89	123.72	149.33	599.33	446.21	242.33	147.28	 40.00
EC__2__7__1__52	 0	17	 1	 0	 0	 5	 0	10	 3	 6	 0	 1
EC__2__7__1__53	 8.14	25.67	39.43	 3.00	23.89	34.14	 5.00	14.00	39.21	14.00	13.28	 2.00
EC__2__7__1__55	2	2	0	3	0	0	1	3	0	0	1	0
EC__2__7__1__56	2880.60	3554.16	3854.00	2974.06	2754.69	4075.49	3459.33	3882.73	3656.42	2865.40	2573.00	2707.63
EC__2__7__1__58	 0.14	24.00	 4.43	 0.00	 7.89	 9.14	 1.00	11.00	32.21	 7.00	 0.28	 2.00
EC__2__7__1__59	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__2__7__1__6	2939.97	3368.17	4032.00	3319.77	2695.52	3767.77	3572.41	4685.88	3796.25	4224.15	2565.25	2999.13
EC__2__7__1__60	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 0.28	 0.00
EC__2__7__1__63	 6.00	12.50	 5.00	 4.00	 2.00	26.50	 0.00	 2.00	10.33	 3.00	 2.00	 1.00
EC__2__7__1__66	 147.13	  88.16	 270.23	   6.40	  64.80	 147.10	   8.33	1363.57	 144.79	   3.07	  57.67	  12.13
EC__2__7__1__69	11104.79	10804.76	10453.48	 5369.20	12358.10	13437.30	 6528.55	25981.57	15378.32	 5721.60	21670.08	 2566.00
EC__2__7__1__71	4107.36	6090.67	3906.76	6010.77	4227.91	7191.41	5651.00	4317.63	6296.69	7325.65	2821.24	3442.97
EC__2__7__1__72	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__7__1__73	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__7__1__74	139.75	  0.00	  0.00	  2.00	  5.75	126.25	  6.75	  7.00	  9.25	  0.00	 20.75	 24.50
EC__2__7__1__76	142.75	  4.00	  1.00	  2.00	 13.75	126.25	  6.75	  7.00	 80.25	  0.00	 20.75	 29.50
EC__2__7__1__8	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__7__1__83	 218.89	 659.40	1185.43	 230.00	 289.39	 162.64	 401.75	 121.00	  89.54	 132.00	 140.03	 474.50
EC__2__7__1__85	25	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0
EC__2__7__1__87	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__7__1__89	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__7__1__90	 238.62	 490.34	 202.00	 694.05	 452.75	  54.20	 237.00	1887.31	 296.75	1471.75	  15.00	 317.00
EC__2__7__1__92	 20	307	138	223	435	164	156	111	133	 66	 51	 39
EC__2__7__1__95	 16.00	 42.67	480.00	 16.00	 17.00	350.00	  4.00	652.60	 16.33	  0.00	766.67	  6.00
EC__2__7__11__1	 9279.25	12660.78	11086.01	11610.38	 8662.51	15087.20	11515.08	11347.29	12943.38	12490.56	 5954.83	 9366.89
EC__2__7__11__5	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__7__13__3	21630.27	27180.79	29653.35	26705.57	18057.88	26974.41	23016.39	26689.20	28322.52	29002.49	16784.90	18295.58
EC__2__7__14__1	363.08	974.33	235.34	425.99	408.50	717.08	295.08	301.58	 95.58	357.33	 91.25	383.50
EC__2__7__2__1	4289.97	4860.07	4635.00	3780.44	3790.27	4516.69	3882.08	6650.46	4549.33	3665.15	4675.50	2959.13
EC__2__7__2__11	3122.97	4338.50	3946.00	3997.44	3065.44	3965.02	3742.58	4456.36	3841.74	4119.65	2634.58	3058.97
EC__2__7__2__15	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
EC__2__7__2__2	1698.74	2714.39	1479.66	2198.47	1529.75	3282.66	1804.83	1901.66	2920.37	3007.49	 508.61	 505.83
EC__2__7__2__3	3242.72	4373.57	3983.00	4114.77	3085.52	4119.69	3782.33	4481.96	3888.32	4181.65	2656.33	3105.80
EC__2__7__2__4	5615.82	7074.92	6065.87	6672.61	5834.63	6354.50	5225.58	9237.03	7683.16	6912.48	6891.54	4049.72
EC__2__7__2__7	1445.66	 519.93	 384.02	1061.40	 469.33	 378.91	 316.50	 822.58	 353.00	1479.41	 167.50	 423.08
EC__2__7__2__8	3072.81	4320.68	2740.50	3992.77	2951.77	3877.02	3660.58	4491.86	3687.92	4204.98	2548.25	2710.97
EC__2__7__3__9	3971.07	4420.49	5957.94	3739.05	3056.33	5596.21	4816.66	5019.81	4922.29	3676.73	2945.08	4891.13
EC__2__7__4__1	1934.09	3326.21	3893.94	3130.12	1986.72	3744.47	3426.00	3116.51	3677.28	3947.83	1828.91	2941.09
EC__2__7__4__14	4905.22	6711.57	7911.83	6389.77	4703.77	7503.19	6769.83	6581.71	6641.99	7515.15	3347.83	5717.30
EC__2__7__4__16	 263.76	 592.68	 210.43	1064.71	 358.47	  29.09	 302.50	 520.98	 410.95	1232.75	  27.41	 370.67
EC__2__7__4__2	 72.13	 78.16	137.23	  2.40	 29.80	 90.77	  0.33	 18.90	212.46	  3.07	 17.67	 11.13
EC__2__7__4__22	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
EC__2__7__4__23	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__7__4__3	3305.72	4410.57	3983.00	4114.77	3109.52	4132.69	3784.33	4492.96	3888.32	4181.65	2658.33	3105.80
EC__2__7__4__6	476.02	446.97	409.66	751.15	708.44	418.07	272.25	193.55	672.50	649.65	772.91	331.39
EC__2__7__4__7	3168.25	4115.57	2619.77	3862.54	2953.89	3427.12	3633.50	4249.52	3611.53	3707.58	2543.66	2700.67
EC__2__7__4__8	4134.72	4460.37	4067.00	4232.77	3150.52	4159.69	3813.33	4494.96	3968.65	5036.65	2694.33	3109.80
EC__2__7__4__9	2445.77	3063.23	3136.66	2394.73	2454.44	2076.66	2425.33	2996.65	1805.57	 688.57	2450.33	2559.80
EC__2__7__6__1	4721.18	5080.06	4802.57	4937.83	3498.82	6158.12	4681.66	5510.86	5780.11	5656.05	2873.00	3293.93
EC__2__7__6__2	3233.58	4202.40	4031.57	3823.69	3063.13	4112.55	3716.33	4583.96	3784.12	4100.65	2655.92	3070.38
EC__2__7__6__3	2603.59	2772.91	1772.17	3440.82	1762.52	2803.06	2755.08	2150.10	2995.07	4102.90	 405.33	2462.30
EC__2__7__6__5	 7639.71	10262.23	 9282.75	10421.70	 7677.65	14415.15	 9932.83	11901.83	12833.61	12271.96	 8178.00	 6266.18
EC__2__7__7__1	 5.47	19.00	50.44	16.66	15.89	36.72	12.00	40.33	48.21	87.33	29.08	 7.00
EC__2__7__7__12	2063.10	2642.16	3265.50	2166.56	2225.19	3744.82	2398.33	3599.90	3259.58	2396.40	2435.00	1234.63
EC__2__7__7__13	3380.96	2314.10	1569.44	3223.41	1258.55	 822.82	2486.41	1669.34	1482.71	4041.83	 359.08	3040.33
EC__2__7__7__15	 1.12	25.04	 1.00	 9.55	 2.75	10.00	 0.00	20.76	21.50	 0.00	 2.00	 5.50
EC__2__7__7__18	3359.72	4474.57	4549.50	4155.77	3190.02	4458.69	3898.83	5152.96	3893.32	4183.65	3425.33	3132.30
EC__2__7__7__19	112.76	435.01	210.43	593.88	271.64	 53.89	138.83	396.01	100.29	525.25	 18.08	 49.17
EC__2__7__7__2	3322.72	4469.57	3983.00	4235.77	3152.52	4147.69	3810.33	4495.96	3907.65	4207.65	2661.33	3124.80
EC__2__7__7__23	2537.77	2842.73	2954.66	1811.90	1971.94	1705.16	2375.50	3060.65	1588.57	 688.57	2423.33	2490.30
EC__2__7__7__24	3008.47	4180.41	4357.66	4176.18	2904.18	3928.77	3587.41	4584.87	3784.92	4203.15	2586.75	3023.38
EC__2__7__7__27	6360.72	8332.21	7945.59	6697.44	5833.49	9129.75	7287.16	9098.62	7641.96	9003.46	5506.92	5560.26
EC__2__7__7__3	3306.72	4420.07	4048.00	4114.77	3112.52	4134.69	3788.33	4606.96	3889.32	4196.65	2673.33	3108.80
EC__2__7__7__33	 466.08	 278.38	 157.01	1074.41	 124.00	 246.83	 706.75	 358.58	 165.50	2912.33	  71.00	 567.25
EC__2__7__7__38	 352.76	 726.48	 364.43	 886.21	 523.47	 477.34	 306.00	 552.98	 408.20	1144.75	  28.41	 381.17
EC__2__7__7__39	 368.37	 866.04	 691.33	 227.55	1105.50	 495.75	 622.25	2230.76	 928.50	  47.00	2043.50	 184.17
EC__2__7__7__4	 485.52	1965.36	 818.52	2663.92	1832.94	1003.28	1360.66	1114.36	1267.92	2608.50	 125.16	 893.84
EC__2__7__7__41	3303.36	4415.37	3931.43	4199.02	3106.16	4141.58	3786.83	4394.21	3941.78	4167.65	2648.61	3111.05
EC__2__7__7__42	25.14	19.67	11.43	57.00	 1.89	18.89	 0.00	 5.00	47.54	 2.00	 4.08	 9.00
EC__2__7__7__43	 189.50	 360.42	  53.00	 378.08	1002.08	 108.00	 101.50	 199.42	 294.50	 880.50	 717.00	  54.58
