response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
EC__1__2__1__18	 16.0	 13.0	107.0	  3.0	 15.0	 16.5	  6.0	109.0	 11.0	 23.0	 20.0	  3.0
EC__1__2__1__19	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__1__2__1__2	400.39	711.07	230.73	400.66	248.06	764.89	 94.00	179.83	235.17	 77.33	125.62	 86.50
EC__1__2__1__20	 13.39	 35.92	 23.43	  8.75	 18.89	 25.89	  2.25	  6.25	106.71	  1.00	 16.88	  7.25
EC__1__2__1__21	137.26	 93.54	  6.43	346.55	 48.14	 10.06	151.50	128.59	291.46	615.50	 11.08	245.17
EC__1__2__1__22	137.26	 93.54	  6.43	346.55	 48.14	 10.06	151.50	128.59	291.46	615.50	 11.08	245.17
EC__1__2__1__24	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__1__2__1__27	 16.0	 13.0	107.0	  3.0	 15.0	 16.5	  6.0	109.0	 11.0	 23.0	 20.0	  3.0
EC__1__2__1__28	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__2__1__3	1660.00	1399.57	2205.83	1570.08	1636.58	2864.00	1345.50	2583.92	2823.91	1130.50	1574.55	 732.25
EC__1__2__1__38	3072.81	4320.68	2740.50	3992.77	2951.77	3877.02	3660.58	4491.86	3687.92	4204.98	2548.25	2709.97
EC__1__2__1__39	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
EC__1__2__1__4	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__2__1__41	3029.97	4336.50	3889.00	3995.44	3058.44	3960.02	3736.58	4434.36	3839.74	4115.65	2595.58	3054.97
EC__1__2__1__43	20.00	 4.00	 2.00	50.00	 0.00	28.00	 0.00	 3.00	12.66	 0.00	 2.00	 8.00
EC__1__2__1__46	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__2__1__5	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__2__1__54	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__2__1__58	0	7	0	0	7	0	1	1	0	1	0	1
EC__1__2__1__60	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
EC__1__2__1__68	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__2__1__70	1410.89	1552.57	1247.93	1616.33	 962.39	2185.89	1035.75	 945.75	1575.45	 351.50	 943.66	 307.17
EC__1__2__1__71	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__1__2__1__72	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__1__2__1__76	42.00	20.67	52.00	16.33	11.33	 0.00	10.00	23.67	 6.00	33.00	10.00	 3.00
EC__1__2__1__79	 13.39	 35.92	 23.43	  8.75	 18.89	 25.89	  2.25	  6.25	106.71	  1.00	 16.88	  7.25
EC__1__2__1__8	 2.14	 2.00	 4.43	 0.00	 0.89	 4.39	 0.00	 2.00	29.21	 1.00	 1.08	 1.00
EC__1__2__1__81	0.0	0.4	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0
EC__1__2__1__87	 51.00	 29.00	 84.00	 10.00	 42.00	 14.75	 12.00	 50.00	 12.00	100.00	 15.00	 17.00
EC__1__2__1__88	234.51	167.53	 41.43	528.71	125.97	 23.14	156.58	136.93	299.46	621.50	  9.08	284.17
EC__1__2__1__9	 62.97	 59.00	133.06	  8.40	 13.80	 70.10	  4.00	  3.80	200.30	  6.40	  4.00	  3.80
EC__1__2__1__91	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__1__2__3__3	 75.13	 81.16	167.23	  2.40	 58.80	 62.10	  0.33	 18.57	354.46	  3.07	 18.67	  9.13
EC__1__2__4__1	480.06	417.65	505.91	302.78	201.99	236.09	121.32	238.96	346.79	648.80	196.42	 94.26
EC__1__2__4__2	26.14	28.17	11.43	58.33	 1.89	16.39	 1.33	 5.00	47.21	 5.00	 4.08	10.00
EC__1__2__4__4	 49.62	131.84	201.00	168.46	 42.25	 10.75	 27.16	336.01	 33.75	 24.25	 14.00	 20.42
EC__1__2__5__1	  5.64	 54.64	175.43	 70.58	  6.22	 14.64	 16.83	 23.92	 52.71	  7.25	  2.08	  8.42
EC__1__2__7__1	6203.59	6821.31	7337.27	6547.37	4985.72	8022.17	5621.50	6921.56	4498.70	5672.08	4531.16	5107.17
EC__1__2__7__11	3563.14	5886.50	2977.68	6236.84	3415.82	1039.40	3774.34	3793.14	1693.98	5664.66	 745.66	4577.34
EC__1__2__7__3	5117.04	9202.98	4019.70	9849.92	5529.48	1929.96	5393.34	5386.26	2433.48	8929.82	1147.66	5586.34
EC__1__2__7__4	1339.33	 509.23	1042.51	1026.66	 249.75	2487.33	1273.25	1010.08	2419.00	 509.33	 281.75	1628.25
EC__1__2__7__5	 46.5	 22.9	 42.0	106.0	  3.0	160.5	  1.0	 15.5	 45.0	 24.5	 30.5	  8.0
EC__1__2__7__7	0	2	0	0	0	0	0	0	0	0	0	0
EC__1__2__7__8	3030.06	4258.94	2992.04	3729.90	2655.16	4044.32	4668.50	3775.18	2321.00	4361.82	 831.50	4731.84
EC__1__2__99__2	5867.55	4180.80	3893.93	3815.60	2770.75	5882.30	3545.25	3328.30	5692.50	3996.30	2190.50	2563.50
EC__1__2__99__5	170.75	 25.07	193.00	 10.33	 23.08	135.25	  9.75	345.67	 10.25	248.00	 77.75	 44.50
EC__1__2__99__7	 6.0	 8.4	44.0	 4.0	 2.0	 3.5	 0.0	 5.0	 3.0	28.0	19.0	 6.0
EC__1__20__1__1	0	1	0	5	0	0	0	0	0	0	0	0
EC__1__20__4__1	4065.93	4078.11	4422.86	3829.75	3239.61	3870.28	3379.66	5383.87	4453.24	3718.25	4596.00	3011.50
EC__1__20__4__3	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__21__4__1	710.75	 32.00	157.00	 86.00	 93.75	888.60	 84.75	173.65	123.25	267.00	165.75	142.50
EC__1__21__4__2	 759.05	 158.30	 962.10	 129.60	 206.75	1179.06	  94.00	 913.29	 161.73	 672.30	1129.00	 180.25
EC__1__21__4__4	163.74	 29.79	108.03	 29.98	 36.75	218.41	 15.75	 55.32	 42.25	192.99	111.75	 40.50
EC__1__21__98__1	 17.0	 69.5	  0.0	197.5	 46.5	  3.0	 31.5	  3.0	 19.0	 91.0	  9.0	 22.5
EC__1__3__1__1	 10.28	660.80	 91.86	554.00	834.03	286.78	244.00	 43.25	308.92	 85.00	 76.06	 75.00
EC__1__3__1__10	 264.76	 426.68	 210.43	 882.21	 322.47	  18.59	 233.83	 524.98	 432.96	1139.75	  33.08	 343.50
EC__1__3__1__104	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__1__106	1971.58	1167.23	 870.51	 790.66	 640.50	1042.83	1386.42	 965.58	 617.74	 780.33	 315.38	1603.67
EC__1__3__1__12	3131.85	4328.53	3998.00	4071.97	3068.02	3932.07	3765.58	4549.07	3781.49	4196.65	2642.58	3042.55
EC__1__3__1__14	3254.58	4376.90	4091.57	4056.44	3096.63	4119.30	3784.00	4690.96	3770.11	4207.65	2678.25	3094.80
EC__1__3__1__20	  0	  5	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
EC__1__3__1__22	 243.62	 375.84	 167.00	 822.55	 337.25	   9.00	 231.50	 487.51	 300.75	1136.75	  12.00	 310.17
EC__1__3__1__25	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__1__28	 2.14	 2.00	 4.43	 0.00	 0.89	 4.39	 0.00	 2.00	29.21	 1.00	 1.08	 1.00
EC__1__3__1__31	 106	 885	1155	   8	  66	 355	 485	1738	  10	 234	 943	 184
EC__1__3__1__33	  0	  5	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
EC__1__3__1__34	 15.47	 41.33	130.44	 21.66	 11.89	198.22	  2.00	151.33	 56.21	 85.33	 41.08	 10.00
EC__1__3__1__43	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__1__44	 120.00	 456.00	 209.33	 493.00	 478.00	1158.00	 364.00	 145.00	1248.00	 230.00	  52.00	  93.00
EC__1__3__1__45	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__1__54	1971.58	1167.23	 870.51	 790.66	 640.50	1042.83	1386.42	 965.58	 617.74	 780.33	 315.38	1603.67
EC__1__3__1__76	2233.72	2120.90	1221.94	1694.66	1120.89	1906.72	1925.92	1116.08	2026.45	1663.83	 436.96	1695.17
EC__1__3__1__78	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__1__85	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__1__87	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__1__3__1__9	3518.34	4704.58	4130.00	4814.40	3343.60	4091.94	3992.83	3679.14	4255.41	5290.40	2669.33	3400.72
EC__1__3__1__98	3520.47	4441.57	4113.00	4292.94	3717.27	4394.69	3816.92	5952.46	4096.81	4215.15	3413.66	3138.47
EC__1__3__3__11	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__3__3	 0.14	16.17	 3.43	 0.00	 0.89	 4.39	 1.00	 0.00	29.21	 0.00	 1.08	 1.00
EC__1__3__3__4	 5.37	13.79	 6.00	 8.05	 1.25	15.45	 4.25	17.56	10.25	 2.00	 1.00	18.50
EC__1__3__3__6	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__3__4__1	 4.0	24.9	 9.0	 2.0	18.5	94.5	 2.5	10.5	10.0	10.5	 0.5	 2.0
EC__1__3__5__1	 521.52	1127.66	 632.86	1571.42	 749.44	 187.68	 772.16	1160.46	 702.58	2324.00	  52.66	 734.00
EC__1__3__5__2	 72.39	116.42	178.43	317.33	 71.39	 20.64	 47.08	  8.00	 68.21	 98.25	  7.08	 32.50
EC__1__3__5__3	 34.14	 22.47	 99.43	 84.00	  5.89	 22.39	  6.00	108.00	 57.21	 20.00	 17.08	 11.00
EC__1__3__5__4	1103.63	1417.33	2961.06	2518.08	1101.22	1423.04	1141.66	1514.29	1520.00	3977.83	 256.12	1596.00
EC__1__3__7__9	  0	  5	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
EC__1__3__8__1	1491.08	2786.00	 493.01	1887.99	2478.08	1000.83	1215.42	1734.00	 853.24	2006.33	 357.08	 387.17
EC__1__3__8__12	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__8__2	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__8__4	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__8__6	0.0	9.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__3__8__7	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__3__98__1	 294.08	 473.40	 321.24	 776.69	 350.38	  91.85	 233.33	 524.41	 523.54	1180.15	  46.67	 330.05
EC__1__3__99__16	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__99__22	6056.31	7831.66	7172.10	7386.73	5234.16	7634.61	7020.33	6502.85	6337.61	7234.48	3303.16	5789.05
EC__1__3__99__23	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__3__99__26	910.75	 19.50	 10.00	  0.00	  6.50	115.25	  7.00	  8.50	 19.50	  4.50	  1.50	 19.00
EC__1__3__99__28	910.75	 19.50	 10.00	  0.00	  6.50	115.25	  7.00	  8.50	 19.50	  4.50	  1.50	 19.00
EC__1__3__99__29	910.75	 19.50	 10.00	  0.00	  6.50	115.25	  7.00	  8.50	 19.50	  4.50	  1.50	 19.00
EC__1__3__99__31	910.75	 19.50	 10.00	  0.00	  6.50	115.25	  7.00	  8.50	 19.50	  4.50	  1.50	 19.00
EC__1__3__99__33	236.50	 82.00	 52.00	501.00	 14.50	411.00	  2.00	 65.00	162.83	 18.00	 22.00	 81.50
EC__1__3__99__4	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__3__99__5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__4__1__1	 549.49	 599.60	1082.50	 886.76	 976.91	 423.09	 327.58	1742.71	1055.16	1360.42	2083.17	 363.92
EC__1__4__1__11	 52.00	 19.67	 19.00	 24.33	 38.33	  2.75	  4.00	 54.67	  3.00	166.00	 22.00	 30.00
EC__1__4__1__13	7089.13	8235.99	9268.88	7701.62	6829.44	7896.32	7567.33	9874.31	8407.58	7789.74	7210.41	6133.34
EC__1__4__1__14	7089.13	8235.99	9268.88	7701.62	6829.44	7896.32	7567.33	9874.31	8407.58	7789.74	7210.41	6133.34
EC__1__4__1__16	1177.20	2036.84	1652.34	2312.37	1910.83	2972.03	1938.75	2520.81	3144.74	2781.58	2262.33	 775.67
EC__1__4__1__2	211.08	 46.33	 18.01	  7.66	 38.50	172.50	  9.75	 27.91	 17.58	 40.33	 41.25	 30.50
EC__1__4__1__20	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__4__1__21	229.70	139.42	 58.34	533.96	 92.25	  3.33	157.75	134.84	297.75	666.83	 28.00	254.42
EC__1__4__1__24	4	0	0	0	0	2	0	1	1	0	7	0
EC__1__4__1__3	  9.66	 28.06	119.02	  9.32	 10.00	 45.66	  8.00	139.66	 18.00	101.66	 60.00	  9.00
EC__1__4__1__4	3481.09	4653.85	4320.00	4522.65	3412.10	4071.52	3971.66	5187.06	4070.83	5437.40	2700.17	3403.55
EC__1__4__1__9	0	0	0	0	0	4	0	0	0	0	1	0
EC__1__4__3__10	2	2	1	0	0	0	0	2	0	1	0	1
EC__1__4__3__16	2879.17	3841.24	3524.78	3567.03	2038.47	3707.75	3247.58	4302.89	3419.04	3644.41	1902.33	3022.00
EC__1__4__3__19	2.0	3.5	1.0	0.0	0.0	0.5	0.0	2.0	0.0	1.0	0.0	1.0
EC__1__4__3__21	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__1__4__3__4	11	 1	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
EC__1__4__3__5	 63.64	243.47	205.43	229.58	218.89	  9.14	 50.83	384.25	 61.71	432.25	  6.08	 17.25
EC__1__4__4__2	 469.24	1971.96	 610.49	1614.42	 911.47	 145.12	 455.83	 649.16	 397.12	1658.73	 232.08	 464.58
EC__1__4__7__1	2513.58	2317.83	2215.84	2021.49	1909.25	3473.33	2858.08	3631.33	3107.00	2765.33	2374.00	1999.00
EC__1__4__9__1	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__4__99__6	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__5__1__10	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC__1__5__1__2	3488.05	4417.85	4182.01	4153.18	3118.02	4272.02	3809.33	4436.19	3923.07	4225.98	2735.58	3137.22
EC__1__5__1__20	3008.30	3757.40	3665.01	3736.43	2846.52	3659.10	3732.91	3108.71	3843.75	4645.98	2580.25	3256.30
EC__1__5__1__24	0	8	0	0	7	4	0	7	0	0	0	0
EC__1__5__1__28	39.00	75.00	19.00	59.00	40.75	13.00	13.00	36.25	12.00	51.00	17.50	16.00
EC__1__5__1__3	2861.94	3081.50	2473.94	3410.43	2330.66	3300.16	3172.08	4114.54	3778.53	3893.48	2458.86	2356.30
EC__1__5__1__34	21.14	 4.00	 5.43	51.33	 0.89	 4.39	 0.33	 3.00	41.21	 3.00	 3.08	 8.00
EC__1__5__1__36	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
EC__1__5__1__38	 304.39	 142.75	1722.43	 246.50	 717.14	 482.31	 127.75	 966.33	 276.21	 118.00	2068.58	 401.75
EC__1__5__1__39	 298.50	 143.55	 566.00	 137.50	 638.25	 467.62	  37.00	 896.38	 210.50	 117.00	1974.50	  70.33
EC__1__5__1__41	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__1__5__1__5	3330.72	4410.57	3983.00	4114.77	3110.52	4134.19	3784.33	4493.96	3888.32	4181.65	2658.33	3105.80
EC__1__5__1__6	1.25	1.75	0.00	2.75	0.00	0.00	1.25	2.25	2.50	0.00	0.00	0.25
EC__1__5__1__7	1668.28	1879.84	3213.33	2468.21	1322.58	2805.03	2498.83	2926.08	2230.75	3775.75	1735.50	2669.00
EC__1__5__3__1	  3.0	 18.6	  1.0	106.0	  5.0	 36.0	 31.0	 10.0	  3.0	  6.0	  1.0	  2.0
EC__1__5__5__1	0.0	2.5	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EC__1__5__5__2	233.39	 89.92	 41.43	510.83	118.89	 20.14	154.08	110.50	292.21	621.50	  8.08	277.00
EC__1__5__99__6	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__6__1__1	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__1__6__1__2	 2.28	14.34	12.86	 0.00	 1.78	13.78	 0.00	 0.00	61.41	 0.00	14.16	 3.00
EC__1__6__3__4	 2	 1	15	 0	 9	 0	 0	 1	 4	 0	 1	 0
EC__1__6__5__2	 135.28	 130.51	1000.86	  40.33	  39.11	 690.78	   9.00	1486.67	 178.75	   0.00	2037.63	  21.00
EC__1__6__5__3	 8200.79	12562.23	 9751.34	15235.50	 8412.70	 9917.30	 9474.55	10120.87	11048.01	17440.15	 3646.30	 9830.39
EC__1__6__5__5	 4.14	 7.50	 5.43	 5.00	 0.89	10.89	 0.00	 4.00	29.21	 2.00	 2.08	 3.00
EC__1__6__99__1	68.00	 2.00	56.00	 1.00	 6.00	19.00	 6.00	21.00	 2.33	 0.00	39.00	 4.00
EC__1__6__99__3	136.64	404.64	300.43	302.17	328.89	 36.43	 91.00	442.71	336.71	446.25	 19.08	 82.67
EC__1__7__1__13	1353.89	1043.51	1087.16	1438.11	 967.52	 899.02	1085.50	1389.63	 870.25	1146.15	1336.91	 585.47
EC__1__7__1__15	  4.28	 13.00	 68.86	  0.00	  4.78	 10.78	  1.00	107.00	 58.42	 17.00	 14.96	  5.00
EC__1__7__1__6	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__7__1__7	 42.30	 28.83	 44.93	 52.00	 24.89	 51.39	  1.33	 19.77	130.37	  1.67	 16.75	 15.33
EC__1__7__2__1	 8.0	16.5	 7.0	 6.0	 2.0	32.0	 0.0	 2.0	15.0	 4.0	 2.0	 1.0
EC__1__7__2__2	 72.14	285.81	213.43	271.59	230.89	126.64	 51.00	110.75	 80.21	434.75	 12.78	 19.09
EC__1__7__2__3	 40.28	 13.67	 12.86	100.00	  1.53	  8.78	  0.00	  6.00	 82.17	  0.00	  4.56	 20.00
EC__1__7__2__4	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__7__2__5	3	3	4	0	1	6	0	2	1	1	1	1
EC__1__7__7__1	1001.75	 355.00	1304.00	 224.00	 554.75	 288.25	 212.75	1441.00	 178.25	  46.00	 189.75	 420.50
EC__1__7__99__1	4512.09	3716.41	3654.77	3703.04	2439.72	3984.17	3300.50	2639.56	2995.46	4024.58	1398.58	3006.17
EC__1__7__99__4	1655.81	 101.50	 252.02	 218.66	  32.23	 217.56	  11.50	 351.83	 300.97	  98.83	  86.86	  26.50
EC__1__8__1__14	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__8__1__15	2.0	2.5	1.0	0.0	0.0	2.5	0.0	2.0	0.0	1.0	0.0	1.0
EC__1__8__1__2	 3.28	 3.00	 9.86	 2.66	 1.78	 8.78	 0.66	 0.00	59.42	 6.00	 2.16	 0.00
EC__1__8__1__4	1222.58	2157.40	1388.20	2653.05	1205.02	1621.98	 995.91	1310.16	1787.41	2386.39	 368.50	 624.05
EC__1__8__1__7	 74.27	 85.83	145.66	  6.40	 33.69	 89.16	  1.33	 22.90	313.67	  3.07	 25.75	  6.13
EC__1__8__1__8	 242.90	 447.35	 210.86	 863.54	 310.69	  17.98	 233.83	 517.65	 387.17	1140.75	  24.96	 342.50
EC__1__8__1__9	6050.84	7682.22	7863.09	7228.15	6398.82	8978.70	5954.16	7382.35	8037.94	7281.71	6120.00	4365.93
EC__1__8__2__1	0	0	0	0	0	0	0	0	0	0	0	0
EC__1__8__2__2	0	0	0	0	0	2	0	0	0	0	6	0
EC__1__8__4__11	2464.13	2337.65	2414.00	2169.94	1126.02	 704.36	1779.41	2490.81	 940.98	1886.32	 391.00	2343.55
EC__1__8__4__12	2277.63	2295.65	1307.00	1813.94	 993.52	 582.36	1496.41	2336.81	 820.98	1352.32	 343.00	1962.55
EC__1__8__4__8	  24.50	  74.45	1204.46	 114.27	  88.97	  19.08	  76.58	 110.47	  83.96	  98.99	 138.08	 372.25
EC__1__8__5__2	  3.25	 47.76	201.00	 52.51	  5.00	 13.75	 15.25	 18.00	 21.00	  4.25	  1.00	  6.51
EC__1__8__5__3	 70.14	 25.50	 17.43	153.00	 17.39	118.14	  0.50	 17.50	 77.71	  6.50	  6.78	 24.50
EC__1__8__7__1	0.0	2.5	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	1.0	0.0
EC__1__8__98__1	165.00	270.51	564.00	623.49	317.49	 24.00	808.50	656.01	 66.00	372.00	105.00	190.50
EC__1__8__99__2	16.00	10.00	84.66	32.00	 2.00	 8.00	 8.00	 6.00	 6.00	 2.00	28.00	 0.00
EC__1__8__99__3	 8	 0	 0	 0	 0	 4	 0	 2	 2	 0	14	 0
EC__1__8__99__5	 8	 0	 0	 0	 0	 4	 0	 2	 2	 0	14	 0
EC__1__9__3__1	  6.0	130.5	  3.0	  0.0	  1.5	  7.5	 27.5	  6.0	  0.0	  3.0	  0.0	  6.0
EC__1__97__1__4	13887.74	16791.40	19983.40	16020.06	13139.32	18195.56	15178.08	21940.08	16933.38	18546.20	15349.94	11795.19
EC__1__97__1__9	871.75	267.73	226.63	134.66	229.42	279.50	 98.00	180.33	142.38	215.33	 74.64	 46.00
EC__2__1__1__10	257.97	467.00	189.06	163.40	 84.80	170.77	188.67	130.13	363.29	144.40	 68.13	 95.47
EC__2__1__1__104	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	1.00
EC__2__1__1__107	1860.52	2785.06	2238.39	2483.31	1627.28	2952.77	1665.25	3639.74	2172.66	1943.49	2053.54	 440.17
EC__2__1__1__113	5	0	0	0	0	0	0	0	0	2	0	0
EC__2__1__1__13	3656.09	4913.58	4558.60	5087.54	3280.72	6766.42	4501.33	5463.06	6080.71	4799.58	2785.33	3569.67
EC__2__1__1__130	2331.20	2543.69	1480.84	2648.04	1582.58	2631.83	2665.42	1630.26	2549.74	3578.83	 397.13	2104.34
EC__2__1__1__131	2426.25	2757.90	1519.83	2755.00	1745.50	2808.50	2769.42	1383.25	2311.74	2602.00	 430.38	1941.67
EC__2__1__1__132	1116.03	2500.02	1321.35	2740.70	1850.58	3218.91	2234.75	2295.59	2810.25	4220.16	 453.00	 777.17
EC__2__1__1__133	2427.25	2758.90	1519.83	2755.00	1746.50	2808.50	2769.42	1383.25	2312.74	2603.00	 430.38	1941.67
EC__2__1__1__14	 588.77	1025.75	2271.16	 250.40	1744.19	2086.25	 773.33	2942.56	1178.00	 366.07	5035.55	 215.88
EC__2__1__1__144	11.14	 6.00	 3.43	 3.00	 7.39	 7.39	 7.00	 9.25	33.96	 3.00	 9.78	 0.00
EC__2__1__1__148	1142.25	1400.90	2060.50	 777.00	 880.50	 853.95	1579.75	 662.55	 267.75	 337.50	 322.25	2222.50
EC__2__1__1__151	2331.20	2543.19	1480.84	2648.04	1582.58	2629.33	2665.42	1630.26	2549.74	3578.83	 397.13	2104.34
EC__2__1__1__152	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__1__1__163	1166.13	 594.22	 218.43	 856.01	 347.47	 296.09	 276.08	 561.24	 387.96	1148.25	  47.33	 376.92
EC__2__1__1__166	25.14	12.17	 8.43	55.00	 0.89	 6.39	 0.00	 4.00	43.21	 0.00	10.08	 9.00
EC__2__1__1__170	3279.72	4410.57	3983.00	4113.44	3108.52	4132.69	3784.00	4491.96	3888.32	4178.65	2658.33	3105.80
EC__2__1__1__171	1310.80	1243.33	 621.93	1717.83	 800.89	2255.89	1407.66	1774.27	1922.20	1975.17	 156.25	 342.33
EC__2__1__1__172	 372.52	 554.83	 789.99	  96.40	 674.94	 459.91	 281.58	2199.90	 955.67	   3.07	2022.25	 109.13
EC__2__1__1__173	  6.64	 37.67	 14.43	 92.50	  9.89	270.39	 15.00	  8.50	201.71	 21.50	  1.58	 10.00
EC__2__1__1__174	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__1__1__176	3109.10	4006.56	3846.00	3394.89	2803.94	4130.49	3552.83	4088.98	3593.24	3059.90	2659.33	2784.30
EC__2__1__1__177	3277.72	4605.67	4070.00	4134.27	3524.02	4090.69	3863.33	4594.96	3846.32	4217.65	2706.33	3132.30
EC__2__1__1__178	 4.14	 0.00	 3.43	 0.00	 0.89	 6.39	 0.00	 1.00	30.21	 0.00	 8.08	 0.00
EC__2__1__1__181	  1.64	 20.80	170.43	 45.25	  3.89	  6.14	 16.50	  3.25	 41.71	  3.25	  1.08	  2.25
EC__2__1__1__182	3280.72	4415.57	4043.00	4114.77	3111.52	4134.69	3785.33	4594.96	3888.32	4196.65	2670.33	3108.80
EC__2__1__1__184	137.25	419.00	280.00	 14.50	 17.50	 13.00	262.25	 44.00	  6.00	  2.25	 78.00	 76.25
EC__2__1__1__185	3356.72	4394.57	4088.00	4118.77	3151.52	4173.49	3791.33	5828.16	3891.32	4181.65	2698.33	3094.47
EC__2__1__1__186	 5.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 1.00	31.21	 0.00	 2.08	 0.00
EC__2__1__1__187	1365.52	1596.66	2912.16	1155.90	1609.94	1212.16	1881.08	3001.40	1302.17	 555.07	2366.75	2316.13
EC__2__1__1__189	 5.14	12.67	 9.43	 2.00	 1.89	16.39	 0.00	 2.00	35.21	 2.00	 2.08	 1.00
EC__2__1__1__190	4373.80	6363.40	6849.84	5925.43	4862.77	6986.02	5671.58	8856.79	6338.49	6358.48	4926.33	3949.80
EC__2__1__1__191	4099.55	5435.90	5873.34	5634.09	3763.52	5231.85	5065.49	5392.46	5045.16	6800.48	3023.83	4006.30
EC__2__1__1__192	3328.97	4449.82	4058.00	4262.27	3145.52	4134.44	3790.58	4701.96	3839.32	4238.65	2648.33	3121.80
EC__2__1__1__193	3203.72	4152.57	3953.00	3851.27	2883.52	3970.19	3671.16	4422.96	3611.33	3976.65	2612.00	3041.63
EC__2__1__1__195	1941.95	2932.69	1190.84	3130.04	1953.08	2800.58	2262.67	1721.51	2475.99	3697.83	 365.88	 784.84
EC__2__1__1__196	953.25	  3.50	  8.00	148.00	 16.50	185.00	 49.92	 13.25	 49.24	  0.00	 28.38	 34.17
