	F0008	F0014	F0026	F0032	F0052	F0056	F0058	F0066	F0076	F0078	F0082	F0084	F0098	F0099	F0100	F0117	F0130	F0138	F0139	F0141	F0145	F0148	F0153	F0155	F0170	F0171	F0177	F0181	H0001	H0013	H0020	H0054	H0055	H0060	H0063	H0065	H0070	H0074	H0085	H0086	H0148	H0149	H0172	H0180	H0202	H0210	H0211	H0270	H0277	H0280	H0281	H0289	H0303	H0322	H0323	H0349	H0368	H0372	H0377	H0391	H0392	H0407	H0427	H0447	H0456	H0475	H0479	H0741
F0082	1.802179434	1.78415298	1.751823578	1.762480264	1.595622768	1.692090214	2.027454888	1.736915824	1.912074384	2.026359154	0.0	1.675078612	1.627817708	1.758000158	2.34845014	2.120209454	1.63562716	2.00383957	1.42661212	1.829720486	1.769110664	1.742950128	1.8584077	1.83253313	1.53980472	1.697191052	1.468837358	1.767781416	2.098259442	1.960901602	1.50210648	1.551231372	1.596229636	2.40238944	1.62500495	1.78813975	1.731190728	1.923980406	1.665962122	1.921438336	1.707349732	1.85920477	1.639048648	1.591060702	1.868577682	2.031309034	1.954326728	2.140171398	1.760141732	1.98810021	1.24598606	1.608844488	1.84262997	1.842296122	1.731950568	1.882190752	1.974595098	2.053849008	1.923265086	2.00233325	1.892052502	1.82731314	1.626236126	1.934976212	1.953339938	1.765234174	1.843241822	1.944422064
F0084	0.920585722	0.866277756	0.939917282	1.20787548	1.223325208	1.479847102	1.336413612	1.019808008	1.267828036	1.290644062	1.675078612	0.0	1.02668014	0.938485422	2.132398332	2.090410982	1.27933056	1.735635166	1.12033202	1.537426142	0.926670784	1.125896876	1.233493492	1.409633594	1.088192716	0.851284388	0.900761582	1.273779512	1.792422718	1.266710846	1.391021464	1.704143732	1.069996636	2.15218718	1.185037202	0.804923394	0.763175568	2.038049866	1.269172558	1.349830168	1.364179972	1.247456746	1.076821256	1.064788166	0.992187998	1.439498082	1.227300848	1.950124038	0.972587104	1.350575862	1.132988004	1.365060836	1.025923034	1.090470826	0.759377272	1.295043996	1.850947474	1.463938524	1.245910434	1.611977914	1.420738026	1.49801964	1.034565886	1.361473952	1.323548994	0.965883838	1.451237918	1.491546232
F0098	1.285975458	1.016812848	1.069798522	1.203998644	1.37150158	1.461815038	1.454232224	0.993347676	1.180450148	1.305345326	1.627817708	1.02668014	0.0	1.144152398	2.083893876	2.071672034	1.402595488	1.661399482	0.942419616	1.376763598	0.850160284	0.909561784	1.24575742	1.43365517	0.70279744	0.773613912	1.083193298	1.209426576	1.887257178	1.378715906	1.296343956	1.605922804	1.216295688	2.242405688	1.089347286	1.228692422	1.28961678	2.061227026	1.476113402	1.537122872	1.473512256	1.451059174	1.165842392	1.198882638	1.013395294	1.536278682	1.246849964	1.99231905	1.152676944	1.429833946	1.385350516	1.39795584	1.33519037	1.027674826	1.148450052	1.488896868	1.900452914	1.61167748	1.41656041	1.81523557	1.682222042	1.658378316	1.233441042	1.497162236	1.47726101	1.448846458	1.60150269	1.568991868
F0099	1.129197652	0.919436942	0.76775176	0.855836622	1.251058858	1.084600056	1.241539686	0.814710598	1.005297442	1.07087078	1.758000158	0.938485422	1.144152398	0.0	1.80974377	1.878822756	1.144671914	1.387002576	1.189406766	1.172659964	0.944322822	0.99650379	1.04860887	1.23813006	0.974895326	1.04574819	0.664011236	1.024926734	1.402599876	1.068314672	1.44917177	1.641838422	1.143333818	1.921898686	1.194744388	1.244508956	1.377388274	2.115820956	1.290490736	1.211365806	1.316117494	1.208136784	1.624462898	1.151029664	1.017106404	1.011568488	0.97782501	1.527996656	1.016976078	1.033051744	1.685476746	1.43611787	0.867936896	0.975629724	1.344784498	1.053810754	1.468150592	1.290068562	1.187827756	1.34790056	1.14644338	1.166053642	1.140759388	1.24530661	1.2743031	1.482855092	1.2844933	1.234411182
F0100	2.173014898	1.916344424	1.798825782	1.771533972	2.018489428	1.724315918	1.606299188	1.800860664	1.620945936	1.50620513	2.34845014	2.132398332	2.083893876	1.80974377	0.0	1.397204374	1.821876284	1.552083562	2.072056988	1.534192314	1.861018452	1.712861508	1.830023968	1.935351906	1.968265192	2.000337192	1.931520046	1.806888064	1.61177521	1.591334154	2.27743532	2.40867094	1.971211948	1.964459932	1.98792003	2.066023122	2.309166348	2.713020662	2.040995178	1.48548172	2.088955572	1.947234078	2.460431984	2.014247858	1.795581206	1.454296662	1.55629378	1.639757398	1.809573092	1.434418298	2.457867512	2.229956076	1.841518154	1.793559758	2.211364608	1.52229766	2.002243974	1.313517852	1.888264102	1.734926698	1.92777057	1.930321916	2.031547174	1.700553556	1.803061746	2.377705918	1.798030414	1.604657628
F0117	2.136512972	1.917499082	1.931599268	1.75315429	1.985630758	1.69506788	1.763594786	1.884738318	1.797836158	1.651838724	2.120209454	2.090410982	2.071672034	1.878822756	1.397204374	0.0	1.730661094	1.841787868	1.968429274	1.567130604	1.87696949	1.895932466	1.996997114	1.957549116	1.89697019	1.99459737	1.823464764	1.985040082	1.850014396	1.787317184	2.287309486	2.32790401	1.967831286	2.136518806	1.993968892	1.914506116	2.221887042	2.637770084	1.986964248	1.62504207	2.112535794	1.978417376	2.307794466	1.989428588	1.837818936	1.680226284	1.74729461	1.742583424	1.715095274	1.71415998	2.272335774	2.177747622	1.88983218	1.81559468	2.225142382	1.72542621	1.8105245	1.454770158	1.892320312	1.929224488	1.867650344	1.909934158	2.023938988	1.927324438	1.94363718	2.26716598	1.91595964	1.604603782
F0130	1.17106081	1.190998128	1.062201074	0.843085872	1.013428576	1.117978766	1.163549192	1.10897272	1.0935308	1.315034602	1.63562716	1.27933056	1.402595488	1.144671914	1.821876284	1.730661094	0.0	1.39469187	0.913109676	1.137745862	1.29316818	1.2492293	1.24301594	1.192380494	1.210842392	1.402742676	1.12252973	1.111472928	1.387054026	1.034434182	1.572956716	1.75246128	1.073454292	1.815642864	1.485256666	1.330994578	1.45355066	2.078432414	1.021354046	1.068172468	1.179876132	1.031479082	1.649045184	1.070278382	1.343920262	1.072724906	1.233783252	1.505687514	1.081790752	1.16780777	1.628835644	1.388274988	1.077229898	1.218523546	1.478266068	1.3668724	1.409035946	1.249537616	0.896187434	1.110660522	1.092597822	1.283551248	1.13247781	0.986229088	1.161516798	1.497963178	1.259695262	1.17194912
F0138	1.727101504	1.574860678	1.413806844	1.254929346	1.614546538	1.128564996	1.632627738	1.52672527	1.56285689	1.57969674	2.00383957	1.735635166	1.661399482	1.387002576	1.552083562	1.841787868	1.39469187	0.0	1.638427806	0.945140696	1.63234889	1.53344967	1.14913793	1.36866412	1.245638962	1.670007854	1.511743376	1.369714206	1.257628932	1.483952252	1.937300986	1.694964626	1.609033118	1.472315538	1.824951904	1.617006368	1.88213437	2.210654168	1.647348836	1.58078379	1.42544499	1.494886408	1.849210074	1.61821182	1.65338314	1.474404212	1.503454238	1.300277656	1.58810305	1.306520532	1.880232922	1.734459698	1.317492276	1.601533384	1.873031506	1.651611542	1.638566532	1.657997654	1.516029464	1.345783272	1.56712532	1.474803738	1.617582104	1.479250782	1.6712797	1.883284024	1.426111716	0.989522882
F0139	1.362650322	1.243903236	0.98961461	1.11839918	1.0973851	1.32102205	1.44200104	0.804505804	1.048070652	1.38574369	1.42661212	1.12033202	0.942419616	1.189406766	2.072056988	1.968429274	0.913109676	1.638427806	0.0	1.43201983	1.21237894	0.860336056	1.472694496	1.27967625	0.871707804	1.18031506	0.987765918	1.09832262	1.730721402	1.29333601	0.819281008	1.536130076	0.985916144	2.10759554	0.743297478	1.497022638	1.339361456	1.892565742	1.23833081	1.390778536	1.3178935	1.479338926	1.564425416	0.969979998	1.30261195	1.436123038	1.253237928	1.833233122	1.144585592	1.330785114	1.453173408	1.120558924	1.418903538	1.260651962	1.31171526	1.480736276	1.697436954	1.491312384	1.380465474	1.600445102	1.481504366	1.564448432	1.03125315	1.389614572	1.373088218	1.538974854	1.570242554	1.530354896
F0141	1.489079048	1.287382394	1.237385992	1.02237899	1.417955942	1.168632064	1.15422025	1.200878982	1.03800937	1.191336716	1.829720486	1.537426142	1.376763598	1.172659964	1.534192314	1.567130604	1.137745862	0.945140696	1.43201983	0.0	1.20869059	1.177525406	1.102783018	1.151887408	1.084268922	1.338694786	1.257939204	1.11534015	1.541447592	1.1149091	1.739114346	1.523764162	1.37747237	1.85339209	1.401757924	1.412986988	1.67799853	2.030208764	1.404516916	1.108151662	1.186688542	1.470048732	1.658566378	1.415875396	1.182362644	1.096544948	1.109993618	1.628128748	1.219843854	1.153666936	1.707732302	1.545301062	1.267889704	1.168262744	1.605094414	1.202476122	1.703479304	1.236245366	1.424591332	1.513583852	1.465274064	1.27557757	1.40524184	1.327230958	1.342226696	1.702067404	1.512420696	1.102194962
F0145	1.116726974	0.578720412	0.95645341	1.16377146	1.223017648	1.411764386	1.075991632	0.951265108	1.01987556	0.799082058	1.769110664	0.926670784	0.850160284	0.944322822	1.861018452	1.87696949	1.29316818	1.63234889	1.21237894	1.20869059	0.0	0.884327416	1.253429524	1.301442374	1.073299328	0.406871104	1.061156046	1.225236488	1.714570398	1.084118626	1.482414356	1.731485668	1.076340224	2.087373352	1.137279786	1.092698682	1.273357836	2.066629078	1.29457301	1.132505252	1.413050896	1.348783034	1.23971934	1.068770022	0.516959978	1.203237198	0.960045868	1.860594178	1.040890696	1.100369054	1.475196232	1.398899516	1.189104074	0.456649478	1.134370796	1.200409552	1.800434402	1.245202844	1.241216114	1.591596694	1.489331922	1.48865202	1.065001954	1.28476902	1.22749501	1.29179743	1.49256599	1.463268152
F0148	1.316376034	1.03811542	0.78805229	1.09323224	1.162750844	1.368251402	1.14430368	0.546773144	0.757875748	1.070641246	1.742950128	1.125896876	0.909561784	0.99650379	1.712861508	1.895932466	1.2492293	1.53344967	0.860336056	1.177525406	0.884327416	0.0	1.411509788	1.28530267	0.897644372	0.91833242	1.024474886	0.723066408	1.653808262	1.047398834	1.12207484	1.661683604	0.97988116	2.090201828	0.819717362	1.312613994	1.414470796	2.062409858	1.277038754	1.173697348	1.334046572	1.519483454	1.633022576	0.985676606	0.992455698	1.20024819	1.013801048	1.876950918	1.002343412	1.063189506	1.67148248	1.285918012	1.389636422	0.964810974	1.270318504	1.076370684	1.748456018	1.305648288	1.396807238	1.596751906	1.489066346	1.430487064	1.045265174	1.296487004	1.25440331	1.571645914	1.632537806	1.483864416
F0153	1.032615698	1.034527604	1.06765957	1.099045644	1.441860716	1.082914938	1.510978888	1.302704524	1.386799168	1.298967686	1.8584077	1.233493492	1.24575742	1.04860887	1.830023968	1.996997114	1.24301594	1.14913793	1.472694496	1.102783018	1.253429524	1.411509788	0.0	1.246800706	0.913636528	1.283569892	1.240185518	1.183253548	1.347425522	1.405007402	1.781150484	1.493655396	1.42633232	1.755259924	1.68798245	1.298747594	1.377071108	2.126683342	1.45540039	1.482025304	1.24108542	0.96929037	1.396667408	1.435455134	1.221538938	1.311974926	1.320435672	1.41623861	1.361684768	1.232363318	1.43129206	1.583261884	0.825179082	1.266909326	1.411300308	1.567381716	1.467332206	1.5788795	1.190799562	1.250098486	1.364824526	1.395939528	1.410128382	1.432343316	1.58628913	1.394828374	1.023651158	1.135169548
F0155	1.494952764	1.31435619	1.286483648	1.182277422	1.418423866	1.349660804	1.490132826	1.251746494	1.305545098	1.342065308	1.83253313	1.409633594	1.43365517	1.23813006	1.935351906	1.957549116	1.192380494	1.36866412	1.27967625	1.151887408	1.301442374	1.28530267	1.246800706	0.0	1.12225883	1.315311174	1.165082512	1.260736294	1.559118472	1.356562412	1.590276034	1.409216342	1.310925546	1.74983457	1.489388484	1.247673392	1.613051294	1.721562116	1.469147948	1.45742339	1.209233918	1.611189968	1.504310874	1.302892988	1.213517748	1.476441976	1.336998162	1.599174064	1.309053738	1.366996148	1.624430646	1.488578762	1.334157224	1.185321204	1.597246378	1.409921494	1.706601368	1.425854758	1.370773524	1.649587368	1.36616216	1.502935534	1.240942852	1.447376994	1.499052472	1.699544216	1.644122684	1.355727558
F0170	1.291599398	1.099351424	0.890764766	0.941232336	1.279323324	1.176161562	1.425305036	0.871724296	1.094918252	1.210370394	1.53980472	1.088192716	0.70279744	0.974895326	1.968265192	1.89697019	1.210842392	1.245638962	0.871707804	1.084268922	1.073299328	0.897644372	0.913636528	1.12225883	0.0	1.037471396	0.825674618	0.937625052	1.651026246	1.301270102	1.25244956	1.291660992	1.158636132	1.924387148	1.11928189	1.375833498	1.394207528	1.898077066	1.381574482	1.441590616	1.123841976	1.433905434	1.453530756	1.143786826	1.105120426	1.394608442	1.165630808	1.72692241	1.08445698	1.276808674	1.378358392	1.285689072	1.228920998	1.103462718	1.355109316	1.392150596	1.616493802	1.521267952	1.344345986	1.58253727	1.414592654	1.487351	1.12236149	1.458409548	1.43249207	1.545429838	1.471591638	1.36848754
F0171	1.162180538	0.649807484	1.051611786	1.25306654	1.225272112	1.499624338	1.26446164	1.07156454	1.18126042	0.96031449	1.697191052	0.851284388	0.773613912	1.04574819	2.000337192	1.99459737	1.402742676	1.670007854	1.18031506	1.338694786	0.406871104	0.91833242	1.283569892	1.315311174	1.037471396	0.0	1.04355163	1.233222464	1.797094678	1.211574206	1.41982752	1.653482076	1.097324228	2.141633572	1.085631678	1.003230622	1.199198436	1.98112003	1.320998186	1.32566266	1.430624308	1.42910879	1.155521956	1.090583886	0.624325746	1.414876338	1.118308772	1.923747594	1.112100736	1.224683986	1.374654484	1.355965612	1.231691666	0.625184502	1.086030456	1.314353636	1.874325258	1.424862244	1.348673946	1.727541466	1.580004086	1.53044172	1.023661234	1.370849084	1.339770318	1.31730393	1.573913894	1.534095816
F0177	1.311007136	1.108456354	1.006117128	0.98759515	1.241135414	1.229244868	1.411031074	0.969058318	1.111516562	1.196615248	1.468837358	0.900761582	1.083193298	0.664011236	1.931520046	1.823464764	1.12252973	1.511743376	0.987765918	1.257939204	1.061156046	1.024474886	1.240185518	1.165082512	0.825674618	1.04355163	0.0	1.07039853	1.566844436	1.27593002	1.281472438	1.501468766	1.105726862	1.940937002	1.144472984	1.306676848	1.376274758	1.934458176	1.3062135	1.337227394	1.282946754	1.444936884	1.544282134	1.130945312	1.137579992	1.293063764	1.180345258	1.711629436	1.096168362	1.256311796	1.500211406	1.317858382	1.050233172	1.128400088	1.348692822	1.001721958	1.561234384	1.394501346	1.373158632	1.559667392	1.238492932	1.23173819	1.050268304	1.37442901	1.39241602	1.508475908	1.460802776	1.39824673
F0181	1.338928914	1.194350168	0.72562753	0.817611548	1.170897916	1.173306074	1.318984748	0.794338672	0.942962848	1.195126826	1.767781416	1.273779512	1.209426576	1.024926734	1.806888064	1.985040082	1.111472928	1.369714206	1.09832262	1.11534015	1.225236488	0.723066408	1.183253548	1.260736294	0.937625052	1.233222464	1.07039853	0.0	1.490848278	1.133069042	1.37794632	1.586090096	1.174044572	1.898441508	1.320319082	1.538466614	1.53371902	2.041170162	1.184165778	1.265556	1.188260872	1.384350718	1.74503724	1.172193718	1.213841618	1.14440881	1.142493944	1.620516806	1.146892672	1.095402818	1.725775056	1.374308252	1.252093338	1.193827818	1.506264504	1.37813286	1.51956901	1.418435264	1.348519146	1.384632238	1.344749938	1.328223204	1.15159593	1.229490204	1.260652582	1.672094766	1.455566218	1.35674284
