	F0008	F0014	F0026	F0032	F0052	F0056	F0058	F0066	F0076	F0078	F0082	F0084	F0098	F0099	F0100	F0117	F0130	F0138	F0139	F0141	F0145	F0148	F0153	F0155	F0170	F0171	F0177	F0181	H0001	H0013	H0020	H0054	H0055	H0060	H0063	H0065	H0070	H0074	H0085	H0086	H0148	H0149	H0172	H0180	H0202	H0210	H0211	H0270	H0277	H0280	H0281	H0289	H0303	H0322	H0323	H0349	H0368	H0372	H0377	H0391	H0392	H0407	H0427	H0447	H0456	H0475	H0479	H0741
F0082	0.754253989258	0.831933690209	0.862837058008	0.844144593618	0.869351166112	0.733736903018	0.834507784959	0.88209454485	0.86988557415	0.850623230296	0.0	0.790299595454	0.795314951423	0.825809344651	0.792912986057	0.751505069854	0.800079817247	0.817296789034	0.822475293333	0.822925293428	0.864046495296	0.865135697623	0.837301545427	0.798121554552	0.829283158977	0.82796906998	0.798425165834	0.838247207958	0.808851323409	0.843503769276	0.77736027164	0.725629124986	0.890465747831	0.765351364256	0.798578236596	0.761799361028	0.807352763715	0.711551888728	0.872482329095	0.855598660208	0.827113735616	0.761019648658	0.762633443736	0.883621612742	0.846461467983	0.842526818233	0.8660863838	0.723212235758	0.810811616826	0.849565784683	0.739747040131	0.889485359748	0.785820573558	0.826110458315	0.812163072561	0.827351756119	0.785514647808	0.844341276374	0.765587447387	0.750123191005	0.731595797463	0.852327842398	0.896443392547	0.813975779306	0.863698184236	0.75554480764	0.757002939546	0.836213871969
F0084	0.633667498743	0.653982182428	0.68687440322	0.704897052325	0.739852210543	0.665733717682	0.64314284134	0.721977697097	0.702537266506	0.679926402393	0.790299595454	0.0	0.678279140771	0.694744818929	0.786076804129	0.703319502898	0.695215513919	0.714355992754	0.672690346236	0.705626611695	0.677841933522	0.711864051265	0.678255995585	0.72349538419	0.707281187868	0.686128733637	0.75796069836	0.722585988028	0.64117662995	0.651917084595	0.673834898037	0.708579007439	0.759691925038	0.681724419756	0.670013651925	0.537693353441	0.549981637118	0.666474986752	0.760196648354	0.689374166413	0.677456062695	0.660147601433	0.528166758015	0.751751842087	0.678810653282	0.702990676803	0.690966654961	0.656807370815	0.548715328932	0.639331892223	0.558963082476	0.766962572561	0.655151629229	0.661726377805	0.520285475138	0.711407457768	0.693141343429	0.694489010943	0.633430988335	0.631835584857	0.645050415695	0.751634967259	0.761281423316	0.654460157951	0.674298842604	0.501610475301	0.674353381843	0.697403602532
F0098	0.671954615042	0.698032563564	0.721435493116	0.710157950997	0.775262662258	0.679449540069	0.677257796169	0.746247248893	0.728823826244	0.722975348042	0.795314951423	0.678279140771	0.0	0.706381372656	0.719395055129	0.771942955979	0.684534372823	0.680187391584	0.70917218882	0.652259300913	0.72850821001	0.709989534567	0.576004240473	0.674957804038	0.559226823246	0.720430946635	0.728639708783	0.71730653318	0.683481360436	0.69648068165	0.721345001135	0.683534125895	0.78096127957	0.713189192304	0.701224455705	0.686686547565	0.700422638441	0.718450190154	0.773030123258	0.743644419691	0.692568797573	0.687593461411	0.702354087469	0.777791509038	0.730984636175	0.705705722666	0.728002122601	0.692237429786	0.697914443405	0.700080376304	0.707264200839	0.802916651565	0.690455517232	0.70298400351	0.697152986683	0.725979127511	0.735413526337	0.722852722835	0.691731209459	0.683923498757	0.669210644397	0.742157923625	0.79173884093	0.704844886092	0.718777076151	0.702283990172	0.690464484924	0.721172988964
F0099	0.716310265915	0.729774125402	0.723912599363	0.713302978072	0.784319092955	0.676697982705	0.699134148435	0.75303763106	0.727152416733	0.735524522698	0.825809344651	0.694744818929	0.706381372656	0.0	0.762747965511	0.797384413584	0.745777925785	0.706905497814	0.739434757443	0.680388580915	0.733497322	0.728910408602	0.707990264228	0.739477724395	0.69163330606	0.727410282384	0.648554520329	0.712592499668	0.684120245847	0.711240214469	0.721661619621	0.757740755525	0.784968344726	0.717584042801	0.72260147602	0.717359323347	0.709869278532	0.755875514885	0.78463172569	0.740734300343	0.724221642429	0.701946359364	0.720569155015	0.785053855622	0.727846945777	0.706352760951	0.731790004979	0.713053748988	0.712627245367	0.693900533127	0.73599037343	0.789464617358	0.679042306383	0.719543398559	0.68773930959	0.752873953968	0.713322794846	0.724235844984	0.706359366558	0.701379568224	0.716224984859	0.771818203217	0.788740172099	0.714974261034	0.716244398747	0.70782419793	0.706440112849	0.751215709205
F0100	0.763896467648	0.779539959758	0.79290054373	0.751454260091	0.835592586372	0.722110101715	0.747138911226	0.797291349291	0.77165982578	0.763330618725	0.792912986057	0.786076804129	0.719395055129	0.762747965511	0.0	0.758316759141	0.786679729108	0.7299230857	0.762697431622	0.709470191361	0.797414385731	0.784606387737	0.735567306159	0.696509873065	0.727726526647	0.797607617508	0.720066185984	0.770249828887	0.73956722046	0.761151767909	0.757647931284	0.74984533349	0.833549228404	0.719898813272	0.755542687222	0.767188922778	0.768269215352	0.760832615152	0.835637024254	0.787626281032	0.783396035926	0.776910970324	0.802376244457	0.846260552455	0.782632593674	0.765319494394	0.792938820891	0.700869740299	0.771642626611	0.763125023795	0.787674237696	0.845424742329	0.718893818435	0.772989433692	0.753808622233	0.733009098499	0.759397615769	0.763788177967	0.774498169155	0.735170484227	0.741755469637	0.792868772785	0.841393228049	0.739499645907	0.783249257352	0.781996503755	0.744452143524	0.757847004779
F0117	0.738610512361	0.787909712998	0.824333997934	0.801619339163	0.831752601975	0.729173398166	0.784187601282	0.834841830763	0.820700524825	0.81369376742	0.751505069854	0.703319502898	0.771942955979	0.797384413584	0.758316759141	0.0	0.777604890972	0.761379128931	0.769247971814	0.75943765357	0.814377132614	0.793866442491	0.769926884926	0.752210552835	0.800618756305	0.801789349577	0.777277390486	0.795294481291	0.727091027675	0.774009748726	0.779889767388	0.755176281297	0.845641903617	0.711287600871	0.775169062981	0.703551425964	0.742255672933	0.716830348758	0.832930732667	0.813627740116	0.787693742641	0.722340649703	0.685306262917	0.844305374248	0.822376922258	0.803217082503	0.82625293828	0.665039548792	0.754533746004	0.791948198633	0.714855265467	0.84874296687	0.738819900586	0.796936636895	0.734464436951	0.740458668614	0.723431130222	0.80174315596	0.711858938102	0.697749171982	0.716221704968	0.783093069529	0.850879153493	0.753354929656	0.819885982068	0.685979322065	0.728776253738	0.745628976591
F0130	0.639400841809	0.670036480335	0.693827890759	0.69284041513	0.699074368744	0.694283821429	0.647717044519	0.729923963431	0.711800292	0.701690157094	0.800079817247	0.695215513919	0.684534372823	0.745777925785	0.786679729108	0.777604890972	0.0	0.723114140961	0.539497294462	0.719165468625	0.707222244485	0.725434290348	0.688259088687	0.715357128412	0.727665534331	0.693929996334	0.781245056412	0.71601457041	0.621284910133	0.656947707473	0.751248242136	0.7346161851	0.713667718355	0.72254284517	0.719286933582	0.674150993614	0.711822003565	0.744673886204	0.672301610831	0.703437438584	0.677643107493	0.606353072114	0.684871726583	0.716781628003	0.726000562102	0.688163127689	0.710282720323	0.690768121567	0.678418658908	0.641890770273	0.685600102514	0.724068422254	0.65992694176	0.697277183858	0.707882737673	0.695619532989	0.689326084448	0.71727664058	0.572025834632	0.605490543188	0.614223636041	0.695747555984	0.738344086739	0.65192601172	0.690723552197	0.649248487608	0.674978363098	0.706096301497
F0138	0.698947055678	0.747262169821	0.752879677618	0.725605662306	0.803511665713	0.687249546002	0.70145730843	0.778354974717	0.734644973779	0.75574703182	0.817296789034	0.714355992754	0.680187391584	0.706905497814	0.7299230857	0.761379128931	0.723114140961	0.0	0.733596646674	0.529843267327	0.769768696909	0.722637092132	0.689919138375	0.654025094304	0.696083791314	0.775885067025	0.725069655304	0.70647931515	0.670830145857	0.726416170402	0.725184444515	0.737229462782	0.807881623755	0.688804979098	0.717961662053	0.716025026121	0.733059366204	0.769921694342	0.790015450668	0.763093785392	0.717220062907	0.687424905804	0.729640698566	0.811870713076	0.779829999662	0.717200792315	0.770493013342	0.663495854477	0.729644545024	0.71381367887	0.719231742864	0.815711027898	0.67933519648	0.759331399989	0.700055641116	0.722771267082	0.699598073197	0.770061935663	0.680957943033	0.648016356699	0.667938025549	0.724490809471	0.820801616028	0.72332183471	0.767671671751	0.695463441191	0.697350978082	0.703782405658
F0139	0.657789828318	0.6776010109	0.703195546599	0.684829787647	0.735424810884	0.698935595936	0.640841314742	0.698710872372	0.694727744946	0.692901817012	0.822475293333	0.672690346236	0.70917218882	0.739434757443	0.762697431622	0.769247971814	0.539497294462	0.733596646674	0.0	0.720476935009	0.690570204265	0.697874110927	0.713013237447	0.708323306539	0.726871496548	0.699284857414	0.771235519132	0.709476736565	0.661139539668	0.663218847908	0.680892295171	0.726148472766	0.753846809073	0.703173142601	0.690988586897	0.679853879186	0.71181277896	0.745444327444	0.725784179733	0.695559542965	0.67770699635	0.660946626472	0.703302883367	0.738863213981	0.696261003386	0.700470403583	0.71351253327	0.700850581074	0.691937375358	0.654500446497	0.713447521629	0.746197868761	0.684401639316	0.679693113153	0.685552861681	0.734299559421	0.712600372414	0.696432374193	0.641793730664	0.63233170953	0.661102557247	0.753496882372	0.733442336533	0.673360470902	0.696586907237	0.695489268989	0.697797920444	0.719783045444
F0141	0.701577599871	0.754552168652	0.740900288878	0.699900275769	0.801984788488	0.699805917384	0.704996079122	0.756896065662	0.714526183443	0.731608067035	0.822925293428	0.705626611695	0.652259300913	0.680388580915	0.709470191361	0.75943765357	0.719165468625	0.529843267327	0.720476935009	0.0	0.761145203492	0.711858738002	0.653717190269	0.654188328193	0.688630575303	0.778332956315	0.71187507998	0.707811619202	0.678819702177	0.719654028996	0.71803325119	0.72097499405	0.813350455798	0.705950131328	0.723959028036	0.71649676768	0.745505967426	0.742976649844	0.805420725492	0.737844622435	0.714465144141	0.701478674098	0.721858398396	0.805150889718	0.758030240652	0.697155195718	0.761609480115	0.679538514356	0.710714093962	0.707121627966	0.734512340124	0.817343817772	0.707732380073	0.738777911869	0.696119782777	0.681792766189	0.711498212565	0.725990291022	0.661831505904	0.690151960544	0.685422472124	0.711527091859	0.817357864585	0.709779184388	0.746429505857	0.692013358962	0.694598219639	0.663263801488
