response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
k_Bacteria__p_Firmicutes__c_Clostridia__o_unassigned__f_unassigned__g_unassigned	0.10	0.00	0.00	0.00	0.02	0.00	0.12	0.00	0.00	0.00	0.00	0.02
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Allobaculum	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Catenibacterium	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Clostridium_XVIII	 2.30	 9.14	10.10	 1.62	 0.72	 6.48	 4.84	16.66	13.98	 0.00	25.22	 1.64
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Coprobacillus	 6.02	 0.00	 0.40	 0.00	44.56	 0.02	 0.34	 0.18	 0.02	 0.00	56.22	 0.18
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Holdemania	0.18	0.00	0.02	0.02	0.06	0.06	0.00	0.06	0.00	0.00	0.00	0.02
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Solobacterium	0.00	0.02	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_Turicibacter	0.04	0.00	0.58	0.00	0.00	0.10	0.14	0.00	0.22	0.00	0.02	0.00
k_Bacteria__p_Firmicutes__c_Erysipelotrichia__o_Erysipelotrichales__f_Erysipelotrichaceae__g_unassigned	0.00	0.08	0.00	0.00	0.00	0.02	0.04	0.00	0.00	0.00	0.00	0.02
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Acidaminococcaceae__g_Acidaminococcus	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Acidaminococcaceae__g_Phascolarctobacterium	0.00	0.74	0.00	0.00	0.46	0.02	0.00	0.20	0.00	0.00	0.04	0.00
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Acidaminococcaceae__g_Succiniclasticum	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_Dialister	0.00	0.00	0.00	1.98	0.00	0.00	0.58	0.00	2.04	0.00	0.02	0.40
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_Megamonas	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_Veillonella	0.00	0.02	0.00	0.02	0.00	0.00	0.02	0.04	0.06	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_Veillonellaceae__g_unassigned	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Firmicutes__c_Negativicutes__o_Selenomonadales__f_unassigned__g_unassigned	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Firmicutes__c_unassigned__o_unassigned__f_unassigned__g_unassigned	0.02	0.04	0.04	0.02	0.06	0.02	0.76	0.00	0.00	0.02	0.00	0.04
k_Bacteria__p_Fusobacteria__c_Fusobacteria__o_Fusobacteriales__f_Fusobacteriaceae__g_Fusobacterium	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.02
k_Bacteria__p_Fusobacteria__c_Fusobacteria__o_Fusobacteriales__f_Leptotrichiaceae__g_Sneathia	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Lentisphaerae__c_Lentisphaeria__o_Victivallales__f_Victivallaceae__g_Victivallis	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Alphaproteobacteria__o_Kordiimonadales__f_Kordiimonadaceae__g_Kordiimonas	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Alphaproteobacteria__o_Rhizobiales__f_Hyphomicrobiaceae__g_Gemmiger	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Alphaproteobacteria__o_Rhodospirillales__f_Rhodospirillaceae__g_Azospirillum	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Alphaproteobacteria__o_Rhodospirillales__f_Rhodospirillaceae__g_Roseospira	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Alphaproteobacteria__o_unassigned__f_unassigned__g_unassigned	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Burkholderiales__f_Burkholderiaceae__g_unassigned	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Burkholderiales__f_Comamonadaceae__g_Comamonas	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Burkholderiales__f_Oxalobacteraceae__g_Oxalobacter	0.00	0.02	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Burkholderiales__f_Sutterellaceae__g_Parasutterella	0.40	0.20	0.00	1.02	0.00	0.00	0.00	0.06	0.24	0.00	0.04	0.08
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Burkholderiales__f_Sutterellaceae__g_Sutterella	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Burkholderiales__f_unassigned__g_unassigned	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Neisseriales__f_Neisseriaceae__g_Bergeriella	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Betaproteobacteria__o_Neisseriales__f_Neisseriaceae__g_Neisseria	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Deltaproteobacteria__o_Desulfovibrionales__f_Desulfovibrionaceae__g_Bilophila	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.02	0.00
k_Bacteria__p_Proteobacteria__c_Deltaproteobacteria__o_Desulfovibrionales__f_Desulfovibrionaceae__g_Desulfovibrio	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.12	0.00
k_Bacteria__p_Proteobacteria__c_Epsilonproteobacteria__o_Campylobacterales__f_Campylobacteraceae__g_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Citrobacter	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Cronobacter	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Enterobacter	0.00	0.00	0.06	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.02	0.00
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Erwinia	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_EscherichiaShigella	0.00	0.00	0.36	0.00	0.08	0.18	0.00	0.00	1.58	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Hafnia	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Incertae_sedis	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Kluyvera	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_Yersinia	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Enterobacteriales__f_Enterobacteriaceae__g_unassigned	0.02	0.00	0.00	0.00	0.00	0.08	0.00	0.00	1.64	0.00	0.10	0.00
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Pasteurellales__f_Pasteurellaceae__g_Haemophilus	0.02	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
k_Bacteria__p_Proteobacteria__c_Gammaproteobacteria__o_Pseudomonadales__f_Pseudomonadaceae__g_Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Proteobacteria__c_unassigned__o_unassigned__f_unassigned__g_unassigned	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Spirochaetes__c_Spirochaetes__o_Spirochaetales__f_Spirochaetaceae__g_Treponema	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Synergistetes__c_Synergistia__o_Synergistales__f_Synergistaceae__g_Cloacibacillus	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
k_Bacteria__p_Synergistetes__c_Synergistia__o_Synergistales__f_Synergistaceae__g_unassigned	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_TM7__c_Incertae_sedis__o_Incertae_sedis__f_Incertae_sedis__g_TM7_genera_incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria__p_Verrucomicrobia__c_Verrucomicrobiae__o_Verrucomicrobiales__f_Verrucomicrobiaceae__g_Akkermansia	0.06	0.00	0.00	0.08	0.02	0.00	0.02	0.00	0.00	0.18	0.00	0.00
k_Bacteria__p_unassigned__c_unassigned__o_unassigned__f_unassigned__g_unassigned	0.52	9.26	4.38	2.82	1.76	0.00	0.78	0.26	0.14	0.00	0.02	0.04
