Row.names	v1	response	LDA	p_value	log2_FC	Pvalue	fdr
K00001	2.11365937605037		NA	-	-0.110030520185027	0.937229437229437	0.993631208740043
K00002	0.608500159099009		NA	-	-0.936806114451521	0.518158905216104	0.903857576292682
K00003	2.95159646071907		NA	-	0.171402606837354	0.393939393939394	0.903857576292682
K00004	0.492947432367075		NA	-	0.833969408813514	0.0930735930735931	0.903857576292682
K00005	2.56748686930026		NA	-	0.294236776605747	0.393939393939394	0.903857576292682
K00007	0		NA	-	NA	NA	NA
K00008	2.79799870231966		NA	-	0.257952550312695	0.484848484848485	0.903857576292682
K00009	2.25695449662591		NA	0.016309171877755033	1.46860316986782	0.00865800865800866	0.903857576292682
K00010	2.17418274878524		NA	-	0.540643314593856	0.588744588744589	0.903857576292682
K00012	2.8443660482257		NA	-	-0.110014615804942	0.818181818181818	0.94353000759686
K00013	2.88230963932265		NA	-	0.0332783407733925	0.699134199134199	0.912345337877253
K00014	3.02469297771869		NA	-	0.183863311603504	0.588744588744589	0.903857576292682
K00015	0.845517116044879		NA	-	-1.0220041371438	0.393939393939394	0.903857576292682
K00016	2.89686059458727		NA	-	0.168744574379136	0.588744588744589	0.903857576292682
K00018	2.77262671417966		NA	-	-0.151662974092441	0.588744588744589	0.903857576292682
K00019	0.38631626879016		NA	-	0.553935546378446	0.377642391380866	0.903857576292682
K00020	2.38269106258372		NA	-	-0.0231110063698957	0.937229437229437	0.993631208740043
K00021	0		NA	-	NA	NA	NA
K00023	0		NA	-	-17.3466147247473	0.404656761927286	0.903857576292682
K00024	2.21715840196387		NA	-	-0.348348400085083	0.588744588744589	0.903857576292682
K00025	0		NA	-	NA	NA	NA
K00027	2.8243643200231		NA	-	0.160018187664962	0.484848484848485	0.903857576292682
K00029	1.93091083518479		NA	-	-0.308737318808128	0.588744588744589	0.903857576292682
K00030	2.30889361639908		NA	-	-0.536479752384356	1	1
K00031	2.76311218502148		NA	-	0.107205526327529	0.818181818181818	0.94353000759686
K00033	2.00865849726081		NA	-	-0.162430440500931	1	1
K00034	1.31883621122383		NA	-	-0.623581963998638	1	1
K00036	1.97009343889672		NA	-	-0.365435601964851	0.937229437229437	0.993631208740043
K00039	0		NA	-	NA	NA	NA
K00040	2.18827674711074		NA	-	-0.301471249016807	0.937229437229437	0.993631208740043
K00041	2.32802169610057		NA	-	-0.370754613346702	0.818181818181818	0.94353000759686
K00042	2.38908557262722		NA	-	-0.109138281865569	1	1
K00045	0.292362602308205		NA	-	1.42223275951616	0.627932089233878	0.912345337877253
K00046	2.58192458354796		NA	-	-0.118321516284313	0.818181818181818	0.94353000759686
K00048	2.72890951883439		NA	-	-0.261451824375891	0.484848484848485	0.903857576292682
K00050	1.64177794862563		NA	-	0.987126966357897	0.747920927964895	0.94353000759686
K00052	2.88888933048787		NA	-	0.0238068169558352	0.818181818181818	0.94353000759686
K00053	2.88151064386715		NA	-	0.048890084923504	0.818181818181818	0.94353000759686
K00054	1.17966142976206		NA	-	0.234677197112558	0.393939393939394	0.903857576292682
K00055	0.403001261187031		NA	-	-0.299589983920299	0.93607467706662	0.993631208740043
K00057	2.90400284883907		NA	-	0.0797254778531701	0.588744588744589	0.903857576292682
K00058	3.08099836216246		NA	-	0.0388976714013461	0.818181818181818	0.94353000759686
K00059	3.34388577428775		NA	-	0.0956632472166167	0.588744588744589	0.903857576292682
K00060	1.10808346744695		NA	-	-0.251197775935417	0.818181818181818	0.94353000759686
K00064	0		NA	-	-2.51095906426385	0.444846991577583	0.903857576292682
K00065	1.60607062868937		NA	-	0.133143637342955	0.699134199134199	0.912345337877253
K00066	0		NA	-	17.0246887938879	0.404656761927286	0.903857576292682
K00067	2.96966821663294		NA	-	-0.0730134884322614	0.699134199134199	0.912345337877253
K00068	2.04022200547664		NA	-	1.41536918451976	0.24025974025974	0.903857576292682
K00073	0.920693411072008		NA	-	-0.771419626949862	0.393939393939394	0.903857576292682
K00074	2.68752766988955		NA	-	0.17716086329729	0.588744588744589	0.903857576292682
K00075	2.93269640052234		NA	-	-0.00901984574363755	0.484848484848485	0.903857576292682
K00076	1.97173749797385		NA	-	-0.127730216642576	0.937229437229437	0.993631208740043
K00077	2.72232177636014		NA	-	-0.035695667973366	0.937229437229437	0.993631208740043
K00078	0.608500159099009		NA	-	-0.936806114451521	0.518158905216104	0.903857576292682
K00082	0.463136437420752		NA	-	0.313890752314345	1	1
K00086	0.361355593260814		NA	-	-1.34362619995379	0.30952380952381	0.903857576292682
