response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
otu27491__Anaerostipes_caccae__Blautia_coccoides__Blautia_luti__Blautia_producta__Blautia_schinkii__Clostridium_algidixylanolyticum__Clostridium_aminophilum__Clostridium_amygdalinum__Clostridium_bolteae__Clostridium_celerecrescens__Clostridium_fimetarium__Clostridium_hathewayi__Clostridium_indolis__Clostridium_lavalense__Clostridium_methoxybenzovorans__Clostridium_saccharolyticum__Clostridium_sphenoides__Clostridium_symbiosum__Clostridium_xylanolyticum__Clostridium_xylanovorans__Lactonifactor_longoviformis__Parasporobacterium_paucivorans__Pseudobutyrivibrio_ruminis__Robinsoniella_peoriensis__Roseburia_inulinivorans__Ruminococcus_gauvreauii	0.00	0.00	0.00	0.02	0.06	0.12	0.04
otu28497__Clostridium_bartlettii__Clostridium_metallolevans	0	0	0	0	0	0	0
otu29244__Clostridium_cellulosi__Heliobacillus_mobilis__Papillibacter_cinnamivorans__Ruminococcus_champanellensis__Sporobacter_termitidis	0	0	0	0	0	0	0
otu29325__Paenibacillus_alvei__Paenibacillus_caespitis__Paenibacillus_camelliae__Paenibacillus_chitinolyticus__Paenibacillus_donghaensis__Paenibacillus_glucanolyticus__Paenibacillus_graminis__Paenibacillus_granivorans__Paenibacillus_jilunlii__Paenibacillus_lactis__Paenibacillus_montaniterrae__Paenibacillus_provencensis__Paenibacillus_thailandensis__Paenibacillus_timonensis__Paenibacillus_urinalis__Paenibacillus_wynnii__Pediococcus_acidilactici__Salinicoccus_alkaliphilus__Salinicoccus_carnicancri__Salinicoccus_hispanicus__Salinicoccus_kekensis__Salinicoccus_kunmingensis__Salinicoccus_marinus__Salinicoccus_qingdaonensis__Salinicoccus_roseus	0.06	0.00	0.02	0.02	0.00	0.00	0.00
otu29642__Acetivibrio_cellulolyticus__Acetoanaerobium_noterae__Acidaminobacter_hydrogenoformans__Alkaliphils_metalliredigenes__Alkaliphilus_metalliredigens__Alkaliphilus_oremlandii__Alkaliphilus_peptidifermentans__Alkaliphilus_transvaalensis__Anaerovirgula_multivorans__Anaerovorax_odorimutans__Anoxynatronum_sibiricum__Clostridium_aerotolerans__Clostridium_aldrichii__Clostridium_algidixylanolyticum__Clostridium_amygdalinum__Clostridium_bartlettii__Clostridium_caminithermale__Clostridium_cavendishii__Clostridium_celerecrescens__Clostridium_cellobioparum__Clostridium_cellulovorans__Clostridium_clariflavum__Clostridium_colinum__Clostridium_crotonatovorans__Clostridium_glycolicum__Clostridium_hathewayi__Clostridium_homopropionicum__Clostridium_indolis__Clostridium_irregulare__Clostridium_lactatifermentans__Clostridium_mayombei__Clostridium_metallolevans__Clostridium_methoxybenzovorans__Clostridium_piliforme__Clostridium_populeti__Clostridium_propionicum__Clostridium_saccharolyticum__Clostridium_scindens__Clostridium_sphenoides__Clostridium_straminisolvens__Clostridium_subterminale__Clostridium_sufflavum__Clostridium_sulfidigenes__Clostridium_termitidis__Clostridium_thermobutyricum__Clostridium_thermopalmarium__Clostridium_thermosuccinogenes__Clostridium_thiosulfatireducens__Clostridium_xylanolyticum__Coprococcus_catus__Coprococcus_eutactus__Dorea_formicigenerans__Eubacterium_angustum__Eubacterium_brachy__Eubacterium_infirmum__Fervidicella_metallireducens__Filifactor_alocis__Finegoldia_magna__Geosporobacter_subterraneus__Gracilibacter_thermotolerans__Lutispora_thermophila__Mogibacterium_diversum__Mogibacterium_neglectum__Mogibacterium_pumilum__Mogibacterium_timidum__Natranaerovirga_pectinivora__Natronincola_ferrireducens__Peptoniphilus_duerdenii__Peptoniphilus_gorbachii__Peptoniphilus_harei__Proteiniborus_ethanoligenes__Pseudobutyrivibrio_ruminis__Pseudobutyrivibrio_xylanivorans__Ruminococcus_albus__Saccharofermentans_acetigenes__Salimesophilobacter_vulgaris__Sarcina_maxima__Thermotalea_metallivorans__Tindallia_texcoconensis__Youngiibacter_fragile	0	0	0	0	0	0	0
otu29725__Clostridium_cellobioparum__Clostridium_sufflavum__Clostridium_termitidis__Clostridium_thermocellum__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0
otu3007__Eubacterium_coprostanoligenes__Oscillibacter_valericigenes__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0
otu30767__Clostridium_bartlettii__Clostridium_bifermentans	0	0	0	0	0	0	0
otu30840__Faecalibacterium_prausnitzii__Gemmiger_formicilis__Herbiconiux_ginsengi	0.00	0.00	0.16	0.10	0.14	0.00	0.02
otu30993__Butyrivibrio_fibrisolvens__Clostridium_methylpentosum__Clostridium_viride__Hydrogenoanaerobacterium_saccharovorans__Ruminococcus_bromii	0	0	0	0	0	0	0
otu32658__Caloramator_indicus__Caloramator_uzoniensis__Cryobacterium_psychrotolerans__Faecalibacterium_prausnitzii__Gemmiger_formicilis__Herbiconiux_ginsengi__Microcella_alkaliphila__Microcella_putealis__Ruminococcus_callidus__Ruminococcus_champanellensis__Subdoligranulum_variabile	0	0	0	0	0	0	0
otu32740__Intestinimonas_butyriciproducens__Oscillibacter_valericigenes__Ruminococcus_albus	0	0	0	0	0	0	0
otu3305__Butyricicoccus_pullicaecorum__Clostridium_methylpentosum__Clostridium_sporosphaeroides__Ruminococcus_bromii	0	0	0	0	0	0	0
otu33399__Blautia_coccoides__Blautia_producta__Oscillospira_guilliermondii__Pseudoflavonifractor_capillosus	0.06	0.00	0.38	0.00	0.02	0.00	0.00
otu33660__Clostridium_straminisolvens__Clostridium_termitidis	0.04	0.00	0.00	0.00	0.00	0.00	0.00
otu34648__Acetivibrio_cellulolyticus__Catabacter_hongkongensis__Clostridium_clariflavum__Thermincola_carboxydiphila__Thermincola_potens	0	0	0	0	0	0	0
otu34683__Clostridium_celerecrescens__Coprococcus_comes__Dorea_longicatena	0	0	0	0	0	0	0
otu34734__Clostridium_aminophilum__Clostridium_jejuense	0.00	0.00	4.22	0.00	0.00	0.00	0.02
otu35096__Anaerotruncus_colihominis__Butyricicoccus_pullicaecorum__Clostridium_methylpentosum__Hydrogenoanaerobacterium_saccharovorans__Oscillospira_guilliermondii__Sporobacter_termitidis	0.88	0.00	5.90	0.00	0.00	0.00	0.00
otu36563__Anaerotruncus_colihominis__Faecalibacterium_prausnitzii__Ruminococcus_flavefaciens	0.00	0.00	0.00	0.00	0.02	0.00	0.00
otu37218__Kiloniella_laminariae__Roseospira_navarrensis	0	0	0	0	0	0	0
otu37274__Flavonifractor_plautii__Oscillibacter_valericigenes__Pseudoflavonifractor_capillosus	0.00	0.00	0.00	0.06	0.06	0.00	0.06
otu37540__Blautia_hansenii__Cellulosilyticum_ruminicola__Clostridium_glycyrrhizinilyticum__Clostridium_herbivorans__Clostridium_lavalense__Clostridium_oroticum__Clostridium_saccharolyticum__Clostridium_sphenoides__Clostridium_xylanolyticum__Clostridium_xylanovorans__Coprococcus_catus__Coprococcus_comes__Dorea_longicatena__Lachnobacterium_bovis__Pseudobutyrivibrio_ruminis__Robinsoniella_peoriensis__Roseburia_hominis__Roseburia_intestinalis__Roseburia_inulinivorans	0	0	0	0	0	0	0
otu37609__Acidaminococcus_fermentans__Acidaminococcus_intestini__Anaeroarcus_burkinensis__Anaeromusa_acidaminophila__Anaerosinus_glycerini__Phascolarctobacterium_faecium__Phascolarctobacterium_succinatutens__Psychrosinus_fermentans__Sporomusa_acidovorans__Sporomusa_aerivorans__Sporomusa_malonica__Sporomusa_paucivorans__Sporomusa_sphaeroides__Sporomusa_termitida__Sporotalea_propionica__Succiniclasticum_ruminis__Succinispira_mobilis__Zymophilus_paucivorans	0	0	0	0	0	0	0
otu37633__Oscillibacter_valericigenes__Ruminococcus_albus__Ruminococcus_champanellensis__Sporobacter_termitidis	0	0	0	0	0	0	0
otu37905__Intestinimonas_butyriciproducens__Ruminococcus_albus	0.00	0.00	0.02	0.00	0.00	0.00	0.00
otu38879__Butyrivibrio_fibrisolvens__Butyrivibrio_hungatei__Butyrivibrio_proteoclasticus__Clostridium_aminophilum	0	0	0	0	0	0	0
otu3927__Brevibacillus_panacihumi__Cohnella_fontinalis__Cohnella_formosensis__Cohnella_panacarvi__Cohnella_soli__Paenibacillus_agaridevorans__Paenibacillus_alvei__Paenibacillus_borealis__Paenibacillus_caespitis__Paenibacillus_camelliae__Paenibacillus_chungangensis__Paenibacillus_ginsengagri__Paenibacillus_glucanolyticus__Paenibacillus_graminis__Paenibacillus_granivorans__Paenibacillus_jilunlii__Paenibacillus_lautus__Paenibacillus_montaniterrae__Paenibacillus_popilliae__Paenibacillus_provencensis__Paenibacillus_thailandensis__Paenibacillus_urinalis__Paenibacillus_validus__Paenibacillus_vortex__Paenibacillus_wynnii__Pediococcus_acidilactici__Pediococcus_lolii	0	0	0	0	0	0	0
otu39762__Clostridium_straminisolvens__Clostridium_thermocellum	0.22	0.00	0.00	0.00	0.00	0.00	0.10
otu39847__Anaerofilum_agile__Anaerofilum_pentosovorans	0.62	0.08	0.00	0.06	0.18	0.00	0.04
otu4027__Exiguobacterium_oxidotolerans__Jeotgalibacillus_marinus__Listeria_fleischmannii__Listeria_grayi__Listeria_rocourtiae__Paenibacillus_edaphicus__Paenibacillus_jamilae__Paenibacillus_peoriae__Paenibacillus_polymyxa__Paenibacillus_terrae__Streptococcus_gallolyticus__Streptococcus_macedonicus__Terribacillus_aidingensis__Terribacillus_goriensis__Terribacillus_halophilus__Terribacillus_saccharophilus	0	0	0	0	0	0	0
otu40316__Acetanaerobacterium_elongatum__Acetivibrio_cellulolyticus__Anaerofilum_agile__Anaerofilum_pentosovorans__Anaerotruncus_colihominis__Clostridium_aldrichii__Clostridium_cellobioparum__Clostridium_clariflavum__Clostridium_straminisolvens__Clostridium_termitidis__Ethanoligenens_harbinense__Faecalibacterium_prausnitzii__Linmingia_china__Oscillibacter_valericigenes__Papillibacter_cinnamivorans__Saccharofermentans_acetigenes	0.10	0.00	0.46	0.02	0.00	0.00	0.00
otu40328__Clostridium_glycyrrhizinilyticum__Clostridium_oroticum	0.00	0.00	0.00	0.08	0.00	0.00	0.04
otu40612__Butyricicoccus_pullicaecorum__Clostridium_methylpentosum__Hydrogenoanaerobacterium_saccharovorans__Ruminococcus_bromii__Ruminococcus_callidus__Ruminococcus_flavefaciens	0	0	0	0	0	0	0
otu41071__Butyrivibrio_fibrisolvens__Clostridium_aminophilum__Coprococcus_catus	0.00	0.00	0.54	0.00	0.00	0.00	0.00
otu41148__Acetivibrio_cellulolyticus__Caloramator_viterbiensis__Caminicella_sporogenes__Clostridium_acetireducens__Clostridium_aldrichii__Clostridium_amylolyticum__Clostridium_arbusti__Clostridium_carboxidivorans__Clostridium_clariflavum__Clostridium_collagenovorans__Clostridium_drakei__Clostridium_mesophilum__Clostridium_pascui__Clostridium_peptidivorans__Clostridium_scatologenes__Clostridium_straminisolvens__Clostridium_sufflavum__Clostridium_sulfidigenes__Clostridium_tetanomorphum__Clostridium_thermobutyricum__Clostridium_thermocellum__Clostridium_thermopalmarium__Clostridium_thiosulfatireducens__Faecalibacterium_prausnitzii__Fervidicella_metallireducens__Filifactor_alocis__Geosporobacter_subterraneus__Halobacteroides_halobius__Mahella_australiensis__Pseudobutyrivibrio_ruminis__Saccharofermentans_acetigenes__Salimesophilobacter_vulgaris__Tindallia_californiensis__Tindallia_magadiensis	0	0	0	0	0	0	0
otu41678__Faecalibacterium_prausnitzii__Gemmiger_formicilis	0.00	0.00	0.02	0.02	0.00	0.00	0.00
otu42235__Caloramator_uzoniensis__Coprococcus_eutactus__Faecalibacterium_prausnitzii__Gemmiger_formicilis__Microcella_alkaliphila__Microcella_putealis	0	0	0	0	0	0	0
otu42293__Blautia_coccoides__Clostridium_glycyrrhizinilyticum__Roseburia_inulinivorans	0	0	0	0	0	0	0
otu42395__Acetivibrio_cellulolyticus__Alkalibaculum_bacchi__Anaerotruncus_colihominis__Caloramator_viterbiensis__Clostridium_aldrichii__Clostridium_amylolyticum__Clostridium_cellobioparum__Clostridium_cellulolyticum__Clostridium_clariflavum__Clostridium_hungatei__Clostridium_josui__Clostridium_lactatifermentans__Clostridium_mesophilum__Clostridium_papyrosolvens__Clostridium_straminisolvens__Clostridium_sufflavum__Clostridium_termitidis__Clostridium_thermocellum__Clostridium_thermosuccinogenes__Faecalibacterium_prausnitzii__Fuchsiella_alkaliacetigena__Halanaerobaculum_tunisiense__Halobacteroides_halobius__Heliorestis_baculata__Hydrogenoanaerobacterium_saccharovorans__Mahella_australiensis__Natroniella_acetigena__Orenia_salinaria__Ruminococcus_albus__Saccharofermentans_acetigenes__Selenihalanaerobacter_shriftii__Sporohalobacter_lortetii	0	0	0	0	0	0	0
otu43118__Oscillibacter_valericigenes__Ruminococcus_albus	0.00	0.00	0.34	0.00	0.00	0.00	0.00
otu43263__Blautia_coccoides__Blautia_producta__Dorea_longicatena__Ruminococcus_lactaris	0	0	0	0	0	0	0
otu4341__Blautia_coccoides__Blautia_producta	0	0	0	0	0	0	0
otu43890__Acetivibrio_cellulolyticus__Christensenella_minuta__Clostridium_aldrichii	0	0	0	0	0	0	0
otu44399__Alistipes_finegoldii__Alistipes_massiliensis	0.14	0.00	0.00	0.00	0.04	0.00	0.00
otu45103__Faecalibacterium_prausnitzii__Gemmiger_formicilis	0.00	1.06	0.00	0.04	0.00	0.00	0.00
otu4521__Acetivibrio_cellulolyticus__Clostridium_methylpentosum__Faecalibacterium_prausnitzii__Oscillibacter_valericigenes__Ruminococcus_albus__Ruminococcus_champanellensis__Ruminococcus_flavefaciens	0.00	0.00	0.12	0.00	0.00	0.00	0.00
otu45347__Clostridium_glycyrrhizinilyticum__Dorea_longicatena	0.00	0.02	0.22	0.02	0.00	0.00	0.00
otu45456__Anaerovorax_odorimutans__Eubacterium_infirmum	0.00	0.00	0.22	0.00	0.00	0.00	0.00
otu45557__Acetanaerobacterium_elongatum__Acetivibrio_cellulolyticus__Anaerotruncus_colihominis__Clostridium_aldrichii__Clostridium_butyricum__Clostridium_chauvoei__Clostridium_saccharobutylicum__Clostridium_saccharoperbutylacetonicum__Clostridium_sartagoforme__Clostridium_tertium__Faecalibacterium_prausnitzii__Heliobacterium_undosum__Intestinimonas_butyriciproducens__Lutispora_thermophila__Papillibacter_cinnamivorans__Ruminococcus_albus__Ruminococcus_bromii__Ruminococcus_champanellensis	0.00	0.04	0.00	0.00	0.00	0.34	0.00
otu46228__Anaerovirgula_multivorans__Pseudobutyrivibrio_ruminis__Ruminococcus_bromii__Salimesophilobacter_vulgaris	0.00	0.00	0.12	0.00	0.00	0.00	0.00
otu46312__Clostridium_cellulosi__Ethanoligenens_harbinense__Linmingia_china__Papillibacter_cinnamivorans	0.10	0.00	0.00	0.00	0.00	0.00	0.18
otu47839__Lachnobacterium_bovis__Roseburia_hominis	3.82	2.88	4.42	0.00	2.68	0.00	0.00
otu483__Blautia_coccoides__Blautia_producta	0	0	0	0	0	0	0
otu48509__Clostridium_straminisolvens__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0
otu49068__Blautia_glucerasea__Blautia_schinkii	0.40	0.00	0.00	1.30	0.04	4.50	0.00
otu49070__Coprococcus_comes__Dorea_longicatena__Roseburia_hominis__Roseburia_intestinalis	0	0	0	0	0	0	0
otu49173__Dolosicoccus_paucivorans__Jeotgalicoccus_huakuii__Jeotgalicoccus_marinus	0	0	0	0	0	0	0
otu49442__Dorea_formicigenerans__Dorea_longicatena	0.04	0.00	0.04	0.00	0.08	0.02	0.00
otu50268__Cohnella_formosensis__Enterococcus_azikeevi__Enterococcus_faecium__Enterococcus_hirae__Enterococcus_italicus__Enterococcus_ratti__Enterococcus_villorum__Paenibacillus_xinjiangensis__Rummeliibacillus_pycnus__Rummeliibacillus_stabekisii__Rummeliibacillus_suwonensis	0	0	0	0	0	0	0
otu50467__Anaerococcus_prevotii__Butyricicoccus_pullicaecorum__Eubacterium_coprostanoligenes__Howardella_ureilytica__Ruminococcus_bromii	0.00	0.82	0.00	0.00	0.00	0.00	0.28
otu50840__Eubacterium_coprostanoligenes__Howardella_ureilytica	0	0	0	0	0	0	0
otu51469__Acetoanaerobium_noterae__Acidaminobacter_hydrogenoformans__Alkaliphils_metalliredigenes__Alkaliphilus_metalliredigens__Alkaliphilus_oremlandii__Alkaliphilus_peptidifermentans__Alkaliphilus_transvaalensis__Clostridium_bartlettii__Clostridium_clariflavum__Clostridium_colinum__Clostridium_piliforme__Clostridium_straminisolvens__Geosporobacter_subterraneus__Lutispora_thermophila__Mogibacterium_diversum__Mogibacterium_neglectum__Mogibacterium_pumilum__Mogibacterium_timidum__Natranaerovirga_pectinivora__Thermotalea_metallivorans	0	0	0	0	0	0	0
otu5150__Caloramator_viterbiensis__Clostridium_cellulovorans__Clostridium_colicanis__Clostridium_crotonatovorans__Clostridium_homopropionicum__Clostridium_litorale__Clostridium_paradoxum__Clostridium_piliforme__Clostridium_purinilyticum__Clostridium_thermobutyricum__Clostridium_thermopalmarium__Clostridium_vincentii__Eubacterium_acidaminophilum__Fervidicella_metallireducens__Lysinibacillus_boronitolerans__Lysinibacillus_fusiformis__Lysinibacillus_macroides__Lysinibacillus_sphaericus__Lysinibacillus_xylanilyticus__Peptoniphilus_gorbachii__Peptoniphilus_harei__Sarcina_maxima__Sporanaerobacter_acetigenes__Tepidibacter_formicigenes__Tepidibacter_mesophilus__Tepidibacter_thalassicus	0	0	0	0	0	0	0
otu52127__Bacillus_decolorationis__Brevibacillus_brevis__Brevibacillus_limnophilus__Gracilibacillus_halophilus__Paenibacillus_amylolyticus__Paenibacillus_glucanolyticus__Paenibacillus_lautus__Paenibacillus_pabuli__Paenibacillus_sepulcri__Paenibacillus_taichungensis__Paenibacillus_tundrae__Paenibacillus_tylopili__Paenibacillus_validus__Paenibacillus_vortex__Paenibacillus_xylanisolvens__Saccharibacillus_sacchari__Virgibacillus_pantothenticus__Virgibacillus_proomii	0	0	0	0	0	0	0
otu52192__Butyrivibrio_fibrisolvens__Clostridium_methylpentosum__Ruminococcus_flavefaciens	0	0	0	0	0	0	0
otu52359__Acetanaerobacterium_elongatum__Anaerotruncus_colihominis__Clostridium_methylpentosum__Clostridium_sporosphaeroides__Faecalibacterium_prausnitzii__Ruminococcus_bromii__Saccharofermentans_acetigenes	0.02	0.00	0.40	0.74	0.80	0.00	0.00
otu52686__Clostridium_saccharolyticum__Syntrophococcus_sucromutans	0.00	0.06	0.00	0.00	0.00	0.00	0.00
otu52933__Clostridium_sporosphaeroides__Faecalibacterium_prausnitzii__Heliorestis_baculata__Heliorestis_convulata__Heliorestis_daurensis__Ruminococcus_albus	0.06	0.00	0.04	0.08	0.02	0.10	0.22
otu53069__Clostridium_hathewayi__Dorea_longicatena	0.00	0.32	0.14	0.10	0.04	0.02	1.46
otu53723__Roseburia_faecis__Roseburia_hominis__Roseburia_intestinalis	6.92	0.00	0.62	1.42	1.88	0.00	0.00
otu5437__Anaerotruncus_colihominis__Clostridium_cellulosi__Faecalibacterium_prausnitzii__Ruminococcus_champanellensis	0.00	0.04	0.00	0.00	0.00	0.02	0.02
otu54961__Blautia_glucerasea__Blautia_schinkii	0.02	0.00	0.00	0.00	0.00	0.00	0.00
otu55061__Ruminococcus_albus__Ruminococcus_callidus__Ruminococcus_champanellensis__Ruminococcus_flavefaciens	0.86	0.00	0.00	0.00	0.00	0.00	0.00
otu55649__Eggerthella_lenta__Eggerthella_sinensis	0	0	0	0	0	0	0
otu57549__Blautia_glucerasea__Blautia_luti	0.00	0.72	0.00	0.00	0.00	0.00	0.00
otu57974__Oscillibacter_valericigenes__Oscillospira_guilliermondii	0.00	0.00	0.42	0.00	0.00	0.00	0.00
otu57976__Clostridium_indolis__Clostridium_lavalense__Clostridium_methoxybenzovorans__Clostridium_xylanolyticum	0.00	0.00	0.08	0.00	0.00	0.12	0.00
otu57992__Eubacterium_coprostanoligenes__Ruminococcus_bromii	0.00	0.00	0.00	0.00	0.00	5.38	0.00
otu58467__Blautia_producta__Dorea_longicatena__Fusicatenibacter_saccharivorans	0.00	0.00	0.16	0.00	0.00	0.00	0.00
otu59509__Acetivibrio_cellulolyticus__Alkaliphilus_metalliredigens__Alkaliphilus_transvaalensis__Anaerotruncus_colihominis__Clostridium_cellobioparum__Hydrogenoanaerobacterium_saccharovorans	0.02	0.00	0.00	0.00	0.00	0.00	0.00
otu60089__Blautia_glucerasea__Blautia_schinkii	0.00	0.00	0.00	0.00	0.00	0.06	0.00
otu60553__Anaerofilum_agile__Anaerofilum_pentosovorans__Clostridium_methylpentosum__Faecalibacterium_prausnitzii__Ruminococcus_bromii__Subdoligranulum_variabile	0	0	0	0	0	0	0
otu6078__Faecalibacterium_prausnitzii__Gemmiger_formicilis	0.00	2.94	0.02	0.00	0.00	0.00	0.00
otu61435__Clostridium_straminisolvens__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0
otu62041__Acetanaerobacterium_elongatum__Anaerotruncus_colihominis	0.00	0.02	0.00	0.00	0.00	0.00	0.02
otu62233__Anaerostipes_butyraticus__Blautia_coccoides__Blautia_producta__Clostridium_aerotolerans__Clostridium_algidixylanolyticum__Clostridium_amygdalinum__Clostridium_boliviensis__Clostridium_bolteae__Clostridium_celerecrescens__Clostridium_glycyrrhizinilyticum__Clostridium_hathewayi__Clostridium_herbivorans__Clostridium_indolis__Clostridium_lavalense__Clostridium_methoxybenzovorans__Clostridium_oroticum__Clostridium_polysaccharolyticum__Clostridium_saccharolyticum__Clostridium_scindens__Clostridium_symbiosum__Clostridium_xylanolyticum__Coprococcus_comes__Dorea_longicatena__Lachnoanaerobaculum_orale__Lachnobacterium_bovis__Lactonifactor_longoviformis__Marvinbryantia_formatexigens__Parasporobacterium_paucivorans__Pseudobutyrivibrio_ruminis__Pseudobutyrivibrio_xylanivorans__Robinsoniella_peoriensis__Roseburia_cecicola__Roseburia_faecis__Roseburia_hominis__Roseburia_intestinalis__Roseburia_inulinivorans__Ruminococcus_gauvreauii__Sporobacterium_olearium	0.00	0.00	0.02	0.00	0.00	0.00	0.24
otu62267__Anaerotruncus_colihominis__Clostridium_sporosphaeroides__Ruminococcus_bromii	0.02	0.00	0.00	0.04	0.04	0.00	0.02
otu62465__Acetivibrio_cellulolyticus__Faecalibacterium_prausnitzii__Ruminococcus_champanellensis__Saccharofermentans_acetigenes	0.02	0.00	0.00	0.04	0.00	0.06	0.14
otu62589__Clostridium_gasigenes__Clostridium_paraputrificum__Clostridium_septicum	0	0	0	0	0	0	0
otu62735__Clostridium_algidicarnis__Clostridium_butyricum__Clostridium_carnis__Clostridium_cavendishii__Clostridium_chauvoei__Clostridium_gasigenes__Clostridium_homopropionicum__Clostridium_paraputrificum__Clostridium_quinii__Clostridium_sartagoforme__Clostridium_scatologenes__Clostridium_septicum__Clostridium_tertium	0	0	0	0	0	0	0
otu62941__Acetivibrio_cellulolyticus__Faecalibacterium_prausnitzii__Sporobacter_termitidis	0.04	0.00	0.00	0.00	0.00	0.00	0.00
otu63941__Paenibacillus_camelliae__Pediococcus_acidilactici	0	0	0	0	0	0	0
otu64215__Clostridium_aminophilum__Clostridium_symbiosum__Coprococcus_catus__Pseudobutyrivibrio_ruminis	0.06	0.00	0.34	0.30	0.00	0.00	0.00
otu65169__Atopobium_vaginae__Cryptobacterium_curtum	0.20	0.00	0.08	0.00	0.00	0.00	0.00
otu65965__Acetanaerobacterium_elongatum__Clostridium_methylpentosum__Clostridium_sporosphaeroides	0.02	0.00	0.00	0.02	0.12	0.00	0.00
otu66673__Hydrogenoanaerobacterium_saccharovorans__Oscillibacter_valericigenes__Sporobacter_termitidis	0	0	0	0	0	0	0
otu67032__Clostridium_viride__Flavonifractor_plautii__Intestinimonas_butyriciproducens__Oscillibacter_valericigenes__Oscillospira_guilliermondii	0	0	0	0	0	0	0
otu67490__Hydrogenoanaerobacterium_saccharovorans__Ruminococcus_bromii__Ruminococcus_champanellensis__Ruminococcus_flavefaciens	0.00	0.22	0.00	0.00	0.00	0.00	0.02
otu67605__Oscillibacter_valericigenes__Sporobacter_termitidis	0	0	0	0	0	0	0
otu67616__Clostridium_methylpentosum__Clostridium_viride__Faecalibacterium_prausnitzii__Papillibacter_cinnamivorans__Ruminococcus_albus__Syntrophomonas_cellicola__Zymophilus_paucivorans__Zymophilus_raffinosivorans	0	0	0	0	0	0	0
otu68119__Clostridium_straminisolvens__Faecalibacterium_prausnitzii	3.12	0.00	0.00	0.00	0.00	0.00	0.00
otu682__Clostridium_nexile__Robinsoniella_peoriensis	0.12	0.00	0.00	0.00	0.00	0.00	0.00
otu68514__Butyricicoccus_pullicaecorum__Clostridium_viride__Flavonifractor_plautii__Hydrogenoanaerobacterium_saccharovorans__Intestinimonas_butyriciproducens__Oscillibacter_valericigenes__Oscillospira_guilliermondii__Parvimonas_micra__Pseudobutyrivibrio_ruminis__Pseudoflavonifractor_capillosus__Ruminococcus_flavefaciens	0.38	0.00	0.00	0.00	0.00	0.00	0.00
otu68654__Azospirillum_brasilense__Azospirillum_canadense__Azospirillum_rugosum__Christensenella_minuta__Clostridium_botulinum__Clostridium_cochlearium__Clostridium_grantii__Clostridium_oceanicum__Clostridium_sporogenes__Clostridium_tepidiprofundi__Desulfotomaculum_alcoholivorax__Desulfotomaculum_arcticum__Desulfotomaculum_geothermicum__Dialister_invisus__Dialister_micraerophilus__Dialister_propionicifaciens__Megasphaera_cerevisiae__Parvimonas_micra__Pelotomaculum_terephthalicicum	7.32	0.00	2.50	0.00	0.00	0.00	0.00
otu6909__Blautia_producta__Clostridium_algidixylanolyticum__Clostridium_amygdalinum__Clostridium_saccharolyticum	0	0	0	0	0	0	0
otu6912__Blautia_coccoides__Blautia_hansenii__Blautia_producta__Clostridium_aerotolerans__Clostridium_amygdalinum__Clostridium_celerecrescens__Clostridium_clostridioforme__Clostridium_glycyrrhizinilyticum__Clostridium_hathewayi__Clostridium_indolis__Clostridium_lavalense__Clostridium_methoxybenzovorans__Clostridium_polysaccharolyticum__Clostridium_saccharolyticum__Clostridium_scindens__Clostridium_sphenoides__Clostridium_symbiosum__Clostridium_xylanolyticum__Clostridium_xylanovorans__Lachnobacterium_bovis__Robinsoniella_peoriensis__Syntrophococcus_sucromutans	0	0	0	0	0	0	0
otu740__Flavonifractor_plautii__Oscillibacter_valericigenes__Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0
otu7669__Clostridium_celerecrescens__Clostridium_sphenoides	0.00	0.00	0.24	0.00	0.00	0.00	0.00
otu7993__Bacillus_pseudomycoides__Enterococcus_ratti__Paenibacillus_alvei__Paenibacillus_antarcticus__Paenibacillus_caespitis__Paenibacillus_camelliae__Paenibacillus_chitinolyticus__Paenibacillus_donghaensis__Paenibacillus_glacialis__Paenibacillus_graminis__Paenibacillus_granivorans__Paenibacillus_lautus__Paenibacillus_macquariensis__Paenibacillus_montaniterrae__Paenibacillus_motobuensis__Paenibacillus_provencensis__Paenibacillus_thailandensis__Paenibacillus_timonensis__Paenibacillus_urinalis__Paenibacillus_vortex__Paenibacillus_wynnii	0	0	0	0	0	0	0
otu8187__Acetoanaerobium_noterae__Acidaminobacter_hydrogenoformans__Alkaliphils_metalliredigenes__Alkaliphilus_halophilus__Alkaliphilus_metalliredigens__Alkaliphilus_oremlandii__Alkaliphilus_peptidifermentans__Alkaliphilus_transvaalensis__Clostridium_bartlettii__Clostridium_caminithermale__Clostridium_straminisolvens__Clostridium_symbiosum__Clostridium_thermocellum__Fervidicella_metallireducens__Geosporobacter_subterraneus__Gracilibacter_thermotolerans__Heliobacillus_mobilis__Lutispora_thermophila__Natranaerovirga_pectinivora__Peptoniphilus_duerdenii__Proteiniborus_ethanoligenes__Subdoligranulum_variabile__Thermotalea_metallivorans__Tindallia_texcoconensis	0.00	0.00	0.36	0.00	0.00	0.00	0.00
