response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
K01818	 574.30	 852.77	1171.74	1002.08	1465.71	1636.08	 143.28
K01819	22.32	71.00	 0.00	25.54	30.32	 3.34	13.34
K01820	 3	 5	 0	11	 1	 0	 3
K01821	 98.81	230.66	 68.90	137.57	248.42	 33.07	 40.75
K01822	0	0	0	0	0	0	0
K01823	141.33	255.66	 13.40	143.90	247.00	 18.07	 42.75
K01825	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K01826	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K01829	 0	29	 0	 0	 0	 0	 0
K01834	 685.99	 992.32	1283.36	2650.83	 968.23	1765.32	 846.08
K01835	4947.90	4364.01	4686.43	4901.79	5216.99	5016.48	2712.83
K01838	 42.00	332.43	  2.00	465.00	 99.96	146.00	 70.28
K01839	2839.49	3237.50	2269.06	3819.15	3096.92	2512.40	2450.00
K01840	 481.18	 208.43	 865.88	 521.98	 375.95	1138.75	  23.41
K01841	 15.5	165.0	  9.0	301.0	 12.0	  0.0	  1.0
K01843	 998.51	 279.00	1117.96	 238.18	 337.00	1228.75	  56.75
K01844	13.67	11.00	17.33	28.67	 3.00	87.00	11.00
K01845	1823.32	1372.93	2278.83	 955.75	1614.45	 412.50	 974.66
K01846	  5.00	 66.00	  0.00	104.00	 14.25	139.00	 12.00
K01847	 874.82	 401.43	1610.42	1026.36	 648.71	2279.50	  30.28
K01848	40.80	 8.00	39.00	42.00	46.24	79.00	34.08
K01849	44.80	11.00	48.00	44.00	49.24	87.00	34.08
K01854	1762.49	2162.57	2270.56	1568.03	2776.29	3285.65	1024.67
K01856	0	0	0	0	0	0	0
K01857	 5.33	16.01	 2.66	 6.33	 4.00	37.33	17.00
K01858	 326.34	 209.00	 558.55	 508.31	 282.75	1046.75	  15.00
K01866	4422.90	4013.34	4125.43	4502.54	3895.32	4224.98	2679.83
K01867	4410.57	3985.00	4114.77	4492.96	3890.32	4181.65	2658.33
K01868	4450.57	4231.33	4114.77	4928.96	3894.32	4247.65	2709.33
K01869	4410.57	3983.00	4114.77	4493.96	3888.32	4181.65	2658.33
K01870	4417.57	4043.00	4170.77	4594.96	3888.32	4196.65	2670.33
K01872	6274.40	6311.84	5664.43	6041.54	6563.07	6787.98	3117.58
K01873	4478.57	4584.00	4174.77	5360.96	3897.32	4217.65	3448.33
K01874	4489.57	4327.50	4381.27	4928.46	4066.82	4412.15	2716.83
K01875	4414.57	3987.00	4116.77	4493.96	3889.32	4195.65	2664.33
K01876	5436.24	4456.00	5018.77	4894.96	4290.65	4291.65	2796.00
K01878	234.73	153.66	187.90	 50.32	474.41	 24.57	 50.83
K01879	234.73	153.66	187.90	 50.32	474.41	 24.57	 50.83
K01880	4175.84	3829.34	3926.87	4442.64	3413.91	4157.08	2607.50
K01881	4429.57	3984.00	4170.77	4502.96	3891.32	4187.65	2658.33
K01883	4420.57	4103.00	4114.77	4699.96	3888.65	4211.65	2682.33
K01884	0	0	0	0	0	0	0
K01885	4630.91	5009.77	4445.87	4634.31	3889.11	4395.08	2771.91
K01886	3798.41	2531.77	3539.87	1964.56	3290.20	3935.08	 456.66
K01887	4437.57	4031.33	4121.77	4509.96	3897.32	4210.65	2668.33
K01889	4410.57	3983.00	4114.77	4494.96	3888.32	4181.65	2658.33
K01890	4417.57	4051.00	4114.77	4618.96	3888.32	4275.65	2681.33
K01892	4416.57	3988.33	4114.77	4503.96	3892.82	4181.65	2661.33
K01893	4081.09	3802.00	3983.19	4463.71	3890.33	4164.15	2631.50
K01894	 6.50	 5.43	56.33	 3.00	41.21	 3.00	 3.08
K01895	1393.01	 778.43	1331.55	 826.81	 482.96	1428.25	 163.58
K01897	2622.83	2329.47	4389.41	3091.94	2866.51	7525.32	 477.24
K01902	164.14	176.43	162.25	 11.25	 61.04	  8.25	 11.08
K01903	164.14	205.43	162.25	 10.25	 60.04	  8.25	 10.08
K01906	38.00	 0.00	 3.00	19.00	13.25	 0.00	28.75
K01907	0	0	0	0	0	0	0
K01908	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K01909	4	0	7	3	0	0	0
K01910	108.15	268.44	199.41	340.58	179.70	795.33	 59.41
K01911	221.34	213.43	459.04	160.98	324.96	625.75	 17.08
K01912	2168.32	1748.46	2430.83	3207.76	2024.46	4413.24	 541.28
K01914	2658.17	3579.00	2703.11	4165.13	3243.84	3722.15	2536.83
K01915	 9386.97	10110.84	 9667.94	11506.45	 8546.65	11756.98	 3760.83
K01916	212.73	246.16	 35.40	 35.15	269.25	  4.07	 44.00
K01918	2507.58	1257.93	2573.21	1090.73	 966.71	2513.25	 215.83
K01919	248.17	328.16	 25.40	 27.80	197.00	  8.57	 27.25
K01920	 8.17	 3.43	 5.00	 0.00	29.21	 0.00	 1.08
K01921	4525.57	4107.76	4292.77	3320.46	3938.53	4286.15	2689.91
K01922	115.16	118.23	297.73	 15.57	137.46	  6.07	  8.67
K01923	4442.57	4104.00	4120.77	4710.96	3891.32	4217.65	2682.33
K01924	4423.57	4051.00	4225.44	4617.96	3888.32	4272.65	2682.33
K01925	4422.90	4066.01	4118.43	4603.29	3893.32	4240.98	2691.33
K01926	4285.30	3975.57	3929.94	4464.58	3638.29	4157.15	2652.92
K01928	4931.57	4713.00	4219.77	5535.88	4685.32	4334.65	4726.08
K01929	4553.57	4087.00	4236.77	4573.96	3895.32	4606.65	2700.33
K01933	4492.57	4707.00	4176.77	5566.96	3898.32	4261.65	3478.33
K01934	4403.67	3958.00	4110.77	4389.96	3888.32	4170.65	2646.33
K01935	 458.25	 788.86	 763.71	1382.18	 436.41	1053.75	1337.24
K01937	4399.57	4069.00	4093.77	4683.96	3859.07	4210.65	2652.38
K01938	4263.73	4048.57	3972.27	4600.63	3837.77	4229.32	2673.92
K01939	4427.97	4045.00	4118.77	4515.96	3891.32	4196.65	2710.33
K01940	4319.08	3859.00	4088.77	4476.36	3853.66	4192.98	2646.33
K01941	0	0	0	0	0	0	0
K01945	4423.57	4055.00	4116.77	4623.96	3889.65	4290.65	2687.33
K01947	0	0	0	0	0	0	0
K01950	4360.74	3897.84	4419.37	4582.06	3799.07	4299.58	2667.83
K01951	5036.15	4644.24	5180.13	5044.27	5469.70	5735.30	3491.13
K01952	4556.37	4160.00	4180.10	4830.96	4049.98	4327.65	2697.33
K01953	5632.74	6496.59	4291.79	8363.31	5967.04	5515.08	6988.33
K01955	6966.66	7942.01	7081.64	8550.27	7382.57	7649.73	5984.83
K01956	4372.57	4010.00	4129.77	4508.96	3953.99	4181.65	2692.33
K01958	1034.67	 567.00	1440.33	 457.92	 400.24	 231.00	 184.58
K01959	  5	 60	  0	103	  0	 15	 12
K01960	 740.85	 366.00	1463.01	1022.49	 600.50	2185.50	  24.00
K01961	3660.47	4008.00	3693.94	3169.08	3973.67	4125.90	2631.50
K01962	2082.83	2858.99	1459.40	1676.82	1378.42	 636.07	2399.50
K01963	3631.66	3822.33	3147.56	2846.65	3654.92	3181.90	2667.00
K01965	0	3	0	0	0	0	0
K01966	 388.31	 338.00	 903.71	 623.93	 561.25	1668.50	  14.00
K01968	0	0	0	0	0	0	0
K01969	0	0	0	0	0	0	0
K01971	 94.58	128.34	340.41	 22.08	 29.50	 35.83	 11.50
K01972	4463.57	4506.43	4125.77	5345.96	3922.53	4392.65	2766.41
K01974	 4.00	 3.43	50.00	 3.00	40.96	 0.00	 2.28
K01975	806.90	 61.26	678.00	 65.50	102.71	 44.50	 31.08
K01989	3991.31	5724.08	4019.22	6385.23	4647.28	3549.40	4794.00
K01990	36267.36	37374.56	33362.30	40338.24	33992.62	33872.25	25103.44
K01991	 790.75	 878.86	2416.36	1217.76	 952.42	3168.75	  31.36
K01992	27134.81	32757.42	26135.08	27092.00	25953.54	27587.75	22680.63
K01993	1177.09	 592.87	2133.47	1536.13	1006.66	3334.58	  62.69
K01994	 463.0	 598.0	  82.0	 860.0	 712.0	   0.0	2003.5
K01995	3143.31	2944.88	3107.86	2802.55	2581.99	3038.05	1316.58
K01996	3142.31	2952.88	3112.86	2800.55	2582.99	3065.05	1314.58
K01997	3432.31	2933.88	3194.86	2836.55	2586.99	3091.05	1327.58
K01998	3448.31	2956.88	3199.86	2844.55	2591.32	3123.05	1337.58
K01999	3622.21	3379.81	3385.86	3125.55	2774.02	3129.05	1456.99
K02000	165.34	191.43	405.80	175.51	319.96	618.75	 14.08
K02001	135.34	188.43	398.80	152.51	313.96	618.75	  7.08
K02002	146.34	191.43	398.80	157.51	313.96	618.75	 14.08
K02003	31408.99	30459.74	28216.22	36268.25	32236.10	31649.69	25018.76
K02004	29010.57	29921.00	28881.11	34055.91	29880.43	32806.42	21253.09
K02005	3379.22	2099.74	4917.13	2786.31	3100.28	6885.15	 372.92
K02006	2193.40	1470.56	1690.73	1563.72	2121.38	 542.07	1036.75
K02007	2237.40	1434.56	1772.73	1491.72	2138.38	 705.07	1040.75
K02008	2162.90	1434.56	1772.73	1491.72	2138.38	 705.07	1039.75
K02009	 221.17	 333.33	 560.00	 211.25	1164.25	 301.00	  74.25
K02010	1023.48	1620.06	1008.29	1959.08	2462.23	1528.48	2382.73
K02011	 515.41	1448.07	 568.95	1562.41	 335.65	1608.81	1796.73
K02012	 575.74	1424.08	 727.28	1645.74	1097.64	1630.14	2260.06
K02013	6833.95	6850.26	7856.14	6813.24	7611.61	8139.98	4427.73
K02014	2754.42	1782.86	5226.22	2986.44	2471.91	7516.75	 801.39
K02015	7619.10	8401.79	8292.91	8660.67	8100.28	8739.41	5401.44
K02016	7624.77	6995.76	8533.31	7010.47	8247.94	9232.31	4469.89
K02017	2185.23	1925.78	1860.82	1021.41	2255.29	2054.16	 333.83
K02018	2383.23	2404.28	2121.82	1405.41	2387.79	2062.16	 453.83
K02019	650.73	188.44	176.66	158.33	 85.04	118.33	 76.08
K02020	2382.63	2383.28	2098.82	1387.41	2388.79	2071.16	 460.83
K02021	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K02022	 95.5	  3.0	512.0	125.5	261.0	616.5	  7.0
K02024	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K02025	 6621.46	11651.67	 7622.60	 6387.90	10288.43	12187.97	 2069.45
K02026	 6629.46	11399.00	 7221.60	 6392.90	 9237.43	11955.97	 2073.45
K02027	7674.29	9540.85	6968.60	7975.57	9625.58	9091.14	4508.62
K02028	7849.61	7885.35	7344.14	7664.79	7465.61	7556.83	4163.10
K02029	7659.80	7624.51	6992.14	5890.82	6751.94	6645.16	4787.23
K02030	10976.85	10629.56	10074.82	 8317.78	10240.00	10342.52	 4614.03
K02031	3319.37	2545.02	3164.43	3823.13	2552.12	3712.30	 868.63
K02032	5422.04	3989.67	4953.27	4663.30	5523.60	5538.47	1085.96
K02033	6484.27	6066.68	6397.60	5310.21	7049.03	6629.80	1413.38
K02034	6193.87	5850.35	5999.60	5279.21	5928.03	6608.80	1400.38
K02035	6814.08	5149.08	6511.00	5331.55	6288.97	7594.71	1354.72
K02036	4282.13	4026.74	3885.41	4437.40	4206.28	3686.05	2696.00
K02037	4209.97	3848.51	3840.51	4393.83	3902.82	3583.98	2672.33
K02038	4209.97	3848.51	3840.51	4392.83	3902.82	3583.98	2672.33
K02039	4163.57	3823.50	3621.27	4377.58	3678.50	3510.15	2663.75
K02040	4598.94	4068.94	4709.68	4895.38	4203.28	4629.73	2691.41
K02041	 76.50	115.76	307.00	 43.83	118.54	 38.50	 47.58
K02042	144.00	207.66	604.00	 83.33	189.16	 47.00	 87.60
K02043	 7.00	 3.43	 0.00	 1.00	28.96	 1.00	 1.08
K02044	 96.00	 60.76	353.00	 27.49	116.54	 51.50	 18.58
K02045	 682.50	 458.26	1077.00	 174.00	1470.21	 233.00	  61.08
K02046	 6.50	45.76	16.00	 1.00	30.21	 2.00	 1.08
K02047	 6.50	45.76	16.00	 1.00	30.21	 2.00	 1.08
K02048	 6.50	49.19	16.00	 1.00	59.42	 2.00	 2.16
K02049	5916.62	4816.03	6002.97	2966.57	4199.83	5390.32	1190.00
K02050	6177.62	5585.54	6674.13	5529.15	6207.83	4627.65	2528.50
K02051	6046.43	5339.02	5771.61	5520.05	5453.25	4479.24	3160.50
K02052	 57.23	430.44	 11.66	484.33	 42.54	119.33	110.08
K02053	 44.33	385.44	 13.66	554.33	 48.79	133.33	102.83
K02054	 29.33	205.44	 12.66	243.33	 45.54	 87.33	 66.83
K02055	 37.33	265.44	 13.66	348.33	 48.79	103.33	 78.83
K02056	5018.83	4946.27	5031.00	4003.45	6348.83	6195.37	3096.86
K02057	10316.86	 9135.01	 9299.40	 7768.60	10475.54	11371.44	 6006.44
K02058	1150.49	1308.65	1771.98	 674.49	3029.21	 968.99	 293.94
K02062	 6.67	 6.43	 0.00	 0.00	30.21	 0.00	 2.08
K02063	 6.67	 6.43	 0.00	 0.00	30.21	 0.00	 2.08
K02064	10.67	 8.43	 2.00	 0.00	35.21	 1.00	 2.08
K02065	 556.68	 207.43	 920.21	 529.98	 399.95	1139.75	  34.41
K02066	 556.68	 207.43	 920.21	 529.98	 399.95	1139.75	  34.41
K02067	 485.68	 207.43	 968.88	 531.98	 410.95	1136.75	  29.41
K02068	 299.22	 242.43	 670.25	 500.75	 397.54	1045.75	  50.28
K02069	 325.72	 246.93	 727.25	 505.25	 410.54	1045.75	  52.78
K02071	3787.56	4210.00	3090.56	4609.64	2555.57	3399.90	3399.13
K02072	3806.56	4240.00	3098.56	4615.64	2570.57	3413.90	3410.13
K02073	3919.46	4343.43	3294.56	4663.64	2761.77	3399.90	3425.54
K02074	 9.50	73.00	 2.00	25.33	77.33	 1.00	40.80
K02075	 7.00	17.00	 1.00	 4.33	75.33	 1.00	 1.80
K02076	 4.00	18.00	 1.00	 4.33	 4.00	 0.00	 8.00
K02077	16.50	34.00	 5.33	 6.33	84.66	 5.00	 9.80
K02078	 8562.15	 8030.58	 9265.49	 7415.91	 9052.20	11761.88	 4172.35
K02079	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K02080	 29.00	167.43	  9.00	142.00	 37.96	 15.00	 52.28
K02081	 150.33	 261.45	 224.65	2819.33	  50.21	 252.66	 116.28
K02082	  31.16	 146.93	  91.50	1352.77	 207.62	  17.67	  53.95
K02083	 28.99	201.46	 27.98	 67.99	 63.21	177.99	111.08
K02086	 546.16	 778.23	  96.40	2195.57	 924.46	   3.07	1318.67
K02099	 111.00	 781.93	  42.00	1073.00	  80.21	  47.00	1289.08
K02100	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02101	0	0	0	0	0	0	0
K02103	 270.33	 345.01	 613.66	 257.33	1185.00	1396.33	  64.00
K02106	 12.00	 23.00	 18.00	 50.00	 20.25	174.00	 22.00
K02107	 16.90	162.00	120.00	158.00	 20.33	 47.00	 65.00
K02108	4132.67	4836.00	3966.27	4253.96	3921.99	3814.65	2647.33
K02109	4497.07	4843.00	3993.27	4331.96	4035.99	3822.65	2655.33
K02110	4130.67	4836.00	3910.27	4253.96	3921.99	3815.65	2647.33
K02111	4130.67	4836.00	3909.27	4255.96	3918.99	3813.65	2647.33
K02112	4137.67	4896.00	3966.27	4357.96	3921.99	3830.65	2659.33
K02113	3648.67	3659.00	3282.27	4116.96	3897.99	3745.65	2515.33
K02114	3992.67	4836.00	3790.27	4193.96	3917.99	3390.65	2644.33
K02115	4130.67	4836.00	3910.27	4254.96	3921.99	3815.65	2647.33
K02116	322.17	 67.43	243.00	  7.00	155.21	 42.00	 53.08
K02117	4537.30	4401.68	3994.95	4138.51	3786.57	4666.08	2825.17
K02118	4553.30	4268.68	3946.95	3931.51	3799.57	4879.08	2784.17
K02119	3100.79	2606.18	1781.32	3109.33	2933.32	2144.33	2600.67
K02120	4544.30	4204.68	3944.95	3826.51	3798.57	4850.08	2766.17
K02121	1465.97	1070.84	1463.29	1864.18	 940.74	2404.75	 394.17
K02122	3545.79	3777.68	1977.32	3188.33	3075.82	2215.33	2712.17
K02123	4516.30	4397.68	3649.95	4160.51	3798.57	4974.08	3515.67
K02124	4501.30	4212.68	3649.95	3849.51	3798.57	4929.08	2777.17
K02160	3206.16	3616.00	2771.56	2534.65	3396.42	2451.90	2601.00
K02164	0	0	0	0	0	0	0
K02167	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02168	17.17	14.43	 0.00	 8.50	40.21	 4.50	 3.58
K02169	 332.18	 170.43	 583.38	 499.18	 316.96	1045.75	  11.08
K02170	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02171	 935.33	 783.34	1240.66	 886.33	1577.00	2050.33	 257.00
K02172	 545.33	 603.01	 653.66	 911.33	1559.00	1858.33	 199.00
K02173	301.00	193.43	116.00	 44.00	156.21	 39.00	115.28
K02182	 15.50	 71.43	  0.00	111.50	 39.21	 19.50	 12.78
K02188	2932.69	1190.84	3130.04	1721.51	2475.99	3697.83	 365.88
K02189	2761.73	1531.84	2729.66	1391.58	2316.74	2646.33	 450.38
K02190	1914.82	 878.34	2260.16	1791.00	2371.24	3279.83	 339.63
K02191	  3.50	  8.00	148.00	 13.25	 49.24	  0.00	 28.38
K02192	 13.83	 84.77	  3.66	109.33	 37.21	 54.33	 30.08
K02193	21.67	16.43	51.00	12.50	55.71	 5.50	 9.78
K02194	21.67	16.43	51.00	12.50	55.71	 5.50	 9.78
K02195	21.67	16.43	51.00	12.50	55.71	 5.50	 9.78
K02196	 9.67	 6.43	50.00	 3.00	42.21	 0.00	 2.28
K02197	21.67	16.43	51.00	12.50	55.71	 5.50	 9.78
K02198	 25.67	 18.43	101.00	 15.50	 67.71	  5.50	 11.78
K02199	 9.67	11.43	50.00	 3.00	43.21	 0.00	 2.28
K02200	 13.67	 13.43	100.00	  6.00	 55.21	  0.00	  4.28
K02203	1013.5	 842.5	 875.0	 666.5	 586.0	1094.5	 157.0
K02204	 7.5	17.0	55.0	 4.0	16.0	 0.0	 3.0
K02205	0	0	0	0	0	0	0
K02217	1068.08	1201.77	2472.79	3203.56	2048.70	2780.58	2127.66
K02221	869.83	232.16	571.90	 64.65	457.25	 31.57	 63.00
K02224	2706.03	2673.83	2848.38	2020.18	2624.99	3604.50	 513.38
K02225	0	0	0	0	0	0	0
K02226	4086.54	5861.77	3813.79	3262.89	2832.70	4205.83	1629.66
K02227	3230.86	2949.34	3505.37	2182.51	2644.99	3747.83	 594.38
K02228	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K02229	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K02230	 266.05	 178.00	 469.75	 204.75	 267.50	1121.75	  19.00
K02231	3433.74	4159.28	3981.78	2221.89	3852.70	3966.16	 701.66
K02232	3224.86	2810.84	3491.04	2079.51	2644.99	3729.83	 582.38
K02233	3245.41	2823.27	3495.12	2123.56	2679.70	3817.83	 593.66
K02234	0	0	0	0	0	0	0
K02236	 78.16	182.23	  5.40	 18.57	157.79	 13.07	 25.67
K02237	3068.06	2920.00	3051.56	2874.98	2792.57	3000.90	1308.33
K02238	4761.07	5881.33	4531.77	5242.88	4066.73	4282.65	2879.91
K02239	0	0	0	0	0	0	0
K02240	 549.16	 783.56	  96.40	2200.90	 928.96	   3.07	2021.17
K02241	642.00	 17.33	571.00	  4.00	  0.00	  0.00	  8.00
K02242	 82.16	217.73	120.40	 26.82	225.04	  3.07	 37.92
K02243	 545.16	 782.90	  96.40	2199.90	 921.96	   3.07	2021.17
K02244	 75.16	136.90	  2.40	 18.90	208.96	  3.07	 16.67
K02245	 153.16	 752.23	  50.40	2198.90	 256.46	   3.07	2020.17
K02246	 77.16	136.23	  2.40	 18.57	212.46	  3.07	 16.67
K02247	0	0	0	0	0	0	0
K02248	 77.16	137.23	  2.40	 18.57	212.46	  3.07	 16.67
K02249	0	0	0	0	0	0	0
K02250	   5	  56	   2	1342	   2	   0	  40
K02251	0	0	0	0	0	0	0
K02253	0	0	0	0	0	0	0
K02254	0	0	0	0	0	0	0
K02255	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K02258	0	0	0	0	0	0	0
K02259	12	 1	 0	 2	 0	 1	 0
K02274	11.5	 1.0	 0.0	 2.0	 0.0	 1.0	 0.0
K02275	86.5	 1.0	 0.0	 2.0	 0.0	 1.0	 0.0
K02276	20.5	 1.0	 0.0	 2.0	 0.0	 1.0	 0.0
K02277	0	0	0	0	0	0	0
K02278	 178.00	 142.33	 398.00	  48.00	1127.00	 184.00	   9.00
K02279	116.16	 84.02	400.82	 38.66	194.50	108.66	 33.00
K02280	0	0	0	0	0	0	0
K02281	0	0	0	0	0	0	0
K02282	 32.0	  8.0	 92.5	  8.5	171.5	 21.5	  0.5
K02283	2342.99	1454.69	2254.48	1644.99	2853.83	2809.99	 453.00
K02291	13.00	 8.00	 6.33	 8.50	10.00	 7.50	 1.50
K02297	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02298	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02299	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02300	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02302	  19.33	  82.44	  72.66	  32.33	  37.21	1032.33	  65.88
K02303	2.5	1.0	0.0	2.0	0.0	1.0	0.0
K02304	2110.73	1162.51	1693.66	1095.08	1995.24	1663.83	 395.08
K02305	0	0	0	0	0	0	0
K02313	4410.57	3983.00	4114.77	4493.96	3889.32	4181.65	2665.33
K02314	4723.93	4417.01	4643.13	5303.06	3961.32	4714.48	2710.33
K02315	5987.41	6544.78	5890.82	3804.91	5037.79	6726.66	1226.83
K02316	4436.37	4051.00	4236.29	4625.73	3893.65	4275.65	2682.33
K02317	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02334	1913.40	2138.84	1962.82	 822.83	 518.32	 792.83	 403.50
K02335	4491.30	4197.01	4174.43	4850.29	3897.32	4356.98	2726.33
K02336	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02337	4498.34	4569.00	4222.60	5447.13	3943.98	4215.65	4643.83
K02338	4463.32	4148.00	4175.52	4515.21	3897.82	4194.65	2668.33
K02339	12.17	 8.43	55.00	 3.00	42.21	 0.00	 3.08
K02340	4416.57	4103.00	4079.77	4697.96	3857.33	4212.65	2681.00
K02341	4182.57	3939.00	3949.77	4475.96	3831.33	4138.65	2637.00
K02342	1497.35	1722.66	2185.82	2214.45	1786.41	2351.82	2879.16
K02343	4413.57	3987.00	4113.77	4573.96	3886.32	4196.65	2631.33
K02344	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K02345	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02346	5084.83	4612.85	5198.59	5419.62	4602.99	6039.31	4259.83
K02347	0	0	0	0	0	0	0
K02348	 52.74	117.43	 78.50	120.00	112.79	 82.00	 25.75
K02352	0	0	0	0	0	0	0
K02355	8417.81	7907.34	8053.81	9173.02	7373.65	8345.23	5284.38
K02356	4872.57	4509.43	4194.77	6644.96	4690.53	4181.65	3922.41
K02357	4410.57	3983.00	4114.77	4491.96	3888.32	4181.65	2658.33
K02358	5054.64	4036.43	4625.77	4516.21	4028.27	4182.65	2697.79
K02361	217.51	203.43	402.38	448.98	312.96	621.75	  8.08
K02362	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02363	 2.40	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
K02364	 2.00	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
K02371	3795.90	3717.24	3556.19	3015.16	2593.45	3947.65	2594.25
K02372	4215.11	3917.00	3820.81	2812.53	3910.41	3830.40	2675.33
K02377	 648.96	1371.44	1477.67	 845.65	 707.71	2844.33	  99.08
K02379	32.00	68.44	62.66	28.08	70.96	42.83	49.83
K02380	17.67	14.43	 0.00	 9.50	41.21	 4.50	 8.58
K02381	 0.00	 3.43	 0.00	 2.00	29.21	 0.00	 0.28
K02385	1549.66	 339.85	1385.32	 488.66	 208.50	1084.66	 186.50
K02386	 0.00	 6.86	 0.00	 1.00	59.17	 0.00	 8.36
K02387	1848.16	 566.28	1671.32	 594.66	 398.21	1164.66	 235.33
K02388	2035.16	 566.28	1735.32	 597.66	 404.21	1164.66	 241.33
K02389	1245.83	 195.27	1312.66	 238.33	 297.21	 715.33	  98.33
K02390	2000.49	 516.29	1486.98	 577.99	 401.21	1137.99	 240.33
K02391	 1.50	 4.43	 0.00	 0.00	43.46	 0.00	 1.08
K02392	3993.82	1128.13	3470.64	1195.32	 764.96	2329.32	 469.58
K02393	 1.50	 4.43	 0.00	 1.00	44.46	 0.00	 8.08
K02394	 1.50	 4.43	 0.00	 1.00	44.46	 0.00	 8.08
K02395	189.01	 30.43	178.05	 67.04	 84.46	122.00	 13.08
K02396	1639.83	 456.60	1187.66	 357.33	 432.21	 819.33	 141.33
K02397	1109.00	 175.26	 984.00	 229.00	 293.21	 688.00	  75.33
K02398	1103.33	 117.27	 814.66	 102.33	 183.21	 120.33	  95.33
K02399	 0.00	 4.43	 0.00	 0.00	43.46	 0.00	 1.08
K02400	2035.16	 568.71	1735.32	 597.66	 419.17	1164.66	 235.61
K02401	2020.16	 449.28	1609.32	 585.66	 389.96	1154.66	 213.58
K02402	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02403	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02404	1082.00	  61.83	 765.00	  86.00	 122.50	  61.00	  43.50
K02405	2035.16	 566.28	1735.32	 597.66	 404.21	1164.66	 235.33
K02406	3275.49	 708.62	2636.98	 961.99	 894.21	2012.99	 337.53
K02407	1527.50	 176.26	 901.00	 292.00	 412.21	 748.00	 109.33
K02408	1707.16	 526.28	1562.32	 323.66	 329.21	 845.66	 171.33
K02409	1270.83	 312.27	1052.66	 277.33	 302.21	 783.33	 118.33
K02410	2035.16	 566.28	1735.32	 597.66	 404.21	1164.66	 235.33
K02411	1161.33	 258.27	 896.66	 185.33	 199.21	 262.33	 110.33
K02412	2035.16	 565.28	1735.32	 597.66	 389.96	1164.66	 235.33
K02413	1152.00	 173.26	1016.00	 209.00	 278.96	 613.00	  76.33
K02414	418.00	 37.19	244.00	102.00	175.17	149.00	 31.36
K02415	639.00	 32.93	415.00	  5.50	 47.46	  4.00	 34.58
K02416	2035.16	 566.28	1733.32	 590.66	 395.96	1164.66	 214.58
K02417	2067.16	 624.28	1903.32	 689.66	 512.21	1685.66	 237.33
K02418	526.00	132.26	469.00	188.00	260.71	605.00	 41.58
K02419	2035.16	 566.28	1735.32	 597.66	 404.21	1164.66	 235.33
K02420	2035.16	 566.28	1735.32	 596.66	 403.21	1164.66	 234.33
K02421	2021.16	 449.28	1609.32	 585.66	 390.96	1155.66	 213.58
K02422	2380.16	 606.61	1874.32	 676.66	 523.21	1225.66	 258.33
K02423	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02424	 16.67	 35.43	 10.00	 33.00	108.54	 89.00	 20.08
K02425	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K02426	 436.51	 224.87	 778.87	 516.31	 370.17	1177.08	  32.16
K02427	12.17	 8.43	55.00	 4.00	43.21	 0.00	10.08
K02428	4837.98	4169.00	4888.98	4993.69	4180.82	5322.40	2649.08
K02429	1288.11	 571.43	2833.98	1361.55	1161.29	4333.75	  38.28
K02430	 16.00	 79.44	  2.66	109.33	 33.21	 52.33	 30.08
K02431	 235.00	 307.77	 393.99	 292.33	1177.54	 273.33	  51.28
K02433	3170.89	2324.57	2767.89	3609.98	3265.11	2385.90	2446.80
K02434	3164.89	2265.57	2757.89	3587.98	3260.11	2377.90	2407.00
