response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
K06261	0	0	0	0	0	0	0
K06281	 57.71	 52.86	 65.13	 37.26	101.17	 11.50	 11.86
K06282	56.71	50.86	65.13	37.26	99.17	11.50	11.86
K06283	2841.83	2864.34	2820.66	1580.58	2165.75	2438.33	 598.25
K06284	2333.16	3546.35	2243.32	 854.66	 643.50	 667.66	 520.00
K06285	 6.4	25.0	16.0	21.0	 1.0	 5.0	 0.0
K06286	  90.16	 242.23	   6.40	1363.57	 215.46	   3.07	  56.67
K06287	4340.91	3859.77	4134.37	4480.06	3656.87	4178.58	2644.33
K06294	0	0	0	0	0	0	0
K06295	1555.5	2101.0	1479.0	 691.0	 263.5	 478.0	 331.0
K06296	 94	 29	590	  2	 11	  0	  1
K06297	691.0	126.5	888.0	 44.0	 56.0	  8.0	 17.0
K06298	1720.33	 941.34	1744.66	1152.33	2119.00	2551.33	 264.00
K06299	0	0	0	0	0	0	0
K06300	0	0	0	0	0	0	0
K06301	0	0	0	0	0	0	0
K06302	0	0	0	0	0	0	0
K06303	0	0	0	0	0	0	0
K06304	0	0	0	0	0	0	0
K06305	 496.0	1021.0	  84.0	1487.0	 716.0	   0.0	2730.5
K06306	 561.33	 436.34	1084.66	 284.33	  92.00	 319.33	 144.00
K06307	1	2	1	0	2	0	0
K06308	0	0	0	0	0	0	0
K06310	1063.00	 437.33	 895.00	 473.00	1250.00	 336.00	  96.00
K06311	0	0	0	0	0	0	0
K06312	0	0	0	0	0	0	0
K06313	0	0	0	0	0	0	0
K06314	0	0	0	0	0	0	0
K06315	0	0	0	0	0	0	0
K06317	1338.00	1536.00	1028.00	 753.00	 472.33	 686.00	 263.00
K06318	0	0	0	0	0	0	0
K06320	422	 18	174	 83	138	112	 44
K06323	0	0	0	0	0	0	0
K06324	0.00	0.33	0.00	0.00	0.00	0.00	0.00
K06327	0	0	0	0	0	0	0
K06328	 457.0	 541.0	  80.0	 836.0	 710.0	   0.0	1964.5
K06329	0	0	0	0	0	0	0
K06330	0.67	0.00	0.00	0.00	2.66	0.00	0.67
K06331	 15	  9	108	 15	  4	  1	 10
K06332	0	0	0	0	0	0	0
K06333	3305.16	2584.68	2726.32	2422.91	2212.75	2494.66	1889.25
K06334	3725.16	2963.68	3000.32	3003.91	3011.75	3717.66	2658.75
K06335	0	0	0	0	0	0	0
K06336	0	0	0	0	0	0	0
K06338	 15	165	  4	  0	  1	  0	  0
K06340	0	0	0	0	0	0	0
K06342	0	0	0	0	0	0	0
K06343	0	0	0	0	0	0	0
K06344	0	0	0	0	0	0	0
K06345	0	0	0	0	0	0	0
K06346	3972.39	3834.57	3285.89	4083.98	3471.36	3060.90	2654.25
K06347	0	0	0	0	0	0	0
K06348	37	 0	 0	10	 0	 0	 2
K06349	0	0	0	0	0	0	0
K06350	0	0	0	0	0	0	0
K06351	37	 0	 0	10	 0	 0	 2
K06359	0	0	0	0	0	0	0
K06360	0	0	0	0	0	0	0
K06366	0	0	0	0	0	0	0
K06367	0	0	0	0	0	0	0
K06370	0	0	0	0	0	0	0
K06371	0	0	0	0	0	0	0
K06373	2857.83	2349.34	2703.66	2360.58	2167.75	2432.33	2508.75
K06374	3254.83	2354.34	2751.66	2362.58	2826.75	2444.33	2514.75
K06375	0	0	0	0	0	0	0
K06376	0	0	0	0	0	0	0
K06377	0	0	0	0	0	0	0
K06378	3683.20	3562.35	2946.87	2542.67	2989.00	2476.66	2619.75
K06379	3653.83	3546.34	2934.66	2515.58	2977.75	2439.33	2601.75
K06380	0	0	0	0	0	0	0
K06381	4556.56	4038.85	3631.32	2997.41	2990.24	2876.66	2835.58
K06382	2905.83	2703.34	2406.66	1728.58	2067.75	2447.33	 586.25
K06383	2280.83	1338.01	1495.66	1266.58	 790.75	1056.33	 487.25
K06384	1122.83	 724.84	 670.66	 302.33	 163.75	 127.33	 185.75
K06385	3542.83	2890.34	2842.66	1658.58	2265.75	2439.33	1300.75
K06386	 418.0	  61.0	  76.0	 185.0	 704.0	   0.0	1198.5
K06387	2591.83	2639.84	2387.66	1538.58	1967.75	2424.33	 597.25
K06388	0	0	0	0	0	0	0
K06390	3192.83	2960.34	2851.66	1758.58	2264.75	2454.33	 610.25
K06391	1241.83	 771.84	1097.66	 500.58	1398.75	 415.33	 238.25
K06392	3187.83	2900.34	2851.66	1655.58	2264.75	2439.33	 598.25
K06393	3187.83	2900.34	2851.66	1655.58	2264.75	2439.33	 598.25
K06394	2979.83	1580.34	2721.66	1546.58	2221.75	2427.33	 504.25
K06395	564.33	186.34	381.66	111.58	162.25	294.33	133.25
K06396	3187.83	2900.34	2851.66	1655.58	2264.75	2439.33	 598.25
K06397	2841.83	2900.34	2820.66	1580.58	2165.75	2438.33	 598.25
K06398	3653.83	3546.34	2934.66	2516.58	2977.75	2439.33	2601.75
K06399	3312.83	3606.34	2903.66	2544.58	2879.75	2453.33	2613.75
K06400	2114.99	1348.53	2073.98	1159.82	1038.50	1394.49	 428.50
K06401	0	0	0	0	0	0	0
K06402	1478.0	 802.0	 574.0	1165.0	 777.0	 456.0	2053.5
K06403	1468.33	 868.34	1438.66	1051.33	1991.00	1932.33	 243.00
K06404	1463.33	 808.34	1438.66	 948.33	1991.00	1917.33	 231.00
K06405	3658.83	3550.34	2936.66	2517.58	2978.75	2453.33	2607.75
K06406	3664.83	3666.34	2934.66	2722.58	2977.75	2469.33	2625.75
K06407	3660.16	3562.35	2937.32	2521.91	2981.75	2476.66	2618.75
K06408	1127.33	1180.01	 406.66	1567.33	1168.00	 799.33	2241.50
K06409	5911.66	4744.18	5269.32	3933.16	5341.49	4916.66	3009.33
K06410	2020.33	2345.84	1425.66	 958.83	 404.50	 843.33	1145.00
K06411	2484.33	2920.84	1508.66	1789.83	1094.50	 764.33	2433.00
K06412	2787.49	2818.36	2874.98	1483.24	2342.75	2974.99	 556.25
K06413	0	0	0	0	0	0	0
K06415	  2	  2	107	  0	  2	  0	  0
K06416	1606.50	1106.00	 890.50	1407.75	1097.25	 346.50	2170.25
K06417	0	0	0	0	0	0	0
K06418	0	0	0	0	0	0	0
K06419	0	0	0	0	0	0	0
K06421	17	 0	47	 2	 0	13	10
K06422	0	0	0	0	0	0	0
K06423	638	 17	565	  0	  0	  0	  7
K06425	1	0	0	0	0	0	0
K06426	 457	 536	  80	 832	 709	   0	1262
K06428	0	0	0	0	0	0	0
K06429	0	0	0	0	0	0	0
K06431	0	0	0	0	0	0	0
K06432	0	0	0	0	0	0	0
K06433	0	0	0	0	0	0	0
K06434	 45	  0	295	  0	  0	  0	  0
K06436	 459.00	 514.00	 189.00	 843.25	 710.25	   0.00	1984.75
K06437	0	0	0	0	0	0	0
K06438	3068.83	1665.34	2633.66	1531.58	2180.75	2435.33	 482.25
K06439	0	0	0	0	0	0	0
K06441	 4	 2	50	 3	12	 0	 2
K06442	3968.89	3719.57	3283.89	3957.98	3537.36	3044.90	2603.25
K06443	0	0	0	0	0	0	0
K06445	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K06446	12.0	 8.0	 1.0	 8.5	12.5	 5.5	 0.5
K06447	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K06518	2422.07	3341.50	2503.94	2753.13	3306.50	3219.15	2567.80
K06595	0	0	0	0	0	0	0
K06596	0	0	0	0	0	0	0
K06597	0	0	0	0	0	0	0
K06598	0	0	0	0	0	0	0
K06599	0	0	0	0	0	0	0
K06600	0	0	0	0	0	0	0
K06601	0	0	0	0	0	0	0
K06602	0	0	0	0	0	0	0
K06603	1044.00	  61.83	 535.00	  82.00	 121.50	  61.00	  34.50
K06605	331	465	113	724	126	144	123
K06606	300	105	113	108	126	 54	 50
K06607	0	0	0	0	0	0	0
K06608	308.33	152.01	222.66	123.33	132.00	 98.33	 67.00
K06609	 6	17	 2	 1	 9	 1	 2
K06610	 1	15	 1	 1	 4	 0	 1
K06714	637.33	111.01	305.66	178.33	 14.25	427.33	112.75
K06718	0	0	0	0	0	0	0
K06720	0	0	0	0	0	0	0
K06726	 95.16	680.46	 53.98	841.24	108.78	227.99	888.66
K06794	0.00	0.00	0.00	0.00	0.33	0.00	0.00
K06857	 2.4	16.0	 3.0	 1.0	 6.0	10.0	16.0
K06858	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K06859	 327	 202	 261	1569	  31	 939	1550
K06860	7.5	3.0	2.0	2.0	5.0	2.0	1.0
K06861	 554.08	 207.43	 922.21	 525.98	 386.95	1139.75	  19.41
K06864	2657.73	1478.34	2206.49	1799.08	3041.24	2325.83	1567.08
K06866	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K06867	 16.66	 22.72	 55.00	  7.67	130.17	  1.67	  3.12
K06871	5006.59	6024.47	6260.12	7271.31	5353.78	8111.83	2564.89
K06872	1355.94	1980.27	1894.66	1194.15	1793.95	2479.08	 943.91
K06876	0	0	0	0	0	0	0
K06877	 34.9	124.0	  2.0	219.0	  9.0	 38.0	 32.0
K06878	 150.16	 667.66	  81.40	 855.90	 944.42	   3.07	1981.45
K06879	14.34	 6.43	13.33	 3.67	30.21	 0.00	 1.08
K06880	0	0	0	0	0	0	0
K06881	4402.40	4108.57	4057.77	4695.96	3846.78	4209.65	2679.25
K06883	0	0	0	0	0	0	0
K06884	 0.00	 5.86	 0.00	 0.00	43.92	 0.00	 2.96
K06885	 852.46	1420.83	 659.25	3343.85	1088.66	1047.42	2832.17
K06886	11.5	35.0	 0.0	 2.0	 0.0	 1.0	 0.0
K06887	 0.00	 7.86	 0.00	 0.00	72.67	 0.00	 0.56
K06888	799.33	249.34	730.66	249.33	 26.00	129.33	 72.00
K06889	 7232.85	 7825.57	 7887.65	 9281.73	 7848.05	10099.24	 8681.38
K06890	 604.16	1440.10	 294.64	1477.95	 475.96	 192.40	 201.28
K06891	 243.17	  25.43	 523.00	 187.30	 296.21	1048.50	  17.08
K06893	 0.0	11.5	 0.0	 2.5	 0.5	 1.0	 0.0
K06894	105.41	205.86	250.63	 30.68	 78.92	 68.25	  9.36
K06895	29.67	40.43	26.00	35.00	50.21	88.00	19.08
K06896	 71.49	147.24	  6.06	 20.23	146.46	 48.40	 29.67
K06897	1787.98	1734.02	2513.20	1687.17	2159.00	2281.91	 469.25
K06898	2642.73	1470.34	2168.49	1794.08	3027.24	2312.83	1567.08
K06899	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K06901	4036.32	4140.34	3427.41	4179.64	3722.45	3200.55	2831.97
K06902	 825.00	2060.00	 354.50	2955.50	1325.16	 531.50	1528.50
K06903	37.17	15.43	 8.67	44.00	50.46	81.00	13.08
K06904	 95.80	 88.00	480.50	202.50	 36.25	808.50	 16.00
K06905	235.00	 17.86	129.00	 64.00	 66.17	151.00	 41.36
K06906	 0.00	 6.86	 0.00	 0.00	58.17	 0.00	 2.16
K06907	 82.34	 86.43	 32.34	111.00	 55.46	160.00	783.58
K06908	 9.00	15.43	 0.00	24.00	44.46	80.00	12.08
K06909	153	 36	349	 69	  9	439	 10
K06910	 70.00	131.43	144.00	137.50	151.54	 34.50	 29.38
K06911	 530.82	 493.52	 815.13	 544.93	 404.67	1151.50	  25.66
K06915	111.00	121.52	231.67	100.27	173.25	522.67	 11.56
K06916	 3.50	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
K06917	28.00	 3.43	 5.00	 7.00	38.46	 0.00	21.83
K06918	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K06919	 817.50	1458.76	 490.00	 876.00	 228.96	 821.25	 228.08
K06920	1191.01	1505.66	1724.11	1659.63	 981.75	1096.15	1444.91
K06921	1137.07	 675.00	2383.18	2852.52	1263.49	5624.75	 195.50
K06922	 71.5	165.0	341.0	 75.5	  7.0	604.5	  3.0
K06923	3109.73	3380.34	2813.66	3926.33	3084.50	2992.33	2572.50
K06925	4410.57	3983.00	4114.77	4491.96	3888.32	4181.65	2658.33
K06926	 709.33	1946.02	1832.87	2487.72	 274.25	4482.16	 299.50
K06928	 167	 204	 377	 145	1125	 188	  12
K06929	 154.33	 634.66	  91.40	 855.57	 869.67	   4.07	1980.25
K06931	0	0	0	0	0	0	0
K06934	 829.33	1362.44	 414.66	 262.33	 351.21	 685.33	 175.28
K06937	 4	40	 2	 3	 2	14	13
K06938	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K06940	1173.56	1527.93	1055.06	1700.90	2103.88	2520.40	 399.08
K06941	4449.82	4058.00	4262.27	4701.96	3839.32	4238.65	2648.33
K06942	4417.57	4043.00	4170.77	4594.96	3888.32	4196.65	2670.33
K06945	2	0	0	0	0	0	0
K06946	 0.00	 4.43	 0.00	 0.00	43.46	 0.00	 1.08
K06948	 547.16	 783.23	  96.40	2200.90	 925.46	   3.07	2021.17
K06949	4500.89	4277.33	4168.19	4615.21	3906.49	4212.90	2665.33
K06950	3143.38	3531.33	4079.86	4171.08	4066.49	5262.57	1424.00
K06951	0	0	0	1	1	0	7
K06952	425.8	 89.0	 19.0	124.0	 41.5	322.0	  0.0
K06954	0	0	0	0	0	0	0
K06955	0	0	0	0	0	0	0
K06956	 71.67	589.76	 13.00	678.08	 75.46	 18.50	789.83
K06957	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K06958	3984.06	3784.00	3338.56	3981.98	3581.57	3041.90	2645.33
K06959	4263.17	4159.00	3960.44	4815.96	3744.50	4275.65	2691.00
K06960	3968.39	3774.57	3284.89	3978.98	3468.36	3044.90	2642.25
K06962	762.66	157.23	511.90	 41.05	361.70	 24.57	 47.58
K06966	1209.31	 670.16	1224.44	1957.53	 929.58	1687.90	  41.41
K06967	3856.99	3764.57	3189.06	3967.48	3361.53	3018.40	2633.75
K06968	 5.67	 6.43	 0.00	 1.00	31.21	 0.00	 2.08
K06969	5435.90	5873.34	5634.09	5392.46	5045.16	6800.48	3023.83
K06970	 20.80	170.43	 45.25	  3.25	 41.71	  3.25	  1.08
K06971	  83.66	1447.02	 118.32	 130.66	  58.00	  92.66	 174.00
K06972	2143.16	1493.85	2016.82	1650.49	2453.32	2609.16	 414.83
K06973	4156.74	2545.84	3910.37	2944.59	3551.00	4106.58	2528.25
K06974	1.75	3.00	2.75	2.25	2.50	0.00	0.00
K06975	1248.32	1913.76	1493.13	1781.23	 510.20	1006.00	 236.41
K06976	 47.00	  1.00	297.00	 11.25	 10.25	  1.00	 22.25
K06978	 157.5	1176.0	 549.5	 209.5	 304.0	 710.5	 106.0
K06979	0	0	0	0	0	0	0
K06980	19.67	11.43	57.00	 5.00	47.21	 2.00	 4.08
K06985	0	0	0	0	0	0	0
K06986	0	0	0	0	0	0	0
K06987	1183.80	 735.66	1388.00	 363.75	 662.00	 239.00	 170.50
K06988	 5.5	45.0	 1.0	 4.0	12.0	 0.0	 3.0
K06989	139.42	 58.34	533.96	134.84	297.75	666.83	 28.00
K06990	1.00	0.00	0.00	0.00	0.33	0.00	6.00
K06991	0	0	0	0	0	0	0
K06992	0	0	0	0	0	0	0
K06994	11.5	18.0	 1.0	 6.0	75.0	 2.0	 3.0
K06995	 3	48	 1	 0	 1	 0	 0
K06996	 79.47	199.00	105.92	 23.25	 18.50	  3.25	  1.80
K06997	4405.57	3967.00	4113.77	4489.96	3813.32	4181.65	2657.33
K06999	29.67	22.43	 5.00	12.00	33.62	 1.00	 9.08
K07000	 8.83	 8.86	55.00	20.60	70.42	 0.00	 4.16
K07001	2889.34	2852.28	3672.38	2285.08	3202.21	4401.66	 352.33
K07002	2.5	3.0	0.0	0.0	0.0	0.0	0.0
K07003	2673.05	2876.51	2121.74	3035.25	2398.08	2841.83	 581.75
K07004	 28.33	170.00	  6.00	  1.00	 16.66	  1.67	  0.67
K07005	4830.92	3792.34	3552.04	4482.64	4369.65	3487.08	3334.58
K07006	 6.00	31.00	 0.00	 2.00	75.33	 0.00	 2.00
K07007	5850.99	4942.34	5244.72	4246.36	5705.82	5701.23	2941.58
K07008	157.67	147.43	 12.00	  0.00	 30.21	  0.00	  4.08
K07009	 871.16	1237.23	 886.90	2344.90	2055.29	 747.07	 281.67
K07010	2521.46	2241.25	1753.97	3401.33	2955.28	2452.90	2423.92
K07011	1184.40	2092.00	2751.13	1778.40	1285.25	4011.75	 172.00
K07012	2730.73	3953.77	2698.99	3243.83	2545.79	3003.33	2667.53
K07013	  5	118	  0	107	  4	 21	 12
K07014	147.67	  6.43	170.00	 63.00	 46.21	425.00	  6.08
K07015	3239.99	3091.57	3023.56	3123.73	2699.46	3040.90	 640.17
K07016	0	0	0	0	0	0	0
K07017	 262.21	1083.00	 562.55	 351.26	 277.25	1164.50	  74.80
K07018	3	1	5	2	0	1	0
K07019	 4.00	 5.43	50.00	 4.00	42.21	 0.00	10.08
K07020	0	0	0	0	0	0	0
K07023	1734.16	1073.34	1664.66	1208.60	2137.91	2606.00	 301.42
K07024	19784.37	23243.27	15915.70	31632.33	23351.31	17415.50	23185.76
K07025	6311.58	6323.15	6594.01	9401.48	7620.09	8247.87	4289.25
K07026	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07027	3321.41	2040.28	2875.28	3996.06	3406.71	3556.91	2384.33
K07028	1	0	5	1	0	0	0
K07029	 832.83	 709.73	 200.40	 855.97	1048.96	  43.07	2019.17
K07030	3896.49	3813.57	3268.56	4083.98	3522.03	3069.90	2648.25
K07031	 73.05	346.01	233.08	135.38	161.49	586.33	 23.33
K07032	23	 8	 0	19	 1	 1	10
K07033	102.40	221.33	199.00	285.50	 37.33	359.50	 99.50
K07034	18.50	19.76	11.00	20.75	50.46	 5.50	23.83
K07035	2287.73	1614.34	1842.66	2083.07	3014.25	2775.83	2301.25
K07037	1430.41	 258.83	1081.71	 613.98	 412.25	1109.75	  39.50
K07038	 33.00	 69.86	116.00	119.00	 81.92	 15.00	 69.66
K07039	 1.00	 3.43	 5.00	 0.00	29.21	 0.00	 0.28
K07040	3937.06	3704.00	3134.89	3885.65	3431.25	2523.90	2638.00
K07042	3984.06	3784.00	3339.89	3981.98	3581.57	3044.90	2645.33
K07043	4235.41	4030.11	4067.70	4759.92	3629.54	4455.91	2684.33
K07044	0	0	0	0	0	0	0
K07045	2611.74	3699.54	2721.06	3482.07	2480.75	3261.57	 795.00
K07046	0.00	0.00	0.00	0.00	0.33	0.00	0.00
K07047	 979.29	2863.36	 850.48	3775.74	1169.08	1251.99	3085.55
K07048	321.33	250.44	118.66	277.33	163.21	277.33	112.28
K07050	0	0	0	0	0	0	0
K07051	0.00	0.00	1.33	0.00	0.00	3.00	0.00
K07052	5858.51	5920.09	6213.22	6024.09	5570.95	6290.45	2452.03
K07053	7435.50	8191.47	6810.85	9154.58	6315.79	6431.40	6921.08
K07054	19.33	52.43	52.00	 8.17	49.87	 1.67	 9.75
K07056	4827.58	4158.00	4928.65	4992.14	4193.07	5318.40	2668.33
K07057	 2	 0	56	 1	 0	 0	 0
K07058	2812.26	2173.93	3157.11	2400.96	2720.20	3300.15	1629.91
K07062	10.67	 2.00	 0.00	 2.00	 0.00	 1.00	 0.00
K07063	 2	 0	29	 0	 8	 1	 0
K07064	1	0	0	0	0	0	1
K07067	 29.00	  5.00	202.50	  9.25	176.25	 18.00	 22.25
K07068	 6.33	22.01	 3.66	 8.33	 5.00	42.33	21.00
K07069	 35	117	  8	 43	 26	 16	 50
K07070	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07071	189.48	205.43	154.41	 48.59	 55.71	 72.25	 10.08
K07074	 57.33	 48.44	107.66	 57.33	 34.71	222.33	 36.28
K07075	 719.02	 245.00	1137.15	 692.78	 430.75	1560.00	 148.00
K07076	  8	  0	107	  1	  0	  1	  0
K07077	0	0	0	0	0	0	0
K07078	 413.18	 343.40	 682.03	 516.31	 418.88	1116.15	  26.27
K07079	5697.54	7499.17	6165.13	8144.34	7195.50	6635.58	7732.75
K07080	759.80	171.00	658.00	288.00	316.98	856.00	110.66
K07082	4416.24	3743.99	4074.78	3881.63	3510.99	2697.32	2518.33
K07084	 7.3	 5.0	 3.0	 2.0	10.0	 1.0	 0.0
K07085	1489.43	 541.86	3084.19	1823.81	1531.42	4955.25	  76.16
K07088	 8692.27	 9445.87	 6637.53	11960.39	 8748.23	 6053.89	13347.74
K07089	2512.23	4940.10	2516.22	4224.07	3545.88	1323.90	4531.53
K07090	6730.30	5911.78	5474.15	3908.41	3945.52	3944.66	3335.99
K07091	 512.68	 210.86	 831.21	 513.98	 378.92	1139.75	  17.36
K07093	0	0	0	0	0	0	0
K07094	9	0	0	0	0	0	0
K07095	 7201.95	 8424.17	 6286.68	10194.76	 9143.50	 6433.48	10459.50
K07096	0	0	0	1	1	0	7
K07097	0	0	0	0	0	0	0
K07098	5851.34	7028.69	6199.40	9378.69	6492.74	7264.49	7725.58
K07099	1815.83	2201.01	1708.66	 756.58	 331.07	 568.33	 397.58
K07101	 15.17	  4.00	109.33	304.67	 26.00	  1.00	  3.00
K07102	 5.00	 2.00	56.33	 3.00	12.00	 3.00	 2.00
K07104	 64.50	133.23	  1.40	 17.23	132.13	  2.40	 16.67
K07105	2716.83	1651.07	2363.56	2752.48	3117.88	2659.73	1145.42
K07106	 935.84	2138.77	 871.21	1463.64	1090.96	1165.08	2101.38
K07107	3995.43	2767.50	4636.85	2929.91	2967.75	4883.48	1674.71
K07109	 79.84	  8.86	197.83	  3.67	 64.17	 91.00	  4.36
K07110	0.5	0.0	0.0	0.0	0.0	2.0	0.0
K07112	754.40	311.60	384.06	 89.13	232.96	160.73	 92.11
K07113	 7.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07114	1062.65	 737.01	1655.33	1066.84	 660.66	2364.58	  55.50
K07115	 64.72	173.43	 99.75	  4.25	 41.71	  3.25	  1.08
K07116	0	0	0	0	0	0	0
K07117	0	0	0	0	0	0	0
K07118	 65.47	244.00	184.42	 38.25	 22.50	 69.25	 17.00
K07119	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07120	37.90	 3.43	 0.00	10.00	29.21	 0.00	 3.08
K07121	 5.67	 6.43	 0.00	 1.00	31.21	 0.00	 8.08
K07122	10.67	 8.43	55.00	 3.00	42.21	 0.00	 3.08
K07124	3290.82	3291.58	3006.63	1959.40	3313.79	3067.90	1390.67
K07126	2506.33	3777.81	1876.15	2452.41	1531.86	2619.16	2700.05
K07127	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K07128	0	0	0	0	0	0	0
K07129	  0	  0	106	  0	  0	  0	  0
K07130	386.0	363.5	 49.0	491.0	 73.0	 58.0	 74.0
K07131	1.5	0.0	0.0	0.0	0.0	0.0	0.0
K07132	281.30	  0.00	306.25	122.25	 13.50	850.00	  6.00
K07133	 6676.56	 5115.33	 8138.57	 9355.39	 6771.54	11145.50	  865.33
K07136	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07137	7174.57	7646.18	6649.03	9247.14	6713.49	6137.41	6009.08
K07138	2836.45	2652.02	3167.25	3448.02	2561.75	3056.66	2390.25
K07139	4049.17	2771.00	3407.94	4360.13	3702.82	4048.15	2572.83
K07140	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07141	1416.73	1622.77	1189.66	 529.58	2212.46	 483.33	1427.83
K07145	0	0	0	2	0	0	0
K07146	 89.83	157.66	  1.40	 18.82	158.67	  4.07	 17.25
K07147	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07148	 357.14	 542.43	1101.39	 289.70	 599.46	1379.75	  14.08
K07149	150.65	362.02	174.62	 68.67	 34.08	 93.91	793.50
K07150	2774.72	2936.01	2488.22	1464.71	2476.09	 627.73	3063.63
K07151	0	0	0	0	0	0	6
K07152	19.5	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
K07153	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K07154	1277.73	 370.43	2419.33	1233.24	3357.37	2944.00	  58.78
K07156	 2.50	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
K07157	0	0	0	0	0	0	0
K07160	 97.90	107.44	162.66	 38.83	 48.21	 63.83	 30.58
K07161	 1	 0	 0	 0	71	 0	 0
K07164	 538.01	 209.00	 976.71	 519.48	 484.25	1162.25	  21.50
K07165	0	0	0	0	0	0	0
K07166	3883.89	3725.57	3276.56	3979.45	3506.78	3030.90	2597.50
K07167	0	0	0	0	0	0	0
K07168	1	0	5	1	1	0	1
K07169	0.0	0.0	0.0	0.0	0.0	0.0	0.8
K07171	6812.07	7980.32	4753.13	6657.23	4666.70	5561.98	5323.20
K07172	 4.42	11.43	 7.17	25.00	29.96	79.00	12.28
K07173	2985.33	3077.00	2678.14	4070.45	3621.75	3872.90	1748.00
K07175	308.51	246.00	591.13	403.68	 46.75	439.25	  7.00
K07177	 84.66	140.23	  4.40	 20.57	217.79	  5.07	 17.67
K07178	0	0	0	0	0	0	0
K07180	  2.00	  5.43	107.00	  0.00	 31.21	  0.00	  1.08
K07181	105.0	 37.0	436.0	 32.0	  2.0	122.0	 48.6
K07182	0	0	0	0	0	0	0
K07183	3314.16	3227.35	3109.32	3180.91	2438.07	3228.66	 699.58
K07184	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K07186	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K07192	 345.13	1098.84	 755.91	1093.25	1014.16	1936.75	2046.17
K07213	41.0	93.0	 2.0	46.8	 8.0	 3.0	48.0
K07214	 476.00	  40.86	 488.00	 258.80	 322.17	1289.00	  13.16
K07215	0	0	0	0	0	0	0
K07216	1578.66	 717.68	1161.32	 966.66	1687.00	1986.66	 231.00
K07217	 55.84	305.00	209.84	 61.25	 20.25	174.00	780.55
K07218	 4	 0	50	 3	12	 0	 2
K07219	627.90	114.33	323.00	 21.75	 28.25	 32.50	 54.75
K07220	 511.28	1527.34	1071.16	 318.58	 539.65	1126.58	 128.83
K07221	 173.56	   3.00	 733.41	 525.59	 531.50	1237.00	   9.00
K07222	0	0	0	0	0	0	0
K07223	 79.80	186.43	 49.25	 26.25	 51.71	  4.25	  3.08
K07224	 66.16	111.49	  1.40	  6.80	161.67	  2.07	 10.75
K07225	 1.50	 1.00	 0.00	 0.00	14.25	 0.00	 0.80
K07226	1.5	0.0	0.0	0.0	0.0	0.0	0.0
K07227	 5.00	 3.00	55.00	 3.00	26.25	 0.00	 2.00
K07228	0	0	0	0	0	0	0
K07229	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07230	 4.00	 5.00	35.00	 0.00	40.65	 1.00	 0.33
K07231	0	0	0	0	0	0	0
K07232	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K07233	0	0	0	0	0	0	0
K07234	0	0	0	0	0	0	0
K07235	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K07236	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K07237	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K07238	5620.95	7193.49	4890.72	5404.47	4418.91	3466.90	4938.83
K07239	0.00	0.00	1.33	0.00	0.00	3.00	0.00
K07240	 8729.71	11366.02	 8791.25	12081.55	 8418.64	 9353.66	 8128.16
K07241	0	0	0	0	0	0	0
K07243	 69.33	116.16	 36.40	  6.80	198.82	  3.07	 11.08
K07245	 2.50	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
K07246	 6.33	24.44	 2.66	 8.33	33.96	38.33	21.28
K07248	 93.54	  6.43	346.55	128.59	291.46	615.50	 11.08
K07250	 3.00	 6.43	 0.00	 2.00	31.21	 1.00	 0.28
K07251	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
