response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
K02473	 66.00	328.67	  7.00	282.33	372.33	  9.00	 77.00	157.67	 18.00	858.00	 14.00	 20.00
K02474	 221.99	 593.67	  44.00	 601.26	 637.66	 121.25	 119.75	 291.36	  61.50	1289.50	  22.50	  46.34
K02475	775.0	  2.4	 17.0	  1.0	 11.0	  4.0	  0.0	  3.0	  6.0	  0.0	  1.0	  2.0
K02476	781	 19	 17	 48	 14	  4	  8	  5	  6	 13	 11	  7
K02477	 435.48	 918.06	 667.87	1156.81	 369.03	 358.56	 570.25	 626.89	 588.42	1226.83	  81.41	 482.27
K02478	140.03	  2.00	 22.86	  5.00	  8.28	162.28	  6.75	  7.25	 72.67	 10.00	 31.41	 25.50
K02479	0	0	0	0	0	0	0	0	0	0	0	0
K02480	0	0	0	0	0	0	0	0	0	0	0	0
K02481	 456.12	 652.98	 334.00	1384.14	 592.75	  15.50	 431.50	 974.26	 591.25	2181.50	  39.00	 599.76
K02482	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	12	 0
K02483	  8.14	 22.90	 75.43	  4.00	  5.89	 38.89	  1.00	109.00	 39.54	 19.00	 14.28	 29.00
K02484	 253.76	 371.51	 228.43	 629.38	 289.47	 174.39	 206.50	 538.68	 351.79	1134.25	  26.78	 321.17
K02485	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K02486	  0	  5	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
K02487	0.00	5.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K02488	  0	  5	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
K02490	0	0	0	0	0	0	0	0	0	0	0	0
K02491	0	0	0	0	0	0	0	0	0	0	0	0
K02492	1410.89	1552.57	1247.93	1616.33	 962.39	2185.89	1035.75	 945.75	1575.45	 351.50	 943.66	 307.17
K02493	2492.72	4410.57	3981.00	4166.77	3127.52	4125.69	3779.33	4572.96	3883.32	4182.65	2625.33	3101.80
K02494	 1.14	 8.17	 6.43	 5.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02495	6056.31	7831.66	7172.10	7386.73	5234.16	7634.61	7020.33	6502.85	6337.61	7234.48	3303.16	5789.05
K02496	39.14	33.17	24.43	57.00	24.89	 4.39	11.00	 6.00	33.21	43.00	17.08	 8.00
K02497	0	0	0	0	0	0	0	0	0	0	0	0
K02498	 1.14	 8.17	 6.43	 5.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02499	2180.58	2565.23	2555.34	2393.49	1824.00	1745.75	2524.25	 876.41	 844.24	 835.83	 469.08	2477.17
K02500	3089.81	4396.08	5124.50	4165.77	3171.77	3922.52	3808.58	4644.86	3785.92	4188.98	2728.25	3413.97
K02501	3091.34	4299.58	4941.77	4098.37	3153.47	3824.42	3762.58	4538.06	3645.62	4172.58	2708.25	3397.17
K02502	2918.08	3920.40	5274.34	3422.16	2903.50	4191.33	3550.75	4761.08	3329.33	3175.83	3487.17	3101.00
K02503	3300.72	4404.67	4039.00	4112.77	3109.52	4119.19	3792.33	4495.96	3887.32	4186.65	2651.33	3104.80
K02504	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02505	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02506	 1.14	 5.67	 5.43	 0.00	 0.39	 3.39	 0.00	 0.00	15.96	 0.00	 1.08	 0.00
K02507	39.14	43.67	 6.43	34.00	23.89	17.39	12.67	12.00	67.20	 0.00	 3.41	 6.67
K02508	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K02509	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K02510	190.71	105.07	244.47	 87.39	151.89	 15.46	 33.25	 99.57	 60.71	339.32	150.28	 49.25
K02511	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K02517	 320.76	 597.48	 211.43	 901.21	 357.97	  52.84	 285.67	 537.98	 428.94	1140.75	  22.74	 363.84
K02518	3155.47	4353.82	3983.00	3775.27	3108.52	4130.94	3631.58	4416.46	3881.32	3577.15	2655.33	2865.80
K02519	3329.72	4439.57	4067.00	4124.77	3121.52	4182.69	3785.33	4636.96	3899.65	4285.65	2690.33	3122.80
K02520	3305.72	4415.57	4043.00	4114.77	3112.52	4134.69	3785.33	4595.96	3888.32	4196.65	2670.33	3108.80
K02521	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02523	 242.76	 506.01	 207.43	 823.88	 310.64	  13.59	 261.33	 512.31	 352.96	1139.75	  23.08	 339.50
K02525	74.0	19.0	56.0	48.0	 9.0	 5.0	14.0	23.0	 2.0	13.0	49.8	 9.0
K02526	 64.80	 45.06	101.45	100.82	 41.89	145.55	 19.50	 34.66	204.21	151.66	 54.88	 12.00
K02527	 242.76	 440.08	 207.43	 865.21	 309.97	  11.59	 245.00	 515.98	 386.95	1139.75	  17.41	 348.17
K02528	3280.72	4415.57	4043.00	4114.77	3111.52	4134.69	3785.33	4594.96	3888.32	4196.65	2670.33	3108.80
K02529	15850.51	19751.39	18257.37	18054.50	14025.42	21201.95	17956.49	21833.89	23231.99	22918.16	14338.38	11950.86
K02530	  18.16	  12.83	  35.50	   0.00	  15.00	  37.67	   0.33	1328.10	  87.49	   1.67	   8.34	  17.33
K02531	 5.66	10.99	44.50	 0.00	18.00	31.50	 0.33	 5.77	17.83	 1.67	 2.00	 0.33
K02532	 889.28	 467.33	 518.86	  80.00	  23.28	 338.45	 242.33	 832.67	 768.91	   0.67	1263.83	  82.33
K02533	24.14	 6.50	 5.43	55.00	 0.89	 6.39	 0.00	 4.00	42.21	 0.00	10.08	 9.00
K02535	63.14	50.57	 8.43	90.00	26.39	18.14	14.17	16.00	80.20	 0.00	 6.41	17.67
K02536	 376.76	 574.08	 281.43	 901.21	 351.97	  30.34	 282.00	 550.98	 399.95	1170.75	  64.41	 355.17
K02538	 2	 1	15	 0	 9	 0	 0	 1	 4	 0	 1	 0
K02548	 321.26	 624.68	 237.43	1011.21	 546.47	 160.26	 273.33	 596.81	 379.79	1572.25	  36.58	 357.00
K02549	 14.64	 50.17	 20.43	  9.33	 17.89	150.39	  7.83	 19.50	 50.71	 10.50	  9.58	  5.50
K02550	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02551	158.26	317.78	549.43	455.71	 76.97	158.09	202.83	484.48	347.96	632.25	 16.58	317.00
K02552	 12.64	 47.67	 19.43	  9.33	 17.89	147.39	  7.83	 17.50	 48.21	  9.50	  9.58	  4.00
K02553	 1.14	 7.17	 6.43	 0.00	 0.89	 4.89	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02554	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02556	 828.55	2035.16	 673.78	1743.32	 959.64	 539.80	1541.75	 600.66	 408.21	1167.66	 236.33	 560.50
K02557	 814.31	2174.31	 832.71	1936.70	 944.11	 574.14	1241.75	 638.39	 436.42	1168.91	 237.61	 543.00
K02558	23.26	51.88	 8.43	67.21	 3.47	 6.39	 1.33	24.43	49.46	 3.00	 4.08	13.17
K02560	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02562	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K02563	3266.72	4410.57	3927.00	4169.77	3127.52	4127.69	3778.33	4471.96	3886.32	4181.65	2619.33	3101.80
K02564	3848.25	4679.72	5126.52	4995.39	3542.02	5446.55	3907.41	6542.93	5562.25	5809.31	3508.50	3484.38
K02565	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 1.00
K02566	  59.14	 128.50	1158.43	 236.50	 120.39	  32.64	  89.50	  95.00	  83.21	  68.00	  98.08	 361.50
K02567	 30.64	 21.67	 16.43	 51.00	  9.89	119.89	  0.50	 12.50	 55.71	  5.50	  9.78	  8.50
K02568	 5.14	16.17	14.43	 1.00	 5.39	98.89	 0.50	 8.50	40.21	 4.50	 0.78	 0.00
K02569	 1.14	 5.67	 8.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 0.28	 4.00
K02570	  6.64	 17.67	 14.43	  1.00	  9.89	117.89	  0.50	  8.50	 42.71	  5.50	  0.78	  0.50
K02571	0	0	0	0	0	0	0	0	0	0	0	0
K02572	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 0.28	 0.00
K02573	 53.14	 86.17	 64.43	 55.00	 38.39	686.89	  3.50	 63.50	115.71	 33.50	 12.78	  8.50
K02574	 54.64	 87.67	 64.43	 55.00	 42.89	686.89	  3.50	 63.50	115.71	 34.50	 12.78	  8.50
K02575	 32.28	 37.50	 19.86	 57.00	 10.28	131.78	  6.50	 16.50	 89.42	  7.50	  5.86	 11.00
K02584	9.00	1.00	0.00	1.33	0.00	2.00	0.33	2.00	2.00	3.00	8.00	0.00
K02585	67.00	56.00	17.33	13.00	62.00	 3.00	 7.00	36.00	 3.00	89.00	13.00	17.00
K02586	38.00	43.00	 6.33	 4.00	24.00	 1.00	 2.00	10.00	 0.00	 1.00	 2.00	 0.00
K02587	214.75	 39.00	 78.50	 44.00	 35.75	120.25	130.92	 19.00	 45.24	  3.00	 23.08	 43.67
K02588	 286.83	 158.73	 389.34	 376.66	 192.00	 347.08	 600.42	 197.58	 162.74	1769.33	  75.58	 117.17
K02589	  0	  6	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
K02590	  0	  6	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
K02591	29.00	12.00	17.33	13.00	32.00	 2.00	 4.00	25.00	 3.00	88.00	11.00	16.00
K02592	0	1	0	0	0	0	0	0	0	0	0	0
K02594	912.75	  3.00	  2.00	  3.00	  8.50	135.75	  6.75	  7.25	 10.25	  0.00	 21.25	 24.50
K02598	2070.14	 628.00	 706.43	 460.00	 687.14	1514.64	 498.00	1007.25	1868.46	 271.00	2011.83	 183.50
K02600	3334.72	4422.57	4103.00	4170.77	3139.52	4136.69	3786.33	4698.96	3888.32	4211.65	2682.33	3111.80
K02601	3592.72	4948.07	4608.00	4294.27	4320.52	4991.19	4059.33	5383.96	4789.82	4233.65	5328.33	3241.80
K02609	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02610	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02611	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02612	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02613	 0.14	 9.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02614	1402.72	 895.83	 966.67	1053.86	 742.69	 941.07	1463.33	2477.41	 725.17	2250.65	 265.95	1855.05
K02615	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02616	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02617	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02618	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K02619	1242.51	 824.18	 381.43	1166.46	 773.97	1307.34	 590.08	 658.23	1594.54	1305.75	  86.33	 438.92
K02621	1436.14	 985.34	 992.66	1034.61	 992.02	 496.69	 546.41	2714.55	1276.42	1142.82	2037.25	 450.63
K02622	1605.14	1060.34	 992.66	1483.61	1086.02	 497.69	 697.91	2821.05	1531.42	1758.32	2040.25	 690.63
K02623	0	0	0	0	0	0	0	0	0	0	0	0
K02624	0	0	0	0	0	0	0	0	0	0	0	0
K02625	0	0	0	0	0	0	0	0	0	0	0	0
K02626	30.00	23.17	 0.00	64.67	26.00	 2.00	 0.00	18.00	 6.00	 0.00	 1.00	 5.17
K02647	2269.80	3651.73	4254.61	3569.32	2287.89	5535.05	4168.00	3736.16	4215.71	5519.66	1582.58	2825.50
K02650	1821.50	1148.00	 674.83	 611.00	 955.00	 214.25	1746.50	 283.00	 800.08	   6.00	 845.25	1630.00
K02651	 61.62	202.71	167.00	239.13	214.58	  3.75	 49.50	388.68	 32.75	429.25	  5.00	 18.42
K02652	3022.33	1816.80	2077.34	1364.15	1157.58	2217.33	1976.33	2135.75	2062.07	 519.83	2986.58	1728.67
K02653	3968.91	4417.23	4198.35	3703.48	3159.33	4293.16	3957.58	4884.58	4941.41	2852.66	4598.25	2834.00
K02654	2970.63	3641.89	3647.12	3409.31	2295.39	4534.55	3744.00	2789.82	4315.78	3345.49	2622.36	2775.67
K02655	 2.00	26.67	 0.00	83.83	 7.33	 0.00	 3.50	 4.67	 0.00	65.00	 0.00	 4.50
K02656	1.0	1.5	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
K02657	0	0	0	0	0	0	0	0	0	0	0	0
K02658	0	0	0	0	0	0	0	0	0	0	0	0
K02659	0	0	0	0	0	0	0	0	0	0	0	0
K02660	0	0	0	0	0	0	0	0	0	0	0	0
K02661	0	0	0	0	0	0	0	0	0	0	0	0
K02662	225.75	717.90	145.83	306.00	255.00	232.25	473.25	 15.75	 20.25	  6.50	 29.75	 89.00
K02663	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02664	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02665	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02666	 44.00	 62.57	  0.00	117.83	 32.83	 13.00	 16.67	 15.67	 34.99	 65.00	  3.33	 12.17
K02667	0	0	0	0	0	0	0	0	0	0	0	0
K02668	0	0	0	0	0	0	0	0	0	0	0	0
K02669	3254.22	4390.73	4246.77	3651.32	3189.39	4241.22	3960.08	4881.58	4986.95	2747.33	4612.66	2836.17
K02670	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02671	0	0	0	0	0	0	0	0	0	0	0	0
K02672	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02673	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02674	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02676	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02679	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02680	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02681	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02682	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02686	21.14	12.17	 8.43	55.00	 0.89	 4.39	 0.00	 3.00	42.21	 0.00	 3.08	 8.00
K02687	3744.97	3887.07	3302.00	3879.27	2439.77	3454.19	3466.41	2295.46	2952.50	4158.15	 647.00	2980.13
K02688	18.14	 2.00	44.43	 2.00	 1.89	 6.39	 4.00	 6.00	33.21	15.00	 8.28	 2.00
K02742	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K02744	 465.22	 820.16	1029.94	 297.16	1197.64	 729.89	 405.08	4904.50	1045.37	 112.00	2152.45	 158.83
K02745	  77.47	  35.33	 193.44	  95.16	  96.89	 192.22	  15.50	1358.33	 202.21	  60.33	  62.28	  17.50
K02746	 163.47	  46.33	 251.44	  99.16	 108.89	 207.22	  26.50	2707.33	 204.21	  60.33	 102.28	  25.50
K02747	 145.47	  27.33	 201.44	  96.16	  61.89	 195.22	  21.50	1374.33	 203.21	  60.33	 101.28	  23.50
K02750	 346.39	 155.00	1581.43	  89.00	 629.39	 982.06	  26.25	2177.33	 818.96	   4.00	3540.58	  37.00
K02753	11.14	 0.00	32.43	 0.00	 1.64	 4.39	 4.00	 2.00	30.96	 3.00	 1.08	 0.00
K02755	0	0	0	0	0	0	0	0	0	0	0	0
K02757	 7225.35	 3063.16	 8008.19	 2058.38	 8794.19	 6434.23	 1990.25	 9166.04	 3030.17	 2760.39	15473.00	  938.30
K02759	4139.69	1593.49	3870.88	 497.82	3407.78	2144.86	 905.83	6753.08	2428.33	 130.33	9325.38	 374.08
K02760	 4390.69	 3878.49	 6383.88	  897.82	 6348.03	 3755.61	 2136.08	10920.08	 5916.83	  129.33	19106.68	  821.33
K02761	 5403.16	 4821.15	 6565.61	 1054.22	 6354.58	 3858.88	 2619.41	11300.55	 7591.21	  149.40	20104.48	  975.96
K02763	1046.25	  84.00	1100.00	  11.00	 633.75	 660.00	  14.25	1331.00	  20.00	   3.00	2273.50	  16.00
K02765	2018.08	2130.33	4498.01	 726.66	3661.50	3072.08	1200.75	6189.58	1832.25	1291.33	9155.05	1044.50
K02768	1796.16	1078.66	1801.02	 484.32	2655.50	1096.41	 456.50	1878.66	1147.00	 210.66	4371.00	 198.00
K02769	 640.58	 439.33	1570.01	 210.66	1210.75	 822.33	 171.25	1625.33	 853.00	  90.33	2993.50	  93.00
K02770	5608.43	4479.49	5678.18	2907.22	5681.19	5524.74	3640.83	5261.06	5391.67	2795.73	8399.25	2947.13
K02771	 1.00	12.33	13.00	 1.00	 0.00	26.67	 0.33	 3.67	 2.66	 1.67	 0.67	 0.33
K02773	 447.21	 996.82	1032.95	 533.32	1965.64	1057.80	 408.58	2107.43	 842.37	 237.33	1799.45	 157.33
K02774	 518.21	 996.82	1068.95	 534.32	1957.64	1065.80	 416.58	2128.43	 768.37	 232.33	1833.45	 157.33
K02775	 609.46	1265.87	1680.95	 950.57	2205.64	1240.50	 599.83	3239.98	 893.87	1267.08	2573.45	 455.08
K02777	1976.39	 358.67	3596.43	 182.00	3194.64	2021.81	 105.25	5885.33	1007.21	   4.00	9761.58	 110.00
K02778	0	0	0	0	0	0	0	0	0	0	0	0
K02779	1129.85	 151.16	 756.67	 151.06	 604.44	 450.82	  54.58	 877.90	 227.67	  65.40	2046.25	  44.13
K02781	 162.64	 897.50	 245.43	 342.00	1286.39	 408.56	 369.00	  57.83	 478.21	 117.00	 207.08	 122.00
K02783	239.28	601.00	276.86	229.00	872.78	308.12	256.00	 78.66	316.42	 78.00	211.16	 86.00
K02784	70.14	21.17	62.43	76.50	 9.39	24.14	11.50	22.00	32.54	65.00	40.08	 7.50
K02786	  31.66	  55.99	 649.50	   6.00	 102.00	 353.50	   4.33	1982.77	  27.83	   4.67	 769.00	   6.33
K02788	 147.66	 467.99	 551.50	  80.00	  39.00	 355.50	 242.33	2157.77	 715.83	   1.67	1264.00	  82.33
K02791	 101.14	 128.00	1700.43	  15.00	 132.89	 973.06	  20.00	1972.33	  63.21	  17.00	2300.88	  22.00
K02793	1160.81	1518.14	1873.89	 561.46	2875.50	1592.98	 701.33	6539.75	1316.66	 697.65	3316.67	 301.83
K02794	 1805.38	 2998.13	 3449.29	  941.92	 5088.49	 2787.74	 1327.49	11166.45	 3046.29	  960.12	 6982.09	  566.09
K02795	 1755.73	 2633.48	 2840.24	  892.12	 4647.49	 2433.59	 1213.99	11786.80	 3062.29	  739.47	 6085.09	  495.59
K02796	1562.64	1580.31	2290.26	 591.44	3208.74	1815.08	 730.41	9644.79	2110.63	 739.46	4078.92	 335.26
K02798	192.64	604.50	228.43	228.00	860.64	279.06	254.00	 60.58	285.21	 81.00	165.78	 87.00
K02800	1091.78	1503.00	 464.86	 644.50	2123.03	 656.45	 631.50	1432.58	 686.42	 266.00	 356.86	 202.50
K02802	 2	 5	 2	 2	 1	12	 0	 0	 5	 1	 1	 0
K02803	 4	10	 4	 4	 2	24	 0	 0	10	 2	 2	 0
K02804	1484.72	 851.33	2289.44	 388.66	1468.14	1583.72	 636.25	2164.33	1174.46	1608.33	3634.83	 541.50
K02805	 120.14	 207.67	 420.43	 412.00	  67.89	1050.39	 273.00	 268.00	1160.21	 216.00	  32.08	  63.00
K02806	27.47	28.50	48.44	57.66	16.89	12.22	 4.00	21.33	55.21	37.33	31.08	16.00
K02810	6519.70	1370.65	2273.77	1767.54	1660.80	2823.09	1548.58	2478.47	3103.46	1352.39	3094.47	 441.63
K02812	 2.00	 1.00	16.00	 0.00	 9.50	 1.25	 0.00	 1.00	18.25	 0.00	 1.00	 0.00
K02813	  3.00	298.00	 94.00	114.00	458.50	124.25	119.00	  3.00	141.25	 39.00	 38.00	 35.00
K02814	  3.00	295.00	 46.00	113.00	424.50	124.25	119.00	  3.00	140.25	 39.00	 38.00	 35.00
K02815	  3.00	295.00	 46.00	113.00	424.50	124.25	119.00	  3.00	140.25	 39.00	 38.00	 35.00
K02819	1025.44	 117.00	 720.67	  13.06	  41.69	 413.32	  22.00	 732.63	 184.34	  53.73	 843.75	  28.80
K02821	 627.70	 671.67	 784.19	 384.50	1110.28	 454.53	 299.00	 185.00	 529.42	 110.00	 329.16	 127.00
K02822	 503.22	 999.33	1127.76	 444.50	1476.39	 919.72	 410.00	 795.00	 616.21	 152.00	1059.88	 154.00
K02823	3275.58	4372.90	4024.57	4055.44	3091.63	4115.80	3783.00	4608.96	3766.11	4271.65	2676.25	3100.80
K02824	2966.72	3193.50	3899.00	3029.86	2327.69	3825.24	2785.00	4078.99	3287.99	2971.15	2587.33	2620.55
K02825	1879.38	1119.73	 933.73	 762.23	 623.30	 632.77	1206.41	 353.65	 555.04	  40.57	 232.09	1536.13
K02826	0	0	0	0	0	0	0	0	0	0	0	0
K02827	0	0	0	0	0	0	0	0	0	0	0	0
K02828	0	0	0	0	0	0	0	0	0	0	0	0
K02829	0	0	0	0	0	0	0	0	0	0	0	0
K02834	3276.72	4410.57	3983.00	4114.77	3108.52	4130.69	3784.33	4490.96	3887.32	4181.65	2651.33	3105.80
K02835	3305.72	4410.57	3983.00	4114.77	3109.52	4132.69	3784.33	4492.96	3888.32	4181.65	2658.33	3105.80
K02836	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02837	3353.22	3607.17	3966.00	3754.44	2822.27	3889.94	3425.00	3276.21	3843.16	4185.15	2677.33	3041.30
K02838	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02839	125.97	 43.08	201.44	 39.16	566.39	 11.47	 20.50	 22.33	 46.96	 51.33	723.78	  6.00
K02840	0	0	0	0	0	0	0	0	0	0	0	0
K02841	59.14	45.50	 8.43	89.00	23.89	17.39	12.67	15.00	79.20	 0.00	 5.41	14.67
K02843	134.39	251.56	  8.43	305.41	232.55	 32.89	 60.59	101.59	132.69	426.00	 12.74	 35.59
K02844	 4.14	 1.00	 3.43	 0.00	 0.89	 4.39	 0.00	 1.00	30.21	 0.00	 2.08	 0.00
K02846	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K02847	 1.14	 5.67	 6.43	 0.00	 0.89	 5.14	 1.00	 0.00	30.21	 0.00	 0.28	 0.00
K02848	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K02849	 4.14	 5.67	 3.43	 0.00	 0.89	 4.39	 1.00	 1.00	30.21	 0.00	 2.08	 0.00
K02850	 0.14	 0.00	 3.43	 0.00	 0.89	 5.89	 0.00	 0.00	29.21	 0.00	 0.28	 2.00
K02851	 375.11	1374.90	 566.66	1164.90	 774.19	 407.16	 396.50	1486.97	 481.99	 250.07	 153.58	 115.80
K02852	 1.51	29.96	 3.43	12.05	 3.14	 7.14	 2.25	20.76	37.46	 0.00	 1.08	 5.17
K02853	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K02854	 0.14	 2.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K02855	 0.14	 2.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K02856	 201.76	 333.01	 173.43	 720.72	 272.14	   9.39	 207.00	 497.76	 318.46	1175.75	  11.08	 296.17
K02858	27.14	 9.17	 7.43	56.67	 0.89	 6.39	 0.00	 6.00	43.21	 1.00	10.08	 1.17
K02859	 8	 8	19	 1	17	 6	 0	 4	75	 0	 8	 5
K02860	3279.72	4409.57	3983.00	4113.44	3108.52	4132.69	3784.00	4491.96	3888.32	4178.65	2658.33	3105.80
K02862	0	0	0	0	0	0	0	0	0	0	0	0
K02863	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02864	3309.72	4412.57	3983.00	4170.77	3132.52	4132.69	3778.33	4491.96	3888.32	4180.65	2658.33	3103.80
K02867	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02871	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02874	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02876	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02878	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02879	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02881	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02884	3255.72	4410.57	3983.00	4114.77	3107.52	4132.69	3784.33	4490.96	3888.32	4181.65	2658.33	3105.80
K02886	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02887	3237.72	4409.57	3927.00	4113.77	3103.52	4127.69	3778.33	4471.96	3886.32	4181.65	2619.33	3101.80
K02888	3255.72	4410.57	3983.00	4114.77	3107.52	4132.69	3784.33	4490.96	3888.32	4181.65	2658.33	3105.80
K02890	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K02892	3305.72	4410.57	3983.00	4114.77	3109.52	4132.69	3784.33	4492.96	3888.32	4181.65	2658.33	3105.80
