response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
K06897	1489.28	1787.98	1734.02	2513.20	1427.25	2084.16	2427.00	1687.17	2159.00	2281.91	 469.25	1826.00
K06898	1818.75	2642.73	1470.34	2168.49	1262.50	2723.58	1783.25	1794.08	3027.24	2312.83	1567.08	 553.17
K06899	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K06901	4265.29	4036.32	4140.34	3427.41	2839.11	4444.81	3608.00	4179.64	3722.45	3200.55	2831.97	2856.80
K06902	1159.00	 825.00	2060.00	 354.50	 308.50	1330.50	 485.00	2955.50	1325.16	 531.50	1528.50	 488.00
K06903	50.14	37.17	15.43	 8.67	25.39	 7.39	 2.00	44.00	50.46	81.00	13.08	16.17
K06904	1703.50	  95.80	  88.00	 480.50	  44.50	  11.75	 159.50	 202.50	  36.25	 808.50	  16.00	 249.50
K06905	 66.28	235.00	 17.86	129.00	185.53	 30.53	 88.00	 64.00	 66.17	151.00	 41.36	 37.00
K06906	 0.28	 0.00	 6.86	 0.00	 1.53	 8.53	 0.00	 0.00	58.17	 0.00	 2.16	 0.00
K06907	244.39	 82.34	 86.43	 32.34	625.14	 34.39	 21.25	111.00	 55.46	160.00	783.58	 38.34
K06908	24.14	 9.00	15.43	 0.00	15.39	 5.39	 1.00	24.00	44.46	80.00	12.08	10.00
K06909	147.00	153.00	 36.00	349.00	283.00	  0.00	 35.00	 69.00	  9.00	439.00	 10.00	  9.33
K06910	 76.14	 70.00	131.43	144.00	 35.39	150.39	 21.50	137.50	151.54	 34.50	 29.38	 22.00
K06911	 240.90	 530.82	 493.52	 815.13	 359.36	 141.53	 269.33	 544.93	 404.67	1151.50	  25.66	 324.59
K06915	154.12	111.00	121.52	231.67	 52.03	132.20	197.83	100.27	173.25	522.67	 11.56	 29.83
K06916	 2.14	 3.50	 4.43	 0.00	 0.89	 4.39	 0.00	 2.00	29.21	 1.00	 1.08	 2.00
K06917	139.89	 28.00	  3.43	  5.00	 13.64	130.64	  9.75	  7.00	 38.46	  0.00	 21.83	 25.50
K06918	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K06919	 327.31	 817.50	1458.76	 490.00	 670.64	1181.14	 682.00	 876.00	 228.96	 821.25	 228.08	 785.00
K06920	1983.89	1191.01	1505.66	1724.11	1040.02	 930.02	1798.00	1659.63	 981.75	1096.15	1444.91	1961.97
K06921	1670.25	1137.07	 675.00	2383.18	1172.33	 232.40	1731.75	2852.52	1263.49	5624.75	 195.50	2456.51
K06922	125.0	 71.5	165.0	341.0	  1.0	  1.0	163.5	 75.5	  7.0	604.5	  3.0	241.0
K06923	2716.58	3109.73	3380.34	2813.66	2380.25	3534.33	3135.25	3926.33	3084.50	2992.33	2572.50	2629.00
K06925	3280.72	4410.57	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
K06926	1298.78	 709.33	1946.02	1832.87	 478.75	 215.11	1685.00	2487.72	 274.25	4482.16	 299.50	2624.17
K06928	 153	 167	 204	 377	  55	1016	 249	 145	1125	 188	  12	  58
K06929	 290.52	 154.33	 634.66	  91.40	 607.44	 406.49	  15.58	 855.57	 869.67	   4.07	1980.25	  31.13
K06931	0	0	0	0	0	0	0	0	0	0	0	0
K06934	 248.47	 829.33	1362.44	 414.66	 601.89	 238.72	 736.00	 262.33	 351.21	 685.33	 175.28	 534.00
K06937	 5.0	 4.0	40.0	 2.0	 1.0	 3.5	 0.0	 3.0	 2.0	14.0	13.0	 3.0
K06938	 0.14	 1.50	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K06940	1541.49	1173.56	1527.93	1055.06	 498.83	2277.71	2109.41	1700.90	2103.88	2520.40	 399.08	1728.30
K06941	3328.97	4449.82	4058.00	4262.27	3145.52	4134.44	3790.58	4701.96	3839.32	4238.65	2648.33	3121.80
K06942	3309.72	4417.57	4043.00	4170.77	3135.52	4134.69	3785.33	4594.96	3888.32	4196.65	2670.33	3108.80
K06945	0	2	0	0	0	2	0	0	0	0	0	0
K06946	 0.14	 0.00	 4.43	 0.00	 1.39	 5.64	 0.00	 0.00	43.46	 0.00	 1.08	 0.00
K06948	 396.38	 547.16	 783.23	  96.40	 674.55	 455.52	 281.58	2200.90	 925.46	   3.07	2021.17	 109.13
K06949	4067.97	4500.89	4277.33	4168.19	3122.02	4152.69	3803.08	4615.21	3906.49	4212.90	2665.33	3112.22
K06950	3257.98	3143.38	3531.33	4079.86	2729.69	3161.31	3458.41	4171.08	4066.49	5262.57	1424.00	3243.04
K06951	4	0	0	0	0	2	0	1	1	0	7	0
K06952	 14.00	425.80	 89.00	 19.00	 13.00	559.25	252.00	124.00	 41.50	322.00	  0.00	 75.00
K06954	0	0	0	0	0	0	0	0	0	0	0	0
K06955	0	0	0	0	0	0	0	0	0	0	0	0
K06956	957.39	 71.67	589.76	 13.00	 42.39	566.64	 24.25	678.08	 75.46	 18.50	789.83	 33.50
K06957	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K06958	3063.10	3984.06	3784.00	3338.56	2799.94	4125.49	3549.50	3981.98	3581.57	3041.90	2645.33	2772.30
K06959	3288.22	4263.17	4159.00	3960.44	3094.02	4089.19	3715.83	4815.96	3744.50	4275.65	2691.00	3069.30
K06960	3039.96	3968.39	3774.57	3284.89	2791.05	4119.10	3550.83	3978.98	3468.36	3044.90	2642.25	2759.30
K06962	1082.72	 762.66	 157.23	 511.90	 238.80	 542.69	 126.75	  41.05	 361.70	  24.57	  47.58	  51.80
K06966	 510.73	1209.31	 670.16	1224.44	 549.27	 711.94	 685.00	1957.53	 929.58	1687.90	  41.41	 711.80
K06967	3028.46	3856.99	3764.57	3189.06	2787.55	3837.85	3509.00	3967.48	3361.53	3018.40	2633.75	2752.30
K06968	 5.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 1.00	31.21	 0.00	 2.08	 0.00
K06969	4099.55	5435.90	5873.34	5634.09	3763.52	5231.85	5065.49	5392.46	5045.16	6800.48	3023.83	4006.30
K06970	  1.64	 20.80	170.43	 45.25	  3.89	  6.14	 16.50	  3.25	 41.71	  3.25	  1.08	  2.25
K06971	  95.66	  83.66	1447.02	 118.32	 250.00	  11.66	  84.00	 130.66	  58.00	  92.66	 174.00	 367.00
K06972	1366.16	2143.16	1493.85	2016.82	1066.50	2898.33	2524.67	1650.49	2453.32	2609.16	 414.83	1894.17
K06973	3098.45	4156.74	2545.84	3910.37	2960.83	3961.75	3558.33	2944.59	3551.00	4106.58	2528.25	2699.17
K06974	1.25	1.75	3.00	2.75	0.00	0.00	1.25	2.25	2.50	0.00	0.00	0.25
K06975	 423.26	1248.32	1913.76	1493.13	 731.55	  96.26	 746.67	1781.23	 510.20	1006.00	 236.41	 807.26
K06976	141.75	 47.00	  1.00	297.00	  7.50	139.75	 11.75	 11.25	 10.25	  1.00	 22.25	 25.50
K06978	 155.5	 157.5	1176.0	 549.5	 156.0	  31.0	 246.0	 209.5	 304.0	 710.5	 106.0	 639.5
K06979	0	0	0	0	0	0	0	0	0	0	0	0
K06980	25.14	19.67	11.43	57.00	 1.89	18.89	 0.00	 5.00	47.21	 2.00	 4.08	10.00
K06985	0	0	0	0	0	0	0	0	0	0	0	0
K06986	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K06987	 224.00	1183.80	 735.66	1388.00	1152.25	 992.50	1209.00	 363.75	 662.00	 239.00	 170.50	 321.00
K06988	 6.0	 5.5	45.0	 1.0	27.0	 5.0	 0.0	 4.0	12.0	 0.0	 3.0	 0.0
K06989	229.70	139.42	 58.34	533.96	 92.25	  3.33	157.75	134.84	297.75	666.83	 28.00	254.42
K06990	0.00	1.00	0.00	0.00	2.00	2.00	0.00	0.00	0.33	0.00	6.00	0.00
K06991	0	0	0	0	0	0	0	0	0	0	0	0
K06992	0	0	0	0	0	0	0	0	0	0	0	0
K06994	 9.0	11.5	18.0	 1.0	19.0	14.5	 0.0	 6.0	75.0	 2.0	 3.0	 7.0
K06995	 0	 3	48	 1	34	 0	 0	 0	 1	 0	 0	 0
K06996	 31.50	 79.47	199.00	105.92	 33.00	 11.25	 16.50	 23.25	 18.50	  3.25	  1.80	  7.42
K06997	3275.72	4405.57	3967.00	4113.77	3091.52	4126.69	3784.33	4489.96	3813.32	4181.65	2657.33	3100.80
K06999	 6.14	29.67	22.43	 5.00	16.64	 8.39	 1.00	12.00	33.62	 1.00	 9.08	 6.00
K07000	21.28	 8.83	 8.86	55.00	 1.78	 9.18	 1.00	20.60	70.42	 0.00	 4.16	42.33
K07001	5848.66	2889.34	2852.28	3672.38	1614.80	1933.50	2441.50	2285.08	3202.21	4401.66	 352.33	3203.09
K07002	0.0	2.5	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
K07003	3318.83	2673.05	2876.51	2121.74	1513.08	3418.58	3171.00	3035.25	2398.08	2841.83	 581.75	2658.58
K07004	  3.00	 28.33	170.00	  6.00	  1.00	 10.34	 13.33	  1.00	 16.66	  1.67	  0.67	  1.33
K07005	2394.95	4830.92	3792.34	3552.04	3544.00	4046.53	3843.00	4482.64	4369.65	3487.08	3334.58	2901.84
K07006	 7.00	 6.00	31.00	 0.00	25.00	 0.75	 0.00	 2.00	75.33	 0.00	 2.00	 5.00
K07007	5507.18	5850.99	4942.34	5244.72	4046.44	7356.52	5520.25	4246.36	5705.82	5701.23	2941.58	3565.63
K07008	 58.14	157.67	147.43	 12.00	183.89	455.39	 29.00	  0.00	 30.21	  0.00	  4.08	 24.00
K07009	1899.13	 871.16	1237.23	 886.90	 595.30	2501.77	1296.33	2344.90	2055.29	 747.07	 281.67	1587.63
K07010	3490.95	2521.46	2241.25	1753.97	1892.80	3376.93	2213.41	3401.33	2955.28	2452.90	2423.92	1834.46
K07011	2463.87	1184.40	2092.00	2751.13	1098.91	  50.20	1032.75	1778.40	1285.25	4011.75	 172.00	1616.42
K07012	1914.72	2730.73	3953.77	2698.99	1929.89	3863.97	2949.08	3243.83	2545.79	3003.33	2667.53	2826.50
K07013	 22	  5	118	  0	  5	  2	  9	107	  4	 21	 12	  3
K07014	 49.14	147.67	  6.43	170.00	185.89	  4.39	 33.00	 63.00	 46.21	425.00	  6.08	  6.00
K07015	1813.96	3239.99	3091.57	3023.56	1975.30	3088.10	3184.83	3123.73	2699.46	3040.90	 640.17	2605.13
K07016	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00
K07017	 218.12	 262.21	1083.00	 562.55	 306.25	   5.00	 252.50	 351.26	 277.25	1164.50	  74.80	 609.17
K07018	2	3	1	5	0	0	0	2	0	1	0	2
K07019	24.14	 4.00	 5.43	50.00	 0.89	 6.39	 0.00	 4.00	42.21	 0.00	10.08	 9.00
K07020	0	0	0	0	0	0	0	0	0	0	0	0
K07023	 965.08	1734.16	1073.34	1664.66	1264.25	3147.75	1784.58	1208.60	2137.91	2606.00	 301.42	 492.83
K07024	17958.09	19784.37	23243.27	15915.70	17501.22	21949.62	17088.81	31632.33	23351.31	17415.50	23185.76	13155.82
K07025	6726.68	6311.58	6323.15	6594.01	4073.23	6130.03	5692.16	9401.48	7620.09	8247.87	4289.25	5871.07
K07026	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07027	2177.17	3321.41	2040.28	2875.28	2416.55	3882.25	2523.75	3996.06	3406.71	3556.91	2384.33	1222.00
K07028	25	 1	 0	 5	 1	 0	 0	 1	 0	 0	 0	 0
K07029	 296.72	 832.83	 709.73	 200.40	1043.55	 547.77	 372.58	 855.97	1048.96	  43.07	2019.17	 137.13
K07030	3062.96	3896.49	3813.57	3268.56	2790.05	4086.10	3506.00	4083.98	3522.03	3069.90	2648.25	2758.30
K07031	196.58	 73.05	346.01	233.08	 70.00	 94.53	220.92	135.38	161.49	586.33	 23.33	 68.09
K07032	 3	23	 8	 0	14	18	 4	19	 1	 1	10	 3
K07033	195.50	102.40	221.33	199.00	108.00	211.50	 81.50	285.50	 37.33	359.50	 99.50	 55.00
K07034	917.39	 18.50	 19.76	 11.00	 13.39	227.64	  8.25	 20.75	 50.46	  5.50	 23.83	 24.50
K07035	1860.33	2287.73	1614.34	1842.66	1840.75	3156.34	1861.00	2083.07	3014.25	2775.83	2301.25	 507.50
K07037	1090.62	1430.41	 258.83	1081.71	 528.58	 158.45	 449.83	 613.98	 412.25	1109.75	  39.50	 389.50
K07038	1088.78	  33.00	  69.86	 116.00	  32.28	 297.78	  49.50	 119.00	  81.92	  15.00	  69.66	  60.00
K07039	 0.14	 1.00	 3.43	 5.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K07040	2946.10	3937.06	3704.00	3134.89	2729.94	3987.07	3351.16	3885.65	3431.25	2523.90	2638.00	2726.63
K07042	3064.10	3984.06	3784.00	3339.89	2799.44	4125.49	3550.83	3981.98	3581.57	3044.90	2645.33	2773.30
K07043	2434.92	4235.41	4030.11	4067.70	3067.22	3986.72	3732.50	4759.92	3629.54	4455.91	2684.33	3063.67
K07044	0	0	0	0	0	0	0	0	0	0	0	0
K07045	2011.07	2611.74	3699.54	2721.06	2064.00	4016.82	2850.25	3482.07	2480.75	3261.57	 795.00	3126.42
K07046	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00
K07047	1700.49	 979.29	2863.36	 850.48	1187.25	1487.24	 434.50	3775.74	1169.08	1251.99	3085.55	 590.50
K07048	 63.47	321.33	250.44	118.66	447.89	157.72	129.00	277.33	163.21	277.33	112.28	 62.00
K07050	0	0	0	0	0	0	0	0	0	0	0	0
K07051	1.00	0.00	0.00	1.33	0.00	0.00	0.33	0.00	0.00	3.00	0.00	0.00
K07052	5993.20	5858.51	5920.09	6213.22	4053.53	7090.27	6145.56	6024.09	5570.95	6290.45	2452.03	4894.43
K07053	8943.16	7435.50	8191.47	6810.85	6502.22	6765.54	6514.75	9154.58	6315.79	6431.40	6921.08	5334.84
K07054	36.64	19.33	52.43	52.00	 1.89	27.06	 0.33	 8.17	49.87	 1.67	 9.75	 8.66
K07056	3540.34	4827.58	4158.00	4928.65	3399.10	4107.69	4003.83	4992.14	4193.07	5318.40	2668.33	3418.97
K07057	54	 2	 0	56	25	 0	 0	 1	 0	 0	 0	 0
K07058	2082.36	2812.26	2173.93	3157.11	1929.66	3564.83	1906.00	2400.96	2720.20	3300.15	1629.91	 822.47
K07062	 2.00	10.67	 2.00	 0.00	 0.00	 0.00	 1.00	 2.00	 0.00	 1.00	 0.00	 1.00
K07063	 0	 2	 0	29	 0	 0	 0	 0	 8	 1	 0	 0
K07064	0	1	0	0	2	6	0	0	0	0	1	0
K07067	944.75	 29.00	  5.00	202.50	 14.50	324.50	 52.25	  9.25	176.25	 18.00	 22.25	 37.00
K07068	 2.33	 6.33	22.01	 3.66	 1.00	 1.33	 0.00	 8.33	 5.00	42.33	21.00	 4.00
K07069	 74.00	 35.00	117.00	  8.00	 22.00	 76.75	 14.00	 43.00	 26.00	 16.00	 50.00	  8.00
K07070	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07071	 10.64	189.48	205.43	154.41	 11.05	 19.64	 47.83	 48.59	 55.71	 72.25	 10.08	 17.92
K07074	 17.47	 57.33	 48.44	107.66	 44.14	148.47	166.00	 57.33	 34.71	222.33	 36.28	 37.00
K07075	 688.36	 719.02	 245.00	1137.15	 437.25	 795.00	 490.50	 692.78	 430.75	1560.00	 148.00	 907.01
K07076	  3	  8	  0	107	 12	 29	 32	  1	  0	  1	  0	  2
K07077	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K07078	 273.42	 413.18	 343.40	 682.03	 301.88	  57.02	 215.50	 516.31	 418.88	1116.15	  26.27	 309.05
K07079	4379.45	5697.54	7499.17	6165.13	5001.25	6997.83	5301.00	8144.34	7195.50	6635.58	7732.75	3867.59
K07080	437.00	759.80	171.00	658.00	365.00	253.00	466.34	288.00	316.98	856.00	110.66	167.34
K07082	3000.39	4416.24	3743.99	4074.78	3317.52	3559.36	3727.00	3881.63	3510.99	2697.32	2518.33	3043.80
K07084	 3.00	 7.30	 5.00	 3.00	 0.00	32.75	 1.00	 2.00	10.00	 1.00	 0.00	 1.00
K07085	1059.76	1489.43	 541.86	3084.19	1263.11	  75.93	1233.83	1823.81	1531.42	4955.25	  76.16	1536.84
K07088	 6128.43	 8692.27	 9445.87	 6637.53	 7441.44	 8534.40	 6603.33	11960.39	 8748.23	 6053.89	13347.74	 4334.30
K07089	2735.99	2512.23	4940.10	2516.22	2625.41	3108.21	2197.66	4224.07	3545.88	1323.90	4531.53	2800.88
K07090	3785.55	6730.30	5911.78	5474.15	4106.22	3765.72	5125.34	3908.41	3945.52	3944.66	3335.99	5387.09
K07091	 242.90	 512.68	 210.86	 831.21	 311.61	  16.73	 260.33	 513.98	 378.92	1139.75	  17.36	 342.50
K07093	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K07094	0	9	0	0	0	0	0	0	0	0	0	0
K07095	 5839.80	 7201.95	 8424.17	 6286.68	 6566.77	 9349.05	 6202.91	10194.76	 9143.50	 6433.48	10459.50	 4171.88
K07096	4	0	0	0	0	2	0	1	1	0	7	0
K07097	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00
K07098	6108.23	5851.34	7028.69	6199.40	5973.83	7234.98	6283.66	9378.69	6492.74	7264.49	7725.58	3907.84
K07099	2047.08	1815.83	2201.01	1708.66	1196.00	 849.08	1795.92	 756.58	 331.07	 568.33	 397.58	2282.17
K07101	 52.00	 15.17	  4.00	109.33	 25.33	  6.50	  0.00	304.67	 26.00	  1.00	  3.00	 12.00
K07102	21.00	 5.00	 2.00	56.33	 0.00	 0.00	 0.33	 3.00	12.00	 3.00	 2.00	 9.00
K07104	 67.13	 64.50	133.23	  1.40	 20.80	 75.10	  0.00	 17.23	132.13	  2.40	 16.67	  7.80
K07105	2614.96	2716.83	1651.07	2363.56	1678.55	2927.26	2597.00	2752.48	3117.88	2659.73	1145.42	1961.30
K07106	1310.34	 935.84	2138.77	 871.21	1070.89	 404.92	 576.75	1463.64	1090.96	1165.08	2101.38	 768.00
K07107	2279.31	3995.43	2767.50	4636.85	2507.77	3368.97	3407.58	2929.91	2967.75	4883.48	1674.71	3176.72
K07109	 18.28	 79.84	  8.86	197.83	 46.11	  8.53	 30.50	  3.67	 64.17	 91.00	  4.36	 21.50
K07110	5.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	2.0	0.0	0.0
K07112	1127.33	 754.40	 311.60	 384.06	 299.33	 293.13	  98.75	  89.13	 232.96	 160.73	  92.11	  60.30
K07113	 0.14	 7.67	 3.43	 0.00	 0.89	 6.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07114	1236.57	1062.65	 737.01	1655.33	 665.66	 164.43	 545.66	1066.84	 660.66	2364.58	  55.50	 703.58
K07115	 31.39	 64.72	173.43	 99.75	 31.89	  5.39	 14.25	  4.25	 41.71	  3.25	  1.08	  1.25
K07116	0	0	0	0	0	0	0	0	0	0	0	0
K07117	0	0	0	0	0	0	0	0	0	0	0	0
K07118	 45.50	 65.47	244.00	184.42	 60.00	 19.75	 26.00	 38.25	 22.50	 69.25	 17.00	  7.92
K07119	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07120	38.14	37.90	 3.43	 0.00	23.89	20.64	 2.00	10.00	29.21	 0.00	 3.08	 1.00
K07121	 5.14	 5.67	 6.43	 0.00	 0.89	 6.39	 0.00	 1.00	31.21	 0.00	 8.08	 0.00
K07122	21.14	10.67	 8.43	55.00	 0.89	 4.39	 0.00	 3.00	42.21	 0.00	 3.08	 8.00
K07124	2762.04	3290.82	3291.58	3006.63	2616.88	3460.60	3469.74	1959.40	3313.79	3067.90	1390.67	2724.71
K07126	3168.58	2506.33	3777.81	1876.15	2509.42	2537.08	2953.17	2452.41	1531.86	2619.16	2700.05	4284.84
K07127	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K07128	0	0	0	0	0	0	0	0	0	0	0	0
K07129	  3	  0	  0	106	  5	 27	 31	  0	  0	  0	  0	  1
K07130	163.0	386.0	363.5	 49.0	234.5	566.0	295.5	491.0	 73.0	 58.0	 74.0	357.5
K07131	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07132	 87.00	281.30	  0.00	306.25	394.00	  2.25	 74.00	122.25	 13.50	850.00	  6.00	 12.25
K07133	 4268.61	 6676.56	 5115.33	 8138.57	 3542.74	 7674.90	 6277.92	 9355.39	 6771.54	11145.50	  865.33	 5783.77
K07136	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07137	5242.03	7174.57	7646.18	6649.03	5207.83	7417.36	6550.25	9247.14	6713.49	6137.41	6009.08	5679.17
K07138	1330.40	2836.45	2652.02	3167.25	2051.66	2418.91	2125.50	3448.02	2561.75	3056.66	2390.25	1168.51
K07139	3188.22	4049.17	2771.00	3407.94	2998.02	3970.52	3619.50	4360.13	3702.82	4048.15	2572.83	2707.80
K07140	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07141	1464.47	1416.73	1622.77	1189.66	1474.14	1719.47	1061.00	 529.58	2212.46	 483.33	1427.83	 709.50
K07145	0	0	0	0	0	0	0	2	0	0	0	0
K07146	 68.27	 89.83	157.66	  1.40	 13.44	 85.99	  1.33	 18.82	158.67	  4.07	 17.25	  8.13
K07147	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07148	 342.25	 357.14	 542.43	1101.39	 159.97	  18.39	 364.41	 289.70	 599.46	1379.75	  14.08	 576.26
K07149	1014.28	 150.65	 362.02	 174.62	 639.00	  27.66	  51.50	  68.67	  34.08	  93.91	 793.50	  13.42
K07150	1970.02	2774.72	2936.01	2488.22	2345.19	2344.49	1870.08	1464.71	2476.09	 627.73	3063.63	 879.13
K07151	0	0	0	0	0	2	0	0	0	0	6	0
K07152	 0.0	19.5	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0
K07153	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K07154	 728.89	1277.73	 370.43	2419.33	 918.55	2328.49	 960.25	1233.24	3357.37	2944.00	  58.78	 852.67
K07156	 2.14	 2.50	 4.43	 0.00	 0.89	 6.89	 0.00	 2.00	29.21	 1.00	 1.08	 1.00
K07157	0	0	0	0	0	0	0	0	0	0	0	1
K07160	 74.47	 97.90	107.44	162.66	 45.89	176.47	 58.00	 38.83	 48.21	 63.83	 30.58	 14.00
K07161	 0	 1	 0	 0	 6	 0	 0	 0	71	 0	 0	 0
K07164	 232.12	 538.01	 209.00	 976.71	 325.08	 316.70	 306.33	 519.48	 484.25	1162.25	  21.50	 343.50
K07165	0	0	0	0	0	0	0	0	0	0	0	0
K07166	2864.21	3883.89	3725.57	3276.56	2788.80	3916.63	3510.25	3979.45	3506.78	3030.90	2597.50	2749.80
K07167	0	0	0	0	0	0	0	0	0	0	0	0
K07168	4	1	0	5	0	0	0	1	1	0	1	0
K07169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
K07171	6695.62	6812.07	7980.32	4753.13	4740.64	5448.87	6654.00	6657.23	4666.70	5561.98	5323.20	7020.17
K07172	25.39	 4.42	11.43	 7.17	 7.64	 5.14	 2.25	25.00	29.96	79.00	12.28	 9.17
K07173	2252.35	2985.33	3077.00	2678.14	1879.02	4321.94	2596.08	4070.45	3621.75	3872.90	1748.00	1569.21
K07175	107.62	308.51	246.00	591.13	229.58	  5.25	 62.50	403.68	 46.75	439.25	  7.00	 30.42
K07177	 77.13	 84.66	140.23	  4.40	 29.80	 98.60	  0.33	 20.57	217.79	  5.07	 17.67	 12.13
K07178	0	0	0	0	0	0	0	0	0	0	0	0
K07180	776.14	  2.00	  5.43	107.00	  7.89	 38.39	 31.00	  0.00	 31.21	  0.00	  1.08	  1.00
K07181	 52.0	105.0	 37.0	436.0	 24.0	  2.0	 34.0	 32.0	  2.0	122.0	 48.6	 25.0
K07182	0	0	0	0	0	0	0	0	0	0	0	0
K07183	2806.41	3314.16	3227.35	3109.32	2205.50	3380.16	3236.42	3180.91	2438.07	3228.66	 699.58	2676.17
K07184	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K07186	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K07192	 615.08	 345.13	1098.84	 755.91	 878.25	 522.75	 749.41	1093.25	1014.16	1936.75	2046.17	 369.25
K07213	896.00	 41.00	 93.00	  2.00	 32.00	 12.20	 13.00	 46.80	  8.00	  3.00	 48.00	 21.33
K07214	 160.28	 476.00	  40.86	 488.00	 653.28	  22.98	 100.00	 258.80	 322.17	1289.00	  13.16	  46.00
K07215	0	0	0	0	0	0	0	0	0	0	0	0
K07216	 515.66	1578.66	 717.68	1161.32	 485.00	1988.66	 972.50	 966.66	1687.00	1986.66	 231.00	 182.00
K07217	1965.00	  55.84	 305.00	 209.84	 678.75	 143.00	  38.50	  61.25	  20.25	 174.00	 780.55	  44.34
K07218	20	 4	 0	50	 0	 0	 0	 3	12	 0	 2	 0
K07219	965.25	627.90	114.33	323.00	193.50	253.25	 74.25	 21.75	 28.25	 32.50	 54.75	 51.50
K07220	 229.08	 511.28	1527.34	1071.16	 354.50	 305.58	 350.92	 318.58	 539.65	1126.58	 128.83	 636.17
K07221	 276.75	 173.56	   3.00	 733.41	  90.66	   3.50	 309.08	 525.59	 531.50	1237.00	   9.00	 522.75
K07222	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K07223	  6.64	 79.80	186.43	 49.25	 16.89	 21.64	 16.50	 26.25	 51.71	  4.25	  3.08	  7.25
K07224	 63.44	 66.16	111.49	  1.40	  5.69	 57.16	  0.33	  6.80	161.67	  2.07	 10.75	  4.13
K07225	 0.00	 1.50	 1.00	 0.00	 0.50	 1.25	 0.00	 0.00	14.25	 0.00	 0.80	 0.00
K07226	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07227	20.00	 5.00	 3.00	55.00	 0.50	 1.25	 0.00	 3.00	26.25	 0.00	 2.00	 8.00
K07228	0	0	0	0	0	0	0	0	0	0	0	0
K07229	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K07230	 3.00	 4.00	 5.00	35.00	 1.00	20.75	10.67	 0.00	40.65	 1.00	 0.33	 6.67
K07231	0	0	0	0	0	0	0	0	0	0	0	0
K07232	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
